017276	PLPv12scf1	844686	853897	+	2337	0.423796522874986	1	FALSE
017322	PLPv12scf1	854859	855140	+	282	1	1	FALSE
025743	PLPv12scf1	944204	947598	-	1377	0.166587618764158	1	FALSE
017319	PLPv12scf1	976522	976857	-	336	0.422914463651797	0.165714411078079	FALSE
017320	PLPv12scf1	988975	989324	+	309	1	0.985042819106777	FALSE
017301	PLPv12scf1	1006635	1009142	-	852	1	0.0104572941722314	FALSE
017277	PLPv12scf1	1009743	1069047	+	1410	0.585212236280478	1	FALSE
000002	PLPv12scf1	1070991	1074359	+	1665	1	0.599680619407347	FALSE
017302	PLPv12scf1	1075377	1080999	-	1110	0.410665172918968	1	FALSE
017303	PLPv12scf1	1082374	1086172	-	2019	1	0.798230306594123	FALSE
017304	PLPv12scf1	1087627	1093739	-	2289	0.735615333115273	1	FALSE
017278	PLPv12scf1	1107243	1113597	+	2130	0.277413433601366	1	FALSE
017279	PLPv12scf1	1120143	1132932	+	861	0.264768112333303	1	FALSE
017324	PLPv12scf1	1140371	1140622	-	252	0.0984675625477425	0.666251645576468	FALSE
017305	PLPv12scf1	1148765	1213986	-	2868	0.123689510223292	0.839390945242083	FALSE
017280	PLPv12scf1	1235777	1237060	+	549	0.947169235533927	0.00383813731820015	FALSE
017306	PLPv12scf1	1241096	1278174	-	552	1	0.0146199637032558	FALSE
017281	PLPv12scf1	1252869	1253905	+	372	1	1	FALSE
017321	PLPv12scf1	1270342	1275694	+	291	1	0.235915501739464	FALSE
017282	PLPv12scf1	1319303	1326944	+	2301	0.47410735340196	1	FALSE
017318	PLPv12scf1	1349975	1350269	-	213	1	1	FALSE
017283	PLPv12scf1	1359653	1361179	+	669	0.946776427528953	0.704470729807039	FALSE
000003	PLPv12scf1	1361181	1396347	+	6993	1	0.915136947357812	FALSE
017307	PLPv12scf1	1396997	1403005	-	1266	0.842482557230559	0.122273973308799	FALSE
017308	PLPv12scf1	1415069	1415831	-	231	1	1	FALSE
017284	PLPv12scf1	1419101	1426266	+	2574	0.395158344926049	1	FALSE
017323	PLPv12scf1	1426414	1426695	+	282	1	1	FALSE
017285	PLPv12scf1	1433549	1459061	+	4398	0.786985050469016	0.855090199695714	FALSE
017286	PLPv12scf1	1463591	1466604	+	1995	1	0.595776993665837	FALSE
025741	PLPv12scf1	1479627	1481018	-	1392	0.0449267961627895	0.956033456365061	FALSE
017287	PLPv12scf1	1483862	1488297	+	1335	0.363531899613135	1	FALSE
025742	PLPv12scf1	1489415	1491820	-	579	0.355012043172864	1	FALSE
000004	PLPv12scf1	1491822	1521327	+	11394	1	0.166324467953966	FALSE
024584	PLPv12scf1	1529096	1542467	+	9951	0.647721462737338	0.161902268033829	FALSE
017309	PLPv12scf1	1544697	1545278	-	582	1	1	FALSE
017288	PLPv12scf1	1549269	1560444	+	3636	0.388597607734032	1	FALSE
017289	PLPv12scf1	1564161	1567483	+	438	1	1	FALSE
017290	PLPv12scf1	1568650	1572849	+	720	0.234860439399383	0.415971726323809	FALSE
017291	PLPv12scf1	1574863	1579371	+	1497	0.452013426087179	0.984982392216355	FALSE
017292	PLPv12scf1	1584076	1585826	+	411	0.799730956507661	0.216607997946877	FALSE
017293	PLPv12scf1	1587003	1591154	+	2712	0.954127562807499	1	FALSE
017310	PLPv12scf1	1593475	1612738	-	2808	1	0.799309662603279	FALSE
017294	PLPv12scf1	1599874	1601373	+	1500	0.0340732480465702	0.949701943496151	FALSE
024585	PLPv12scf1	1621807	1629663	-	3120	0.647492936464181	1	FALSE
017295	PLPv12scf1	1632207	1638089	+	2907	0.244843280603945	1	FALSE
017311	PLPv12scf1	1638651	1640115	-	339	1	0.141466561062606	FALSE
017296	PLPv12scf1	1640117	1649484	+	3846	1	0.80199947527193	FALSE
017312	PLPv12scf1	1650403	1659200	-	2310	1	0.715690333852642	FALSE
017297	PLPv12scf1	1661083	1667338	+	1593	0.281871871178871	0.412648582346602	FALSE
017313	PLPv12scf1	1670257	1680101	-	1971	0.290979700977154	0.835020834218462	FALSE
017298	PLPv12scf1	1681873	1683951	+	720	1	0.123575443554292	FALSE
017299	PLPv12scf1	1715140	1721228	+	1302	1	1	FALSE
017300	PLPv12scf1	1723624	1726797	+	504	1	0.486038209048279	FALSE
017314	PLPv12scf1	1727146	1729710	-	858	0.863856179943532	1	FALSE
017315	PLPv12scf1	1741385	1743895	-	1422	0.162028191887908	1	FALSE
017316	PLPv12scf1	1744902	1748820	-	1323	0.445919538344944	0.258494821234739	FALSE
017317	PLPv12scf1	1754260	1788647	-	1119	0.276692923730203	0.263303731419299	FALSE
017481	PLPv12scf1	1793325	1799844	-	2889	0.171164632253498	0.366085075184143	FALSE
017468	PLPv12scf1	1801213	1804777	+	1806	1	0.495277058619982	FALSE
024591	PLPv12scf1	1806622	1834934	+	1482	0.751160209159495	0.042049575122743	FALSE
024590	PLPv12scf1	1846882	1853438	+	2439	0.973671877527963	1	FALSE
017469	PLPv12scf1	1860786	1861466	+	249	1	0.201621651001239	FALSE
017470	PLPv12scf1	1864579	1891197	+	1749	1	1	FALSE
017482	PLPv12scf1	1894117	1897041	-	1257	0.828771518841887	0.718185235000358	FALSE
000005	PLPv12scf1	1901942	1931055	-	2481	1	0.960341748830633	FALSE
017471	PLPv12scf1	1939504	1971526	+	1200	0.202494209244752	0.22334045393419	FALSE
017472	PLPv12scf1	1989262	1993049	+	1134	0.78013718422262	1	FALSE
017473	PLPv12scf1	2000605	2003323	+	1152	0.721406165543058	1	FALSE
017483	PLPv12scf1	2080195	2088062	-	1419	0.135610890160452	1	FALSE
017484	PLPv12scf1	2110942	2113466	-	1110	1	0.539448254787801	FALSE
017474	PLPv12scf1	2115967	2131675	+	5505	1	0.479970962760048	FALSE
017485	PLPv12scf1	2133867	2136801	-	918	0.388350505612901	0.735139406447331	FALSE
017475	PLPv12scf1	2136803	2143710	+	1560	0.825691414005218	1	FALSE
017476	PLPv12scf1	2145548	2148268	+	1335	1	0.062993447071731	FALSE
017486	PLPv12scf1	2152334	2153821	-	1488	0.48249308386407	1	FALSE
024593	PLPv12scf1	2159198	2164692	+	1026	0.660103660392796	0.724292594235395	FALSE
024592	PLPv12scf1	2169626	2172285	+	1272	0.359765285212853	1	FALSE
017487	PLPv12scf1	2189807	2194227	-	2172	0.61166637951792	0.370793621824034	FALSE
024594	PLPv12scf1	2196383	2204941	+	2439	0.759240202922012	0.793724355057437	FALSE
017488	PLPv12scf1	2205665	2209677	-	948	0.106520191897865	0.583700660182227	FALSE
017477	PLPv12scf1	2210295	2219284	+	732	0.500295195686504	0.6315176007118	FALSE
017489	PLPv12scf1	2219194	2228920	-	1947	0.586679118904234	0.753680616257054	FALSE
017495	PLPv12scf1	2236028	2236204	-	177	1	1	FALSE
017496	PLPv12scf1	2236206	2236247	+	42	1	1	FALSE
017490	PLPv12scf1	2236835	2325541	-	2421	0.355041068454982	1	FALSE
017491	PLPv12scf1	2397185	2439704	-	1749	0.329998540506744	1	FALSE
017478	PLPv12scf1	2651109	2652053	+	945	0.226436652187296	1	FALSE
017492	PLPv12scf1	2664909	2692854	-	1782	0.286481104654806	0.56427732505016	FALSE
017493	PLPv12scf1	2704096	2709335	-	2364	0.225303136061624	0.674809887508788	FALSE
025756	PLPv12scf1	2711453	2714831	-	1623	1	1	FALSE
017479	PLPv12scf1	2728552	2734270	+	2745	0.124251459013128	1	FALSE
017494	PLPv12scf1	2738146	2741640	-	2268	0.468336580223209	0.614972013318411	FALSE
017480	PLPv12scf1	2750974	2754799	+	1089	1	1	FALSE
017401	PLPv12scf1	2763587	2791089	+	2364	0.732437646831405	1	FALSE
017416	PLPv12scf1	2799450	2800843	-	867	0.130194910159819	1	FALSE
017402	PLPv12scf1	2805209	2813161	+	1536	1	0.219140276469546	FALSE
017403	PLPv12scf1	2814510	2897675	+	1806	0.0757094892671895	0.273120183713225	FALSE
025748	PLPv12scf1	2925545	2926978	+	1434	0.00741288679847529	0.703144790044542	FALSE
025749	PLPv12scf1	2930856	2932930	+	543	0.222926868628355	0.370890524758885	FALSE
017404	PLPv12scf1	2934190	2938866	+	1737	1	0.487694145125561	FALSE
024588	PLPv12scf1	2939512	2943491	-	1008	1	0.456553757913689	FALSE
024587	PLPv12scf1	2945647	2946219	-	360	0.397462247346889	0.297754433668984	FALSE
000006	PLPv12scf1	2946221	2959907	+	3183	1	0.0647342153649404	FALSE
017405	PLPv12scf1	2961668	2963985	+	999	0.620332730905241	0.70071544613345	FALSE
017417	PLPv12scf1	2964218	2968638	-	930	0.517242616179942	0.770997841338503	FALSE
017418	PLPv12scf1	2969251	2970137	-	480	1	1	FALSE
017406	PLPv12scf1	2970171	2975259	+	369	1	0.170225136952465	FALSE
017419	PLPv12scf1	2975829	2979418	-	1650	1	0.463343517365573	FALSE
017430	PLPv12scf1	2985653	2986584	+	411	0.702385043958501	1	FALSE
017407	PLPv12scf1	3033610	3072077	+	3042	0.291220913644241	1	FALSE
017420	PLPv12scf1	3085254	3139927	-	4404	0.560229770016516	0.461920306950152	FALSE
025747	PLPv12scf1	3210507	3220106	-	1227	1	0.447338899167627	FALSE
017408	PLPv12scf1	3249779	3356508	+	9633	1	0.652211702988104	FALSE
017421	PLPv12scf1	3361595	3375636	-	1419	0.498532700769484	0.659744060991018	FALSE
017422	PLPv12scf1	3408269	3411179	-	273	0.45924523298174	0.488687589621705	FALSE
017423	PLPv12scf1	3426818	3452728	-	5514	0.635890050764041	1	FALSE
017424	PLPv12scf1	3493550	3505094	-	642	1	0.832641741688899	FALSE
017409	PLPv12scf1	3506774	3514195	+	1281	0.495495083412709	1	FALSE
017425	PLPv12scf1	3515999	3521697	-	489	0.479985947223487	1	FALSE
017410	PLPv12scf1	3526974	3530453	+	978	1	1	FALSE
017426	PLPv12scf1	3531300	3534782	-	891	0.467071199818278	1	FALSE
017427	PLPv12scf1	3537930	3552253	-	1140	0.307597017869628	0.621044896271713	FALSE
017431	PLPv12scf1	3555387	3555671	+	285	0.646514225556365	1	FALSE
017411	PLPv12scf1	3559063	3561072	+	1251	0.18127606321458	1	FALSE
017412	PLPv12scf1	3562365	3570048	+	1695	0.338615471748065	1	FALSE
017428	PLPv12scf1	3617433	3625919	-	3528	0.404028963129122	0.503124483403142	FALSE
017413	PLPv12scf1	3700599	3702682	+	792	0.809694190712307	0.475301461338502	FALSE
000007	PLPv12scf1	3703945	3705598	+	720	0.212360563992875	0.398743184437918	FALSE
017429	PLPv12scf1	3709204	3710697	-	1494	0.461837279695936	0.112111889076482	FALSE
017414	PLPv12scf1	3711060	3733866	+	450	1	1	FALSE
017552	PLPv12scf1	3736667	3816143	-	14802	0.314848904293702	0.369544668585625	FALSE
017415	PLPv12scf1	3769602	3772683	+	810	1	0.993115627820911	FALSE
017575	PLPv12scf1	3817663	3817929	-	267	1	0.954622539356642	FALSE
017531	PLPv12scf1	3835447	3847956	+	2688	1	0.67495801250522	FALSE
017553	PLPv12scf1	3848834	3849376	-	543	1	1	FALSE
017554	PLPv12scf1	3850453	3852428	-	690	0.940395942156518	1	FALSE
017555	PLPv12scf1	3853487	3855335	-	1086	0.557969544686883	0.313787104389488	FALSE
017556	PLPv12scf1	3857205	3859107	-	1134	0.100541136818409	0.375941814341701	FALSE
017532	PLPv12scf1	3867362	3871879	+	2001	1	0.129614483343151	FALSE
017557	PLPv12scf1	3882832	3888198	-	1818	1	0.993715871426859	FALSE
017533	PLPv12scf1	3907619	3912938	+	1383	0.31113430321821	0.743903868268907	FALSE
017558	PLPv12scf1	3916361	3927262	-	2448	0.805962775088188	1	FALSE
017534	PLPv12scf1	3930647	3931207	+	243	0.0977840097709226	0.242699500138099	FALSE
017535	PLPv12scf1	3934030	3941157	+	1656	0.101361949063819	1	FALSE
017559	PLPv12scf1	3941743	3942811	-	846	1	0.528531362058643	FALSE
017536	PLPv12scf1	3950415	3955509	+	1449	1	0.157631055070711	FALSE
017560	PLPv12scf1	3955850	3956784	-	480	1	0.139562768557868	FALSE
017537	PLPv12scf1	3964610	3968771	+	1227	1	0.528822425115915	FALSE
017538	PLPv12scf1	4003598	4037700	+	3768	0.234039211601317	1	FALSE
017574	PLPv12scf1	4039170	4039475	+	306	1	0.0169094255494946	FALSE
017539	PLPv12scf1	4072669	4078960	+	1638	0.724910498811728	0.919949700463427	FALSE
000009	PLPv12scf1	4082475	4145078	-	21316	1	0.551762573998873	FALSE
017561	PLPv12scf1	4138032	4145081	-	1047	0.277133157770959	0	TRUE
017540	PLPv12scf1	4147180	4151239	+	456	0.83378644407924	0.493126006814133	FALSE
000010	PLPv12scf1	4151241	4162396	+	2142	0.133833467121718	1	FALSE
000011	PLPv12scf1	4160976	4170613	+	1437	0.374602725408265	1	FALSE
017576	PLPv12scf1	4225155	4225298	+	144	0.725128858962335	1	FALSE
017577	PLPv12scf1	4236792	4236881	-	90	0.576664354518179	0.894022038355839	FALSE
017541	PLPv12scf1	4258602	4270962	+	1374	0.180653655137248	1	FALSE
017542	PLPv12scf1	4280560	4287448	+	1329	0.105090494535013	1	FALSE
017543	PLPv12scf1	4338614	4388884	+	4095	0.550348763006283	1	FALSE
017544	PLPv12scf1	4388886	4395349	+	1710	0.805459043168205	0.813272834224388	FALSE
017562	PLPv12scf1	4397515	4402640	-	807	0.0578433354187371	0.232129713449495	FALSE
017545	PLPv12scf1	4402975	4406041	+	1149	1	0.390624781269973	FALSE
017546	PLPv12scf1	4408266	4412209	+	2235	0.130729353239988	0.950630077456251	FALSE
000012	PLPv12scf1	4412211	4414481	+	1167	1	0.980227657457304	FALSE
017563	PLPv12scf1	4417359	4426705	-	606	0.226147775394069	0.123107179473623	FALSE
017547	PLPv12scf1	4430503	4443228	+	2211	0.22607024273766	0.503398527353942	FALSE
017564	PLPv12scf1	4448713	4464138	-	1944	1	0.0958510383617579	FALSE
017548	PLPv12scf1	4464140	4474280	+	1860	0.277995299983318	0.762808980652096	FALSE
017549	PLPv12scf1	4483330	4516684	+	2697	0.638471287758992	0.297258213141158	FALSE
024598	PLPv12scf1	4527178	4535441	+	1761	0.684256890628094	0.637599044401912	FALSE
024600	PLPv12scf1	4546571	4556859	+	2058	0.868074388709007	0.712683419374977	FALSE
017550	PLPv12scf1	4559604	4575781	+	2100	1	1	FALSE
017565	PLPv12scf1	4564762	4567976	-	624	0.274351030424356	0.114442474083283	FALSE
017566	PLPv12scf1	4576585	4578589	-	990	0.844592892288487	0.716949140736813	FALSE
017567	PLPv12scf1	4584607	4631932	-	1485	0.56184656252657	0.40632688494091	FALSE
017572	PLPv12scf1	4641737	4642192	+	309	1	0.386715388769009	FALSE
017570	PLPv12scf1	4646835	4649248	-	2391	1	0.351681097775368	FALSE
017571	PLPv12scf1	4653547	4655960	-	2382	1	0.0940913135243455	FALSE
017573	PLPv12scf1	4656737	4657084	+	312	1	1	FALSE
017568	PLPv12scf1	4663137	4664948	-	918	1	8.32485157227225e-05	TRUE
017551	PLPv12scf1	4674852	4677319	+	1203	0.35335050479659	1	FALSE
017569	PLPv12scf1	4768825	4770483	-	1659	0.283810711098507	1	FALSE
017246	PLPv12scf1	4819324	4947544	-	1410	0.264895366281397	0.748583615957589	FALSE
017241	PLPv12scf1	4874745	4880252	+	2502	1	1	FALSE
000013	PLPv12scf1	4949585	4958018	-	537	1	1	FALSE
017251	PLPv12scf1	5077528	5077668	+	141	1	0.363842336831116	FALSE
000014	PLPv12scf1	5133005	5204064	-	858	0.364214670574251	0.213395117524562	FALSE
017242	PLPv12scf1	5271626	5276289	+	81	1	1	FALSE
017243	PLPv12scf1	5323795	5435847	+	4761	0.533716502313904	1	FALSE
017244	PLPv12scf1	5571437	5579413	+	516	1	1	FALSE
017245	PLPv12scf1	5622123	5631405	+	2322	1	1	FALSE
017247	PLPv12scf1	5632958	5643020	-	1554	1	1	FALSE
017248	PLPv12scf1	5710168	5741320	-	2268	1	1	FALSE
017447	PLPv12scf1	5744386	5825620	-	5211	1	1	FALSE
017250	PLPv12scf1	5786783	5787478	+	696	1	5.42319710650219e-06	TRUE
017249	PLPv12scf1	5789907	5793311	+	3405	1	1	FALSE
017432	PLPv12scf1	5869942	5885909	+	882	1	0.347063159886318	FALSE
017433	PLPv12scf1	5885911	5910358	+	825	0.842582570273917	0.476589411732189	FALSE
017448	PLPv12scf1	5920992	5925122	-	1218	0.658574125684639	0.704522748341773	FALSE
025755	PLPv12scf1	5932089	5932865	-	528	1.69730896004694e-12	2.48001619240767e-12	TRUE
017449	PLPv12scf1	5941394	5943669	-	507	0.406825719117339	3.08642000845794e-13	TRUE
017450	PLPv12scf1	5943796	5944969	-	531	0	0	TRUE
017451	PLPv12scf1	5948219	5958052	-	2400	1	0.58637493435869	FALSE
000015	PLPv12scf1	5958056	5980981	+	1893	0.818001283035788	1	FALSE
017452	PLPv12scf1	5988591	6000944	-	555	1	1	FALSE
025750	PLPv12scf1	6011337	6020638	-	1014	1	0.242988262170102	FALSE
017434	PLPv12scf1	6020640	6024379	+	903	0.94673117885412	1	FALSE
025751	PLPv12scf1	6025236	6032742	-	834	1	0.372654246618412	FALSE
025752	PLPv12scf1	6038367	6041660	+	798	0.152102274965171	0.466903361490635	FALSE
025753	PLPv12scf1	6056666	6061043	+	474	1	1	FALSE
017435	PLPv12scf1	6069875	6081856	+	2613	1	1	FALSE
017453	PLPv12scf1	6088668	6094191	-	1074	0.47566083475508	1	FALSE
017436	PLPv12scf1	6099816	6229045	+	4848	0.750424221491131	1	FALSE
017467	PLPv12scf1	6232359	6232481	+	123	0.00339300586580404	0.000725453046297231	TRUE
017454	PLPv12scf1	6237967	6249513	-	2016	0.39675892136828	0.939720700758622	FALSE
017437	PLPv12scf1	6289532	6290072	+	204	1	0.00123750231591035	FALSE
017438	PLPv12scf1	6323069	6331263	+	1092	0.334036756785559	1	FALSE
017455	PLPv12scf1	6345369	6445626	-	1716	0.151177322095727	1	FALSE
017439	PLPv12scf1	6521265	6523563	+	666	1	0.0630606038306267	FALSE
017456	PLPv12scf1	6524224	6539646	-	1647	1	1	FALSE
017462	PLPv12scf1	6548304	6549116	+	804	1	1	FALSE
017457	PLPv12scf1	6563532	6564072	-	312	1	1	FALSE
025754	PLPv12scf1	6565753	6581353	+	2328	1	1	FALSE
017463	PLPv12scf1	6583889	6585006	-	414	1	0.00694552832971107	FALSE
017465	PLPv12scf1	6587602	6588199	-	303	1	0.721014646929406	FALSE
000016	PLPv12scf1	6587978	6611915	-	2058	1	1	FALSE
024589	PLPv12scf1	6611919	6618415	-	1134	1	1	FALSE
017440	PLPv12scf1	6622716	6636598	+	1407	0.196722965137219	1	FALSE
000017	PLPv12scf1	6636600	6647426	+	4290	1	1	FALSE
017466	PLPv12scf1	6659210	6659452	+	243	0.0299178714148234	0.80620100479966	FALSE
017441	PLPv12scf1	6663255	6686477	+	4818	0.476042701787893	1	FALSE
017442	PLPv12scf1	6692495	6705044	+	1275	0.935307819132016	1	FALSE
017458	PLPv12scf1	6707821	6709049	-	294	1	1	FALSE
017459	PLPv12scf1	6712054	6714007	-	615	1	1	FALSE
017443	PLPv12scf1	6731245	6734838	+	1773	1	1	FALSE
017460	PLPv12scf1	6738231	6745391	-	840	1	1	FALSE
017461	PLPv12scf1	6756676	6761068	-	1221	0.999107601499609	1	FALSE
017444	PLPv12scf1	6767211	6767954	+	744	0.981078362907668	0.16357085703515	FALSE
017445	PLPv12scf1	6770060	6776211	+	1299	1	1	FALSE
017464	PLPv12scf1	6776369	6776848	+	480	1	0.780782372486634	FALSE
017446	PLPv12scf1	6778694	6779843	+	621	0.208982889372232	1	FALSE
000018	PLPv12scf1	6781034	6786669	-	1278	0.817635531360914	1	FALSE
017235	PLPv12scf1	6788956	6801098	-	3339	0.699243086966738	1	FALSE
017229	PLPv12scf1	6803296	6806264	+	738	0.194635833472026	0.440927129702854	FALSE
017236	PLPv12scf1	6806282	6808286	-	276	0.00576235432497851	0.363115930555868	FALSE
017230	PLPv12scf1	6808980	6821089	+	1884	0.738035260560078	1	FALSE
017240	PLPv12scf1	6822595	6823002	+	408	1	1	FALSE
017237	PLPv12scf1	6824951	6829420	-	1899	0.638162621545753	1	FALSE
000019	PLPv12scf1	6833374	6835338	+	1815	1	0.537314714709288	FALSE
017231	PLPv12scf1	6839496	6843539	+	1671	1	0.738029890605901	FALSE
017232	PLPv12scf1	6878385	6879020	+	636	0.960507028658579	1	FALSE
017238	PLPv12scf1	6894790	6914485	-	2481	1	1	FALSE
017233	PLPv12scf1	7052172	7053164	+	993	0.238227663324247	1	FALSE
017234	PLPv12scf1	7084412	7172647	+	4008	0.6239814237293	1	FALSE
017239	PLPv12scf1	7176364	7206726	-	2391	0.360654003909483	1	FALSE
017383	PLPv12scf1	7631103	7651646	+	2340	0.204983521576223	0.723373643044019	FALSE
017384	PLPv12scf1	7651650	7852386	+	2412	0.296725468002792	0.952064217944834	FALSE
017385	PLPv12scf1	7998537	8060550	+	2388	0.452937128227444	0.823643115915435	FALSE
017391	PLPv12scf1	8153258	8156749	-	231	1	0.117686010021884	FALSE
017386	PLPv12scf1	8226029	8245700	+	2514	0.29620706005774	0.759467875501538	FALSE
000020	PLPv12scf1	8245702	8321086	+	3771	1	0.878131720490899	FALSE
017387	PLPv12scf1	8322621	8324712	+	852	0.721307216365376	0.824155811403033	FALSE
017392	PLPv12scf1	8328212	8376222	-	2394	0.790733298058971	0.863338911326862	FALSE
017399	PLPv12scf1	8446383	8447061	-	201	0.379267665320504	0.119451044260553	FALSE
017398	PLPv12scf1	8475420	8475677	-	258	1	0.102859325698506	FALSE
017400	PLPv12scf1	8480214	8480276	+	63	0.0728724672151337	0.216314106671351	FALSE
000021	PLPv12scf1	8544795	8550216	-	3177	1	0.0836563425136936	FALSE
017393	PLPv12scf1	8573490	8582629	-	2859	0.352707654797169	1	FALSE
024586	PLPv12scf1	8593579	8605050	-	2235	0.775386184798147	0.270021361680954	FALSE
025746	PLPv12scf1	8608943	8617618	-	1500	0.286699911398713	0.961062217012198	FALSE
000022	PLPv12scf1	8622664	8626065	+	273	1	1	FALSE
017388	PLPv12scf1	8631115	8632923	+	1809	0.192644863576927	0.567507380151148	FALSE
017394	PLPv12scf1	8638635	8673505	-	2988	0.369764121210925	0.587364912339095	FALSE
017389	PLPv12scf1	8692145	8696207	+	2901	1	0.0666459371560344	FALSE
017390	PLPv12scf1	8699838	8703284	+	2880	1	0.10145090618185	FALSE
017395	PLPv12scf1	8704244	8705288	-	264	1	0.242251878297571	FALSE
017396	PLPv12scf1	8716337	8739143	-	4065	0.539317689134541	0.126989464421006	FALSE
017397	PLPv12scf1	8743151	8766710	-	1833	0.875387277524724	0.618598663079611	FALSE
017349	PLPv12scf1	8782115	8789330	+	2331	1	0.531939613890697	FALSE
017350	PLPv12scf1	8796276	8806801	+	2985	0.18959824952824	1	FALSE
000023	PLPv12scf1	8806805	8858394	+	1224	0.802345326023151	1	FALSE
017366	PLPv12scf1	8876854	8879488	-	1827	0.361365440623792	0.894851443669993	FALSE
017380	PLPv12scf1	8887078	8888897	-	171	0.277684576281426	0.00203087406993641	FALSE
017367	PLPv12scf1	8889429	8890974	-	267	1	0.156947681846448	FALSE
017351	PLPv12scf1	8891629	8896016	+	549	0.245269823793237	0.499787184358601	FALSE
017368	PLPv12scf1	8897077	8937072	-	5970	0.317609624605678	1	FALSE
025745	PLPv12scf1	8972302	8981113	-	693	0.514259950860154	0.0258486208830631	FALSE
017369	PLPv12scf1	8981115	8984191	-	777	1	0.60059679821581	FALSE
017352	PLPv12scf1	8985366	8988280	+	2244	1	1	FALSE
017353	PLPv12scf1	8994272	8997629	+	2520	0.939758762567319	0.408756376009581	FALSE
017354	PLPv12scf1	9000371	9050646	+	4029	0.47574211168522	1	FALSE
017355	PLPv12scf1	9065691	9070374	+	951	1	1	FALSE
017356	PLPv12scf1	9070951	9074619	+	1014	1	1	FALSE
017357	PLPv12scf1	9088660	9128998	+	5379	0.4388957340695	0.439419138817642	FALSE
017358	PLPv12scf1	9130219	9141333	+	1752	0.284797226197728	0.711463310712813	FALSE
017370	PLPv12scf1	9156071	9159414	-	2697	0.948709894505411	1	FALSE
017359	PLPv12scf1	9167264	9178417	+	1989	1	1	FALSE
017360	PLPv12scf1	9182587	9184220	+	1044	1	1	FALSE
017371	PLPv12scf1	9185184	9218441	-	1485	0.201085506620668	1	FALSE
017361	PLPv12scf1	9219664	9224275	+	1422	1	1	FALSE
017372	PLPv12scf1	9226495	9231719	-	2496	0.000457402585522626	0.393494796914247	TRUE
