OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	p.x	dN.x	dS.x	pN.x	pS.x	DoS.x	p.y	dN.y	dS.y	pN.y	pS.y	DoS.y	diffDosP	diffDosQ	dNdSP	pNpSP	diffDoS	diffDoSQuantile
Group_5346_0	11808	madd	MAP kinase activating death domain%2C transcript variant X1	chr4	37966458	38023293	0.428811776285378	13	38	1	9	0.154901960784314	0.264150943396226	13	39	1	0	-0.75	0.0368426058727868	0.34812685597757	0.999999999999999	0.386916317769068	0.904901960784314	0.994313967861557
Group_1064_0	11178	colec12	collectin sub-family member 12 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9807]	chr5	28895247	28908637	0.0338583707840657	20	13	2	9	0.424242424242424	1	21	19	1	0	-0.475	0.0155275046963806	0.227247814048775	0.647156059816772	0.546493595406582	0.899242424242424	0.993325092707046
Group_39_42	25092	katnal2	katanin p60 subunit A like 2	chr8	44245402	44259938	0.138850115884986	10	11	2	9	0.294372294372294	0.428571428571428	11	16	1	0	-0.592592592592593	0.0178569741363361	0.243067133960687	0.854573775827442	0.546493595406582	0.886964886964887	0.992088998763906
Group_6719_0	31957	trmo	tRNA methyltransferase O	chr4	42465362	42469943	0.109247543410957	9	7	2	8	0.3625	0.478260869565217	10	11	2	0	-0.523809523809524	0.0322056046703768	0.323970074888312	0.850554064272237	0.170903520230798	0.886309523809524	0.991841779975278
Group_1272_0	2196	me3	malic enzyme 3%2C NADP(+)-dependent%2C mitochondrial [Source:ZFIN%3BAcc:ZDB-GENE-041111-294]	chr9	23609331	23620971	0.300422753933269	13	26	2	11	0.179487179487179	0.102040816326531	14	33	2	0	-0.702127659574468	0.00814265499364771	0.160332328046738	0.904963152821989	0.0968433146013055	0.881614839061647	0.991100123609394
Group_5311_0	18051	ccnf	cyclin F [Source:ZFIN%3BAcc:ZDB-GENE-021030-2]	chr6	47425008	47431594	0.160266994113147	18	20	2	8	0.273684210526316	0.175763182238668	18	27	2	0	-0.6	0.0288549721014492	0.302782766552403	0.650849579972806	0.170903520230798	0.873684210526316	0.990358467243511
Group_8128_0	17825	si:ch73-132f6.5	si:ch73-132f6.5 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9581]	chr1	2884037	2904321	0.477409647615105	10	16	3	10	0.153846153846154	0.305555555555556	10	25	1	0	-0.714285714285714	0.0049120975923345	0.122582025172809	0.59060100730019	0.622544323599545	0.868131868131868	0.990111248454883
Group_1958_1	1423	rbl1	retinoblastoma-like 1	chr14	40386788	40403251	0.4623355269199	13	24	2	9	0.16953316953317	0.0368906455862978	13	30	3	0	-0.697674418604651	0.0200810623518678	0.252995390730813	0.820104787054019	0.0521470824462447	0.867207588137821	0.989864029666255
Group_5400_0	14169	ids	iduronate 2-sulfatase%2C transcript variant X1	chr2	77387426	77408595	0.0913206979296673	17	13	3	9	0.316666666666667	0.470588235294118	15	18	1	0	-0.545454545454545	0.0169218006062507	0.236285823360187	0.52429245953517	0.664520529466375	0.862121212121212	0.988875154511743
Group_1758_2	29775	bcorl1	BCL6 corepressor-like 1%2C transcript variant X5	chr2	55371971	55383109	0.00927623723919818	39	24	2	9	0.437229437229437	1	41	30	1	0	-0.422535211267606	0.0183591561062318	0.244887668722859	0.75399923363742	0.546493595406582	0.859764648497043	0.988380716934487
Group_3760_1	30985	hmgxb4a	HMG box domain containing 4a [Source:ZFIN%3BAcc:ZDB-GENE-070912-675]	chr6	60385891	60392608	0.446975846897328	9	16	2	8	0.16	0.333333333333333	10	22	1	0	-0.6875	0.025760932787092	0.29128960589905	0.924812918195903	0.592499104173064	0.8475	0.986402966625464
Group_828_1	14730	loc107381557		chr11	7564305	7592713	0.115546559609909	18	29	2	12	0.240121580547112	0.403508771929824	22	34	1	0	-0.607142857142857	0.00461607451323985	0.118777651001561	1	0.437557850903842	0.847264437689969	0.986155747836836
Group_497_0	3199	unc13a	unc-13 homolog A [Source:HGNC Symbol%3BAcc:HGNC:23150]	chr5	40798255	40820091	0.591566959663733	20	46	5	18	0.085638998682477	0.25	20	63	1	0	-0.759036144578313	3.68114924386877e-05	0.00511811214513611	0.507242677993533	0.555346316671422	0.84467514326079	0.985908529048208
Group_4356_0	29607	emsy	EMSY%2C BRCA2 interacting transcriptional repressor%2C transcript variant X1	chr15	34638178	34672387	0.203370931486331	25	42	2	10	0.206467661691542	0.371428571428571	25	44	1	0	-0.63768115942029	0.0196839564986848	0.252725116843934	1	0.505985043644893	0.844148821111832	0.98566131025958
Group_3583_0	5440	il6st	interleukin 6 signal transducer%2C transcript variant X1	chr8	51598608	51614401	0.0521743052719894	25	25	2	10	0.333333333333333	1	29	29	1	0	-0.5	0.0125177630887782	0.200541776562196	1	0.505985043644893	0.833333333333333	0.984177997527812
Group_266_6	7408	pitpnm3	PITPNM family member 3 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9216]	chr19	21291904	21309657	0.475062386311916	11	28	2	11	0.128205128205128	0.3125	14	33	1	0	-0.702127659574468	0.0075133951831918	0.157200882302174	1	0.469928320807764	0.830332787779596	0.983930778739184
Group_1909_1	7505	zfpm1	zinc finger protein%2C FOG family member 1%2C transcript variant X1	chr4	7742931	7805048	0.305610630316603	22	34	2	8	0.192857142857143	0.375	23	40	1	0	-0.634920634920635	0.0318781151819109	0.323180995841613	0.902478088227403	0.592499104173064	0.827777777777778	0.982694684796044
Group_0_85	6053	znf652	zinc finger protein 652	chr16	16528739	16561440	0.675719460369071	5	14	2	10	0.0964912280701754	0.318181818181818	6	15	1	0	-0.714285714285714	0.0268003755894113	0.293999571067295	1	0.505985043644893	0.810776942355889	0.979233621755253
Group_280_1	22110	akr1b1	aldo-keto reductase family 1%2C member B1 (aldose reductase) [Source:ZFIN%3BAcc:ZDB-GENE-040625-7]	chr2	22467334	22474407	0.0106574872981992	19	9	2	9	0.496753246753247	1	22	10	2	0	-0.3125	0.0296686192379624	0.306892264154242	1	0.140655772280791	0.809253246753247	0.978986402966625
Group_3483_0	16906	si:cabz01080528.1	si:cabz01080528.1 [Source:ZFIN%3BAcc:ZDB-GENE-160728-36]	chr1	25019701	25028270	1	10	24	3	10	0.0633484162895928	0.270833333333333	12	35	1	0	-0.74468085106383	0.00417717416735704	0.11292874328834	0.893121520681844	0.622544323599545	0.808029267353423	0.97849196538937
Group_5898_0	15160	ttc17	tetratricopeptide repeat domain 17	chr11	29534429	29571052	1	8	22	2	7	0.0444444444444445	0.0206378986866792	9	29	3	0	-0.763157894736842	0.0425355203908517	0.376342683821785	1	0.0909689479753577	0.807602339181287	0.978244746600742
Group_3410_0	7925	pla2g4ab	phospholipase A2%2C group IVAb (cytosolic%2C calcium-dependent) [Source:ZFIN%3BAcc:ZDB-GENE-041014-325]	chr17	22658657	22703307	0.441320412075672	11	17	2	8	0.192857142857143	0.40625	12	19	1	0	-0.612903225806452	0.0453416772374669	0.395773877770086	1	0.592499104173064	0.805760368663595	0.977750309023486
Group_4685_0	25183	heg1	heart development protein with EGF like domains 1	chr9	12300201	12316444	0.0390349303057326	32	36	4	16	0.270588235294118	0.471264367816092	40	46	1	0	-0.534883720930233	0.000177754592887216	0.0177435546182034	0.999999999999999	0.528626439397161	0.805471956224351	0.977503090234858
Group_23_36	156	chl1a	cell adhesion molecule L1-like a [Source:ZFIN%3BAcc:ZDB-GENE-090313-201]	chr13	15148104	15192578	0.157789647082314	32	31	2	7	0.285714285714286	0.115091515275226	33	35	4	0	-0.514705882352941	0.0475986303465957	0.408188502879502	0.9329774129142	0.0461976854399449	0.800420168067227	0.976514215080346
Group_85_23	30443	cabz01030094.1	unknown	chr16	19729437	19746496	0.0381768793022844	11	8	3	12	0.378947368421053	0.507692307692308	14	10	2	0	-0.416666666666667	0.00763532595855723	0.157574129085411	1	0.131982675641352	0.79561403508772	0.974783683559951
Group_2471_1	12418	nhsb	Nance-Horan syndrome b (congenital cataracts and dental anomalies) [Source:ZFIN%3BAcc:ZDB-GENE-090617-2]	chr8	61500041	61517192	0.121988789414747	22	24	3	11	0.263975155279503	0.481481481481482	25	28	1	0	-0.528301886792453	0.00667487080933359	0.144362622559642	1	0.584952996113922	0.792277042071956	0.973547589616811
Group_858_2	13167	loc107395654		chr3	16431060	16451392	0.00324443990555274	28	9	4	10	0.471042471042471	0.544125809435708	30	14	3	0	-0.318181818181818	0.0109211441086043	0.188458958991679	0.618673402671879	0.102071542473544	0.789224289224289	0.972311495673671
Group_3823_0	8936	exoc2	exocyst complex component 2	chr17	30048747	30096422	0.695621231526993	10	22	2	8	0.1125	0.342857142857143	11	23	1	0	-0.676470588235294	0.0496247618947871	0.418790201132214	1	0.592499104173064	0.788970588235294	0.972064276885043
Group_216_1	31682	anpep	alanyl aminopeptidase%2C membrane [Source:HGNC Symbol%3BAcc:HGNC:500]	chr4	8914664	8938989	0.175358092936068	21	18	3	8	0.265734265734266	0.488888888888889	21	23	2	0	-0.522727272727273	0.0341992403245553	0.334892909478593	0.736463187293933	0.248229877281599	0.788461538461539	0.971817058096415
Group_8_30	16030	col17a1b	collagen%2C type XVII%2C alpha 1b [Source:ZFIN%3BAcc:ZDB-GENE-030131-7145]	chr6	24215716	24256715	0.372277791162035	15	27	4	15	0.146616541353383	0.372549019607843	18	32	1	0	-0.64	0.000800430775995911	0.0404685326097673	0.999999999999999	0.55361699196578	0.786616541353383	0.971322620519159
Group_77_0	6481	abcc6a	ATP-binding cassette%2C sub-family C (CFTR/MRP)%2C member 6a [Source:ZFIN%3BAcc:ZDB-GENE-050517-18]	chr8	56701211	56731234	1	7	29	2	8	-0.00555555555555556	0.230769230769231	8	30	1	0	-0.789473684210526	0.0482536212544842	0.409644912177357	1	0.592499104173064	0.78391812865497	0.969097651421508
Group_66_11	28993	jag2	jagged 2 [Source:HGNC Symbol%3BAcc:HGNC:6189]	chr18	4885532	4943250	0.193402909444457	25	24	3	8	0.23747680890538	0.107350608143839	27	32	3	0	-0.542372881355932	0.0268751021166876	0.293999571067295	0.725581614518568	0.109995015257093	0.779849690261312	0.96761433868974
Group_922_2	26812	kdm4b	lysine demethylase 4B [Source:HGNC Symbol%3BAcc:HGNC:29136]	chr17	18530768	18591262	0.117966689130644	27	17	2	6	0.363636363636364	0.145493042952208	31	22	5	0	-0.415094339622642	0.0481495207907474	0.409644912177357	0.936768754830791	0.0387142356682244	0.778730703259006	0.966872682323857
Group_121_19	11913	lrrc4.2	leucine rich repeat containing 4.2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-7997]	chr4	20122166	20124094	1	2	11	2	7	-0.0683760683760684	0.2	3	16	1	0	-0.842105263157895	0.038724651163368	0.353950850656216	1	0.64548484933412	0.773729194781827	0.964647713226205
Group_962_2	5477	pclo	piccolo presynaptic cytomatrix protein [Source:HGNC Symbol%3BAcc:HGNC:13406]	chr4	20439289	20464518	0.525619546669123	23	40	3	9	0.115079365079365	0.351351351351351	25	48	1	0	-0.657534246575342	0.0128320829793316	0.20307032129487	0.924113937392936	0.664520529466375	0.772613611654707	0.963906056860321
Group_740_0	21097	apba2b	amyloid beta (A4) precursor protein-binding%2C family A%2C member 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-5371]	chr11	12816268	12861321	0.19003444829566	16	13	4	9	0.244031830238727	0.487179487179487	18	20	1	0	-0.526315789473684	0.00639842339281007	0.142337498675483	0.699152773135464	0.757019561862156	0.770347619712411	0.962669962917182
Group_623_2	20096	zhx2a	zinc fingers and homeoboxes 2a [Source:ZFIN%3BAcc:ZDB-GENE-031107-2]	chr3	29904581	29938444	0.333209596436526	17	25	3	10	0.173992673992674	0.418181818181818	22	32	1	0	-0.592592592592593	0.0058508255941664	0.135551997222169	1	0.622544323599545	0.766585266585267	0.96168108776267
Group_4643_0	26328	tmem214	transmembrane protein 214	chr1	49748570	49761805	1	5	14	3	7	-0.0368421052631579	0.230769230769231	5	20	1	0	-0.8	0.0303498180989953	0.31092589962997	0.894946750293031	0.7662303342597	0.763157894736842	0.960197775030902
Group_26_12	30338	ptk7a	protein tyrosine kinase 7a [Source:ZFIN%3BAcc:ZDB-GENE-050522-216]	chr6	20269045	20295821	1	12	27	3	9	0.0576923076923077	0.317073170731707	12	28	1	0	-0.7	0.0287898069570722	0.302782766552403	1	0.664520529466375	0.757692307692308	0.959456118665019
Group_3896_0	4941	si:ch211-113e8.10	si:ch211-113e8.10 [Source:ZFIN%3BAcc:ZDB-GENE-090313-11]	chr8	5350223	5362868	0.0566746541942595	20	24	2	12	0.311688311688312	0.0429965781037792	22	31	6	1	-0.442048517520216	0.00653303910426898	0.143395751265686	0.85355173311707	0.00691671263262941	0.753736829208528	0.958714462299135
Group_68_2	12634	adamts8	ADAM metallopeptidase with thrombospondin type 1 motif 8	chr7	6139215	6154613	0.207811470006592	18	13	5	9	0.223502304147465	0.48780487804878	19	21	1	0	-0.525	0.00381273654452295	0.105885821044635	0.519387406602609	0.832662106350533	0.748502304147465	0.956736711990111
Group_7885_0	20360	si:ch211-153a8.4	si:ch211-153a8.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6830]	chr17	9336170	9341754	0.146353090735738	15	10	3	7	0.3	1	16	13	1	0	-0.448275862068966	0.0442515045661398	0.388873831322759	0.934832741755298	0.7662303342597	0.748275862068966	0.956242274412855
Group_1507_0	18623	gnl2	G protein nucleolar 2	chr3	44356966	44379437	0.0388485833012084	37	26	6	14	0.287301587301587	1	36	30	1	0	-0.454545454545455	0.000961098349840094	0.0473614667838922	0.76291467339594	0.717139500592314	0.741847041847042	0.954017305315204
Group_333_5	3495	megf6b	multiple EGF-like-domains 6b [Source:ZFIN%3BAcc:ZDB-GENE-101112-3]	chr14	25766353	25839449	0.0868586996034457	37	31	7	15	0.225935828877005	0.493348982785603	35	35	2	0	-0.5	0.000995066022060967	0.0484224002985418	0.727636881227637	0.252559317185168	0.725935828877005	0.949320148331273
Group_121_13	28603	lrig3	leucine-rich repeats and immunoglobulin like domains 3	chr2	36250705	36283845	0.777490455442662	13	27	6	16	0.0522727272727273	0.0465306122448979	16	32	3	0	-0.666666666666667	0.000768630145684766	0.0398970287620106	0.999999999999999	0.0686481674638932	0.718939393939394	0.94734239802225
Group_632_4	3050	duox	dual oxidase [Source:ZFIN%3BAcc:ZDB-GENE-091117-14]	chr4	26914991	26926447	1	15	26	3	7	0.0658536585365854	0.361702127659575	16	30	1	0	-0.652173913043478	0.0426582479288855	0.376572696569504	1	0.7662303342597	0.718027571580063	0.947095179233622
Group_888_3	30242	sgip1b	SH3-domain GRB2-like (endophilin) interacting protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-131121-110]	chr5	49991908	50014611	0.718648922188893	10	19	3	9	0.0948275862068966	0.072072072072072	13	21	3	0	-0.617647058823529	0.0254332969802288	0.29128960589905	0.963441479725718	0.0867308648275424	0.712474645030426	0.944622991347342
Group_5635_0	4284	si:ch211-259g3.4	si:ch211-259g3.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8118]	chr7	28106745	28124718	0.419040099356312	28	32	6	12	0.133333333333333	0.43939393939394	28	37	1	0	-0.569230769230769	0.00178431115330316	0.0637277368789834	0.823375189637692	0.779288038979942	0.702564102564102	0.940667490729295
Group_2461_0	11434	hectd4	HECT domain E3 ubiquitin protein ligase 4%2C transcript variant X1	chr19	13074618	13119845	0.618595647914512	20	65	8	20	-0.0504201680672269	0.262626262626263	25	73	1	0	-0.744897959183674	1.12839963540651e-05	0.00201514729786871	0.890048011665629	0.676530635367052	0.694477791116447	0.939431396786156
Group_1290_1	30524	pbrm1	polybromo 1 [Source:ZFIN%3BAcc:ZDB-GENE-080926-4]	chr14	11740521	11754453	0.701327448539305	15	55	3	8	-0.0584415584415584	0.2625	20	59	1	0	-0.746835443037975	0.0198960492641009	0.252995390730813	0.715031356723178	0.71192315069219	0.688393884596417	0.937206427688504
Group_739_5	26188	loc107384629		chr14	50618758	50674579	0.695097590523624	7	6	5	8	0.153846153846154	1	7	8	1	0	-0.533333333333333	0.0281621645729592	0.301195897479478	1	0.880933319117597	0.687179487179487	0.935970333745365
Group_854_1	12737	dennd4a	DENN domain containing 4A [Source:HGNC Symbol%3BAcc:HGNC:24321]	chr5	37182690	37249856	0.776608884233901	15	38	6	13	-0.0327706057596822	0.296875	18	45	1	0	-0.714285714285714	0.000699141992379499	0.03833464473709	0.999999999999999	0.746956335000199	0.681515108526032	0.933003708281829
Group_2187_0	3171	psme4b	proteasome activator subunit 4b [Source:ZFIN%3BAcc:ZDB-GENE-100316-4]	chr16	28799042	28851984	0.527139043021868	28	31	4	8	0.141242937853107	0.0538885486834048	31	36	4	0	-0.537313432835821	0.036309521090577	0.345606272874367	1	0.0832645166635505	0.678556370688928	0.932014833127318
Group_184_0	11712	si:ch211-120p12.3	si:ch211-120p12.3 [Source:ZFIN%3BAcc:ZDB-GENE-090312-24]	chr6	16554780	16582419	0.499542538680372	15	16	4	8	0.150537634408602	0.486486486486486	17	19	1	0	-0.527777777777778	0.0204644194104109	0.255946220954527	1	0.805020272634401	0.67831541218638	0.93176761433869
Group_157_4	30993	slc4a3	solute carrier family 4 member 3 [Source:HGNC Symbol%3BAcc:HGNC:11029]	chr9	5750289	5784991	0.0900231904180105	18	36	1	12	0.256410256410256	0.0419925881109848	18	42	5	2	-0.414285714285714	0.0163971167393272	0.232970713380294	0.856735798956851	0.0140786250133249	0.67069597069597	0.929048207663782
Group_679_2	10567	shroom1	shroom family member 1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-385]	chr15	23061289	23091104	0.0859868986592994	48	31	5	10	0.274261603375527	0.285485164394547	51	33	3	0	-0.392857142857143	0.015467299972854	0.227223391676681	1	0.137563893909903	0.66711874623267	0.928306551297899
Group_5606_0	9028	smyd4	SET and MYND domain containing 4	chr15	27336791	27341170	0.348734932116243	20	17	5	9	0.183397683397683	1	24	22	1	0	-0.478260869565217	0.00577439551441276	0.135551997222169	1	0.832662106350533	0.6616585529629	0.923856613102596
Group_4597_0	21866	fam91a1	family with sequence similarity 91 member A1	chr1	44292369	44381928	1	6	14	3	7	0	0.366666666666667	10	19	1	0	-0.655172413793103	0.0207433223169982	0.257999213354869	0.984861866020971	0.7662303342597	0.655172413793103	0.921137206427688
Group_5481_0	7950	cachd1	cache domain containing 1	chr17	24004175	24109697	1	11	23	4	8	-0.00980392156862742	0.0193877551020408	16	31	4	0	-0.659574468085106	0.0196175334468784	0.252725116843934	0.999999999999999	0.0832645166635505	0.649770546516479	0.918912237330037
Group_7841_0	30021	wu:fj64h06	wu:fj64h06 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8286]	chr8	10801231	10813535	0.211931967598932	31	20	5	8	0.223227752639517	1	32	23	1	0	-0.418181818181818	0.0154211367394437	0.227223391676681	0.940454585835765	0.880933319117597	0.641409570821335	0.916440049443758
Group_882_2	18758	spag9	sperm associated antigen 9 [Source:HGNC Symbol%3BAcc:HGNC:14524]	chr16	5703048	5794602	0.793974390565605	28	37	7	11	0.0418803418803419	0.413333333333333	30	44	1	0	-0.594594594594595	0.00124072901472165	0.0530786599374879	0.896401867528022	0.869509005330093	0.636474936474937	0.914709517923362
Group_20_5	26816	ptprsa	protein tyrosine phosphatase%2C receptor type%2C s%2C a [Source:ZFIN%3BAcc:ZDB-GENE-020107-3]	chr17	17594228	17925510	0.00397921298046417	22	31	1	17	0.359538784067086	0.3330255094368	20	41	3	2	-0.272131147540984	0.00269195789347233	0.0873316006607315	0.442298083512974	0.0296647046549777	0.63166993160807	0.911990111248455
Group_4316_0	26115	lrpprc	leucine rich pentatricopeptide repeat containing	chr6	17493609	17563234	0.00267730720853446	110	28	5	8	0.412486064659978	1	111	31	1	0	-0.21830985915493	0.0140077864976537	0.216528074358644	0.865336293772944	0.880933319117597	0.630795923814908	0.911495673671199
Group_8488_0	25201	si:dkeyp-71f10.5	si:dkeyp-71f10.5 [Source:ZFIN%3BAcc:ZDB-GENE-131121-547]	chr3	7988510	8013311	0.000995120395908482	39	25	1	11	0.526041666666667	0.725873195198303	40	31	6	3	-0.103286384976526	0.0335340496203587	0.3317932082827	0.713851817909572	0.0193594673273683	0.629328051643193	0.911001236093943
Group_5051_0	15995	cmpk2	cytidine/uridine monophosphate kinase 2	chr6	26675513	26681755	0.405858537747083	6	5	3	6	0.212121212121212	1	10	7	1	0	-0.411764705882353	0.0411007254948873	0.368093140806421	1	0.829638099719027	0.623885918003565	0.909270704573548
Group_4053_0	3081	cep152	centrosomal protein 152kDa%2C transcript variant X1	chr4	27043600	27055083	0.23342393714295	38	23	6	8	0.194379391100703	0.507042253521127	40	30	2	0	-0.428571428571429	0.0121712846665922	0.200037967509193	0.673837990487368	0.449691797968891	0.622950819672132	0.908776266996292
Group_607_2	14947	nphs1	NPHS1 nephrin	chr3	16216396	16286102	0.783419352350235	24	47	7	11	-0.0508607198748044	0.3375	26	53	1	0	-0.670886075949367	0.00143242186418042	0.0580876908047329	0.999999999999999	0.869509005330093	0.620025356074563	0.90778739184178
Group_684_1	8012	tnrc6a	trinucleotide repeat containing 6A%2C transcript variant X2	chr6	55139563	55158880	1	26	36	5	8	0.0347394540942928	0.185421994884911	28	39	2	0	-0.582089552238806	0.0261947288071863	0.292787265619179	0.999999999999999	0.388276137138322	0.616829006333099	0.90655129789864
Group_436_6	11459	tmc2b	transmembrane channel-like 2b [Source:ZFIN%3BAcc:ZDB-GENE-060526-262]	chr19	12818453	12835134	0.723407502786121	10	21	5	7	-0.0940860215053764	0.104761904761905	10	24	2	0	-0.705882352941176	0.0475297172413479	0.408188502879502	0.999999999999999	0.445008718746736	0.6117963314358	0.904820766378245
Group_334_3	28532	thbs4a	thrombospondin 4a [Source:ZFIN%3BAcc:ZDB-GENE-080215-11]	chr19	19041048	19047575	0.190322576440736	5	29	4	7	-0.216577540106952	0.195121951219512	7	33	1	0	-0.825	0.0264405295033641	0.292787265619179	0.993176696237586	0.85986425463441	0.608422459893048	0.903831891223733
Group_5446_0	26363	casc5	cancer susceptibility candidate 5%2C transcript variant X1	chr1	50610530	50622414	0.00695651081571342	131	42	5	8	0.372610048910627	1	138	42	2	0	-0.233333333333333	0.0241372032839762	0.283196077185734	0.933673194026346	0.388276137138322	0.60594338224396	0.902101359703337
Group_2165_1	30356	cit	citron rho-interacting serine/threonine kinase%2C transcript variant X1	chr14	18198540	18241299	0.0441231717571263	18	37	2	21	0.240316205533597	0.235576923076923	19	44	2	1	-0.365079365079365	0.00045291518555644	0.0289048986454298	0.919449618460538	0.0772636601885178	0.605395570612962	0.90185414091471
Group_1718_1	15543	pogz	pogo transposable element with ZNF domain%2C transcript variant X1	chr13	19676166	19703142	0.415442102799467	44	34	7	9	0.126602564102564	0.496629213483146	46	42	2	0	-0.477272727272727	0.0056300936996675	0.135194264404348	0.705468343320675	0.453254704753736	0.603875291375291	0.901359703337454
Group_529_1	27320	hkdc1	hexokinase domain containing 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9801]	chr11	23151825	23163701	1	10	15	5	8	0.0153846153846154	0.195698924731183	12	17	2	0	-0.586206896551724	0.0296284180571854	0.306892264154242	1	0.388276137138322	0.601591511936339	0.90061804697157
Group_578_2	23712	map1sb	microtubule-associated protein 1Sb [Source:ZFIN%3BAcc:ZDB-GENE-070912-412]	chr18	20991743	21000940	1	25	49	5	9	-0.0193050193050193	0.0258728613158993	29	47	4	0	-0.618421052631579	0.0281341270317757	0.301195897479478	0.698111977440351	0.0889730117018133	0.59911603332656	0.897651421508035
Group_2501_0	28292	n4bp2	NEDD4 binding protein 2	chr10	34952799	34966180	0.0442651880282852	56	24	10	12	0.245454545454545	1	65	35	1	0	-0.35	6.2792660442514e-05	0.00718975962066785	0.582083428047208	0.964507844340133	0.595454545454545	0.896415327564895
Group_5770_0	29229	med14	mediator complex subunit 14%2C transcript variant X1	chr13	9677700	9691654	0.675993989315133	12	46	1	10	0.115987460815047	0.111363636363636	12	51	2	1	-0.476190476190476	0.0482987451038806	0.409644912177357	1	0.173639282282839	0.592177937005523	0.894684796044499
Group_578_0	1449	map1a	microtubule associated protein 1A [Source:HGNC Symbol%3BAcc:HGNC:6835]	chr9	45919351	46021126	0.432326925907861	40	36	7	10	0.114551083591331	0.246153846153846	46	42	3	0	-0.477272727272727	0.00596292857292205	0.135551997222169	1	0.210406453095371	0.591823810864058	0.894190358467243
