OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	p.x	dN.x	dS.x	pN.x	pS.x	DoS.x	p.y	dN.y	dS.y	pN.y	pS.y	DoS.y	deltaDoSP	deltaDoSQ	dNdSP	pNpSP	deltaDoS	deltaDoSQuantile
Group_0_170	24116	si:ch211-108m2.2	si:ch211-108m2.2 [Source:ZFIN%3BAcc:ZDB-GENE-160728-135]	chr14	53614949	53620266	0.647844009683963	7	20	1	7	0.134259259259259	0.585530693215703	7	23	2	3	-0.166666666666667	0.543335549357126	1	1	0.639516550159085	0.300925925925926	0.836829162447563
Group_0_174	1889	si: zfos-932h1.3	si: zfos-932h1.3 [Source:ZFIN%3BAcc:ZDB-GENE-141222-4]	chr2	8987732	8993232	0.322363293292624	26	33	12	9	-0.130750605326876	0.557730784705216	32	34	5	8	0.1002331002331	0.311714821688689	1	0.75297678250312	0.480305975474933	-0.230983705559976	0.11586865326197
Group_0_176-Group_0_92	5363	znf664	zinc finger protein 664 [Source:HGNC Symbol%3BAcc:HGNC:25406]	chr8	33604435	33608151	1	23	14	3	1	-0.128378378378378	0.666494654105485	23	14	3	3	0.121621621621622	0.812641503954787	1	1	0.895172884815247	-0.25	0.105598148416028
Group_0_18	8111	hnrnpa0l	heterogeneous nuclear ribonucleoprotein A0%2C like [Source:ZFIN%3BAcc:ZDB-GENE-030131-618]	chr1	64201494	64210370	0.150650829232784	29	28	4	10	0.223057644110276	0.337818743439522	28	33	7	4	-0.177347242921013	0.28270382332912	1	0.721723188924414	0.177850604521719	0.400404887031289	0.902213221466802
Group_0_180	1140	loc107397360		chr7	40518378	40547065	1	15	34	2	6	0.0561224489795918	0.554761904761905	20	33	2	1	-0.289308176100629	0.231598636180449	1	0.583417241960223	0.564792891123069	0.345430625080221	0.870533776941993
Group_0_182-Group_0_183	30017	zgc:66448	zgc:66448 [Source:ZFIN%3BAcc:ZDB-GENE-030131-5612]	chr9	53969366	53981668	1	36	54	2	3	0	1	37	49	3	3	-0.0697674418604651	0.938503116888899	1	0.799574636785834	1	0.0697674418604651	0.523506437147403
Group_0_2	10823	znf142	zinc finger protein 142	chr12	16023118	16031797	1	41	42	9	10	0.020291693088142	0.587308386308209	41	45	6	10	0.101744186046512	0.872392581566122	1	0.944084351148531	0.80655227345777	-0.08145249295837	0.259077101113843
Group_0_21	7335	mtf1	metal-regulatory transcription factor 1%2C transcript variant X2	chr3	46031834	46049825	1	11	22	1	2	0	1	10	15	1	3	0.15	0.842831557360415	1	0.804664713907736	1	-0.15	0.181108057283379
Group_0_22	7295	zxda	zinc finger%2C X-linked%2C duplicated A [Source:HGNC Symbol%3BAcc:HGNC:13198]	chr14	1492647	1541611	0.491820869083127	50	51	3	6	0.161716171617162	1	49	51	4	5	0.0455555555555556	0.971007585539612	1	1	1	0.116160616061606	0.602488065962679
Group_0_23	12974	si:dkey-208k4.2	si:dkey-208k4.2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6124]	chr3	5384564	5389135	0.660869565217391	9	10	2	4	0.140350877192982	0.188034188034188	10	15	2	0	-0.6	0.173040316513413	1	0.855942509037877	0.414216178242525	0.740350877192982	0.985679155214813
Group_0_24	14042	gtf3aa	general transcription factor IIIAa [Source:ZFIN%3BAcc:ZDB-GENE-041006-1]	chr8	66522856	66523923	1	18	13	1	1	0.0806451612903226	0.574229691876751	19	14	1	2	0.242424242424242	0.966026018542072	1	1	1	-0.161779081133919	0.168667727469984
Group_0_25	13094	gtf3ab	general transcription factor IIIA%2C b [Source:ZFIN%3BAcc:ZDB-GENE-030131-7698]	chr10	13397230	13399482	1	12	8	2	2	0.1	1	12	10	2	1	-0.121212121212121	0.911054746346154	1	0.964430822185615	1	0.221212121212121	0.758715463619268
Group_0_28	1817	loc107386735		chr12	10779062	10786998	0.533649369761717	21	28	4	9	0.120879120879121	0.70152186631993	21	36	2	6	0.118421052631579	0.532534301722374	1	0.665656870929582	1	0.00245806824754201	0.403587443946188
Group_0_31	11093	prdm9	PR domain containing 9 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1319]	chr16	34296493	34303921	0.610508033000434	23	23	1	3	0.25	0.199857978992274	24	24	5	1	-0.333333333333333	0.312981943874725	1	1	0.235679913429038	0.583333333333333	0.961811080572834
Group_0_32	3484	znf526	zinc finger protein 526 [Source:ZFIN%3BAcc:ZDB-GENE-100922-260]	chr14	24766200	24774857	0.498991815460755	25	42	5	5	-0.126865671641791	1	24	46	4	8	0.00952380952380955	0.837653830251081	1	0.848288195461116	0.72164387647363	-0.136389481165601	0.194705627079416
Group_0_33	3509	znf574	zinc finger protein 574 [Source:ZFIN%3BAcc:ZDB-GENE-100922-259]	chr14	24805650	24832140	1	15	31	2	5	0.0403726708074534	0.221769269694565	14	28	3	16	0.175438596491228	0.131909667428781	1	1	0.86297041181355	-0.135065925683775	0.196586142051208
Group_0_36	19395	znf341	zinc finger protein 341 [Source:ZFIN%3BAcc:ZDB-GENE-080204-99]	chr13	38788687	38796747	0.500582810819616	28	37	5	4	-0.124786324786325	0.312708368798973	26	38	6	4	-0.19375	0.981011432276296	1	0.917355642295766	1	0.068963675213675	0.522349197164762
Group_0_38	20101	znf407	zinc finger protein 407	chr3	29346397	29565892	0.0348476324602315	30	40	13	5	-0.293650793650794	0.781731149588338	31	41	8	8	-0.0694444444444444	0.5909719245042	1	0.999999999999999	0.328385180164896	-0.22420634920635	0.120063648199045
Group_0_4	8665	ctcf	CCCTC-binding factor (zinc finger protein) [Source:ZFIN%3BAcc:ZDB-GENE-040624-5]	chr8	60808570	60827265	1	9	27	2	7	0.0277777777777778	1	9	33	1	3	-0.0357142857142857	0.471211812509777	1	0.917431672757588	1	0.0634920634920635	0.510776797338348
Group_0_40	26190	znf513	zinc finger protein 513 [Source:HGNC Symbol%3BAcc:HGNC:26498]	chr14	50593210	50598172	1	8	13	1	2	0.0476190476190476	1	8	12	3	4	-0.0285714285714285	0.674099391820399	1	1	1	0.0761904761904761	0.535368146969478
Group_0_6	31371	prdm15	PR domain 15%2C transcript variant X3	chr15	10365354	10393999	1	17	23	3	4	-0.00357142857142856	1	19	26	2	3	0.0222222222222222	0.908814337520833	1	1	1	-0.0257936507936508	0.342687689859685
Group_0_60	1280	znf648	zinc finger protein 648 [Source:ZFIN%3BAcc:ZDB-GENE-120215-149]	chr16	45483371	45503970	1	6	10	3	4	-0.0535714285714285	0.115857826384142	5	12	4	1	-0.505882352941176	0.533043189962953	1	0.90198986577598	0.488422316622594	0.452310924369748	0.922754231158686
Group_0_63	22770	si:ch211-269m15.3	si:ch211-269m15.3 [Source:ZFIN%3BAcc:ZDB-GENE-141211-7]	chr13	26264907	26271149	0.09617006612422	21	37	3	17	0.212068965517241	0.43291295088365	22	43	5	16	0.1003663003663	0.893041150511485	1	0.932507346987715	0.751027511575147	0.111702665150941	0.594387386084189
Group_0_65	31138	loc107379935		chr7	36086828	36095698	0.687852407524903	16	23	2	5	0.124542124542125	0.710790701729847	19	27	4	4	-0.0869565217391304	0.868602003788959	1	1	0.751294558654626	0.211498646281255	0.747143063792854
Group_0_67	19250	znf711	zinc finger protein 711%2C transcript variant X1	chr2	68804900	68820790	1	6	11	1	4	0.152941176470588	1	4	10	1	1	-0.214285714285714	0.721194980512844	1	0.990064686780098	1	0.367226890756302	0.883552726746709
Group_0_70	30252	si:ch211-216l23.1	si:ch211-216l23.1 [Source:ZFIN%3BAcc:ZDB-GENE-060503-121]	chr4	8411393	8519594	1	15	51	5	15	-0.0227272727272727	0.0997525211650016	18	63	4	4	-0.277777777777778	0.0467127149170527	1	1	0.405548441637791	0.255050505050505	0.796615073050774
Group_0_71	25495	rest	RE1 silencing transcription factor	chr2	38526277	38540194	0.358189917933841	19	18	5	10	0.18018018018018	0.0417729014585282	21	17	2	9	0.370813397129187	0.710458657225014	1	0.913978282608151	0.679571722549589	-0.190633216949007	0.143642412845364
Group_0_72	6773	zbtb48	zinc finger and BTB domain containing 48	chr13	4915627	4924737	0.702110330584522	19	19	3	5	0.125	1	18	19	9	8	-0.0429252782193958	0.376586495545515	1	1	0.77045398676144	0.167925278219396	0.684218139736728
Group_0_73	8341	znf366	zinc finger protein 366 [Source:ZFIN%3BAcc:ZDB-GENE-110408-46]	chr19	30447182	30455900	0.299711815430363	28	23	8	12	0.149019607843137	0.709046193998482	31	29	3	4	0.0880952380952382	0.0716583831101562	1	0.881099024672866	1	0.0609243697478988	0.507015767394764
Group_0_76	31067	loc107394451		chr12	5319773	5321117	1	6	6	2	1	-0.166666666666667	1	7	7	2	3	0.1	0.874884985427544	1	1	1	-0.266666666666667	0.0961955735570664
Group_0_81	23539	zbtb11	zinc finger and BTB domain containing 11	chr16	48366230	48383101	0.389537424155998	19	35	4	14	0.12962962962963	0.67787461524902	19	40	3	4	-0.106537530266344	0.122722070120256	1	0.891965827374015	0.592156028908923	0.236167159895974	0.777520613337191
Group_0_85	6053	znf652	zinc finger protein 652	chr16	16528739	16561440	0.601465201465202	8	16	2	2	-0.166666666666667	0.00757455373695641	8	18	5	0	-0.692307692307692	0.353355291179414	1	1	0.324101902961805	0.525641025641025	0.949804715752929
Group_1_13	31586	nlrc3	NLR family%2C CARD domain containing 3	chr17	14499768	14515618	1	15	28	2	4	0.0155038759689923	0.143178085295173	16	29	4	1	-0.444444444444444	0.474095287956555	1	1	0.347366150995284	0.459948320413436	0.926804571097931
Group_1_19	1880	nlrc3l	NLR family%2C CARD domain containing 3-like [Source:ZFIN%3BAcc:ZDB-GENE-121214-346]	chr7	15323619	15329701	0.376382851515906	17	18	11	6	-0.161344537815126	0.570241086431688	17	22	9	8	-0.0935143288084465	0.864094349328428	1	0.844827012955388	0.727490223999322	-0.0678302090066795	0.277882250831766
Group_1_20	30945	si:dkey-17e16.8	si:dkey-17e16.8 [Source:ZFIN%3BAcc:ZDB-GENE-091204-248]	chr15	15306932	15309880	0.368534647901714	29	17	2	3	0.230434782608696	0.411271426809718	30	17	3	4	0.209726443768997	0.964784291318578	1	1	1	0.020708338839699	0.435266888470997
Group_1_6	30510	nod1	nucleotide binding oligomerization domain containing 1%2C transcript variant X1	chr3	54634601	54640696	0.728707356068031	26	36	3	6	0.0860215053763441	0.650196546748271	19	34	1	4	0.158490566037736	0.741364816293822	1	0.634801692536408	1	-0.0724690606613919	0.270070880948937
Group_1_7	18170	nod2	nucleotide-binding oligomerization domain containing 2 [Source:ZFIN%3BAcc:ZDB-GENE-061108-4]	chr11	5521839	5533941	0.508439030294056	28	16	6	6	0.136363636363636	1	29	21	4	2	-0.0866666666666667	0.377474676547579	1	0.72890595935722	0.866815285127423	0.223030303030303	0.761897873571532
Group_10_15	31987	cu694531.2	unknown	chr15	15358266	15370464	0.746977664483783	24	22	5	6	0.0671936758893281	0.372828429432203	27	23	4	1	-0.26	0.278495539744407	1	1	0.454772333808178	0.327193675889328	0.855778967163315
Group_10_16	821	gpr174	G protein-coupled receptor 174	chr1	12296773	12321769	0.502680237088814	21	24	6	4	-0.133333333333333	1	22	27	1	2	0.115646258503401	0.225393067893252	1	1	0.878901150635946	-0.248979591836734	0.106466078403009
Group_10_18	28793	loc107384460		chr5	40591342	40592196	1	5	8	2	4	0.0512820512820513	0.3125	4	11	1	0	-0.733333333333333	0.19550246293823	1	0.794247403383648	0.876109960519607	0.784615384615384	0.99146535512802
Group_10_27	32176	lpar5b	lysophosphatidic acid receptor 5b [Source:ZFIN%3BAcc:ZDB-GENE-081022-116]	chr16	11416459	11432254	0.177156212890756	16	18	8	3	-0.25668449197861	0.436418266958464	21	19	5	2	-0.189285714285714	0.670261008509353	1	0.815556958963297	1	-0.067398777692896	0.278316215825257
Group_10_29	29313	gpr31	G protein-coupled receptor 31 [Source:ZFIN%3BAcc:ZDB-GENE-070705-34]	chr1	54642589	54650153	1	5	6	2	1	-0.212121212121212	1	4	4	3	3	0	0.634466373156727	1	1	1	-0.212121212121212	0.129032258064516
Group_10_32	23170	loc107387242		chr16	37920765	37922010	1	6	6	1	2	0.166666666666667	0.584615384615385	6	6	1	3	0.25	0.98259447424301	1	1	1	-0.083333333333333	0.25618400115724
Group_10_33	17165	hcar1-3	hydroxycarboxylic acid receptor 1-3 [Source:ZFIN%3BAcc:ZDB-GENE-081107-48]	chr6	4914952	4915896	0.357707509881423	13	7	2	3	0.25	0.638187899057464	14	7	3	3	0.166666666666667	0.983720875614994	1	1	1	0.083333333333333	0.548097786778533
Group_10_36	13414	oxgr1a.2	oxoglutarate (alpha-ketoglutarate) receptor 1a%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-090312-1]	chr11	25790476	25791402	0.333075335397317	6	7	1	5	0.294871794871795	0.545923632610939	6	10	2	1	-0.291666666666667	0.316967500489968	1	0.927095440486738	0.453254704753736	0.586538461538462	0.962679010559815
Group_10_37	4209	sucnr1	succinate receptor 1	chr7	32793542	32794559	0.658148303309594	16	14	2	3	0.133333333333333	1	11	15	4	4	-0.0769230769230769	0.624598376621921	1	0.578631631301865	1	0.21025641025641	0.745696513814552
Group_10_43	25330	p2ry2	purinergic receptor P2Y2	chr7	16969882	16972502	1	3	6	1	3	0.0833333333333333	1	3	9	1	2	-0.0833333333333333	0.882450031579566	1	1	1	0.166666666666667	0.678721249819181
Group_10_51	16642	gpr132b	G protein-coupled receptor 132b [Source:ZFIN%3BAcc:ZDB-GENE-040724-83]	chr1	55832349	55833422	0.446063258693234	11	11	3	7	0.2	1	10	13	2	2	-0.0652173913043478	0.425419613660035	1	0.889072612529181	0.92972430581298	0.265217391304348	0.803558512946622
Group_10_57	23663	gpr65	G protein-coupled receptor 65 [Source:ZFIN%3BAcc:ZDB-GENE-120709-81]	chr18	22681132	22682082	0.198380566801619	7	4	3	7	0.336363636363636	0.684272652909078	7	5	5	7	0.166666666666667	0.937555270577305	1	1	0.903393194612205	0.169696969696969	0.686677274699841
Group_10_59	10635	cabz01073735.1	unknown	chr12	8834159	8837226	1	5	9	4	7	-0.0064935064935065	1	5	10	1	2	0	0.309790396523092	1	1	1	-0.0064935064935065	0.375669029364965
Group_10_60	21334	si:dkey-211g8.9	si:dkey-211g8.9 [Source:ZFIN%3BAcc:ZDB-GENE-120215-191]	chr12	17957918	17958964	0.612616099071207	5	9	1	5	0.19047619047619	1	5	9	2	4	0.0238095238095238	0.930915749123649	1	1	1	0.166666666666666	0.6778533198322
Group_10_68	14017	f2rl2	coagulation factor II thrombin receptor like 2 [Source:HGNC Symbol%3BAcc:HGNC:3539]	chr8	21804194	21820631	1	4	6	4	5	-0.0444444444444444	1	5	6	1	1	-0.0454545454545455	0.310711708912156	1	1	1	0.0010101010101011	0.401562273976566
Group_10_71	31984	p2ry8	purinergic receptor P2Y%2C G-protein coupled%2C 8 [Source:ZFIN%3BAcc:ZDB-GENE-070912-447]	chr9	27838633	27839705	1	6	8	1	1	-0.0714285714285715	1	7	8	1	1	-0.0333333333333333	0.997356344758787	1	1	1	-0.0380952380952382	0.321423405178649
Group_10_72	23553	gpr17	G protein-coupled receptor 17	chr16	47842521	47848775	1	5	10	1	3	0.0833333333333333	0.623715415019763	5	12	1	7	0.169117647058824	0.805632779779881	1	1	1	-0.0857843137254907	0.251555041226674
Group_10_75	17932	si:ch211-184m13.4	si:ch211-184m13.4 [Source:ZFIN%3BAcc:ZDB-GENE-070912-160]	chr9	26931745	26932970	0.62406015037594	7	10	3	2	-0.188235294117647	0.214285714285714	8	11	2	0	-0.578947368421053	0.51400345713044	1	1	0.894756842188748	0.390712074303406	0.895848401562274
Group_10_76	22320	cabz01054884.1	unknown	chr13	2254452	2255471	0.593043478260869	10	12	2	1	-0.212121212121212	1	9	11	1	1	-0.05	0.971073148833916	1	1	1	-0.162121212121212	0.168378417474324
Group_10_78	22998	cysltr3	cysteinyl leukotriene receptor 3 [Source:ZFIN%3BAcc:ZDB-GENE-131127-536]	chr1	20901606	20920562	0.000397497239602503	16	2	1	7	0.763888888888889	0.103998769845846	16	6	3	5	0.352272727272727	0.38197602747496	1	0.382114238250003	0.563702861650773	0.411616161616162	0.906263561406047
Group_10_9	21928	p2ry13	purinergic receptor P2Y%2C G-protein coupled%2C 13 [Source:ZFIN%3BAcc:ZDB-GENE-110208-5]	chr7	32898173	32906478	0.34984520123839	5	8	4	2	-0.282051282051282	1	6	9	2	3	0	0.803330454201297	1	1	0.782252069887464	-0.282051282051282	0.0882395486764068
Group_100_10	21155	slc2a13b	solute carrier family 2 (facilitated glucose transporter)%2C member 13b [Source:ZFIN%3BAcc:ZDB-GENE-090812-1]	chr4	40338394	40356051	0.41406013520331	27	23	2	4	0.206666666666667	1	29	27	2	1	-0.148809523809524	0.548963374573168	1	0.973600347626848	0.812524269315369	0.355476190476191	0.876609286850861
Group_100_12	16535	slc2a12	solute carrier family 2 member 12	chr1	36345282	36355845	0.345114345114345	18	17	1	4	0.314285714285714	1	18	17	1	1	0.0142857142857142	0.640123102696163	1	1	1	0.3	0.835382612469261
Group_100_13	25405	slc2a9	solute carrier family 2 member 9%2C transcript variant X2	chr14	19433600	19641176	0.167048054919908	3	13	4	4	-0.3125	0.15527950310559	4	16	2	1	-0.466666666666667	0.407316736926424	1	1	1	0.154166666666667	0.660060755099089
Group_100_15	28432	slc2a15b	Oryzias latipes solute carrier family 2%2C facilitated glucose transporter member 9-like (slc2a15b)%2C mRNA. [Source:RefSeq mRNA%3BAcc:NM_001278846]	chr8	55354174	55374314	1	4	6	4	6	0	0.530827067669173	6	12	2	1	-0.333333333333333	0.0851366917246699	1	1	0.878901150635946	0.333333333333333	0.861131202083032
Group_100_18	29025	slc2a11l	solute carrier family 2 (facilitated glucose transporter)%2C member 11-like [Source:ZFIN%3BAcc:ZDB-GENE-061215-118]	chr8	36414386	36421362	0.599555061179088	13	14	3	1	-0.268518518518519	0.599555061179088	13	15	2	1	-0.202380952380952	0.971839512000544	1	1	1	-0.066137566137567	0.28135397077969
Group_100_20	9599	slc2a11a	solute carrier family 2 (facilitated glucose transporter)%2C member 11a [Source:ZFIN%3BAcc:ZDB-GENE-080723-20]	chr14	29793714	29800387	0.516483516483516	2	10	1	2	-0.166666666666667	0.514705882352941	4	10	2	1	-0.380952380952381	0.749870868850305	1	0.801516423385195	1	0.214285714285714	0.750470128742948
Group_100_23	25571	slc2a11b	solute carrier family 2 (facilitated glucose transporter)%2C member 11b [Source:ZFIN%3BAcc:ZDB-GENE-070705-96]	chr19	19849084	19856668	1	7	10	3	6	0.0784313725490196	0.357421708726057	8	11	1	6	0.278195488721804	0.773626622767752	1	1	0.771084063404352	-0.199764116172784	0.136698972949515
Group_100_24	25570	slc2a11b	solute carrier family 2 (facilitated glucose transporter)%2C member 11b [Source:ZFIN%3BAcc:ZDB-GENE-070705-96]	chr19	19861054	19865476	1	5	10	2	5	0.0476190476190476	0.643020594965675	6	11	3	3	-0.147058823529412	0.845466373044613	1	1	0.8259364898222	0.19467787114846	0.724432229133517
Group_100_3	30028	slc2a2	solute carrier family 2 member 2	chr18	18735781	18746240	0.325925925925926	13	10	1	3	0.315217391304348	0.226190476190476	12	13	3	0	-0.52	0.220037109598446	1	0.76324199149441	0.225269011985089	0.835217391304348	0.995805005062925
Group_100_6	8193	slc2a8	solute carrier family 2 (facilitated glucose transporter)%2C member 8 [Source:ZFIN%3BAcc:ZDB-GENE-030829-25]	chr15	3492850	3498831	1	5	17	2	5	-0.0584415584415584	1	6	19	1	4	0.04	0.889601668327723	1	1	1	-0.0984415584415584	0.236655576450166
Group_100_8	78	loc107397313		chr2	26320689	26364702	1	3	4	2	2	-0.0714285714285715	1	5	4	1	0	-0.444444444444444	0.42481105143814	1	1	1	0.373015873015872	0.886156516707652
Group_1000_1	10420	tmem30c	transmembrane protein 30C [Source:ZFIN%3BAcc:ZDB-GENE-040426-1127]	chr9	16515049	16562155	0.564043501579718	39	27	7	7	0.0909090909090909	0.76981440747393	42	31	7	7	0.0753424657534246	0.992579703656257	1	0.989125562508195	1	0.0155666251556663	0.426442933603356
Group_1001_1	28854	grb14	growth factor receptor bound protein 14%2C transcript variant X1	chr9	17733466	17760075	1	5	12	2	4	-0.0392156862745098	0.462450592885375	5	16	1	1	-0.261904761904762	0.439418665008317	1	0.984444240488277	1	0.222689075630252	0.761174598582381
Group_1002_2	25849	loc107386313		chr15	9767422	9770007	1	14	7	3	2	0.0666666666666667	0.0377053408779481	14	6	4	9	0.392307692307692	0.272612861499399	1	1	0.548706038400916	-0.325641025641025	0.0691450889628237
