OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	alpha	p	dN	dS	pN	pS	DoS
Group_306_3	5762	trpc5a	transient receptor potential cation channel%2C subfamily C%2C member 5a [Source:ZFIN%3BAcc:ZDB-GENE-040812-1]	chr1	7007555	7128529	0.393939393939394	0.570659287824166	15	50	4	22	0.0769230769230769
Group_1659_1	4099	tmem55bb	transmembrane protein 55Bb [Source:ZFIN%3BAcc:ZDB-GENE-121214-195]	chr1	7655020	7670015	0.746753246753247	0.0958077641384296	11	13	3	14	0.281862745098039
Group_1329_1	5113	loc107376899		chr1	7797211	7810493	-0.590209238057639	0.143908204010527	149	76	53	17	-0.0949206349206348
Group_6995_0	5114	pih1d1	PIH1 domain containing 1	chr1	7900472	7901426	0.897959183673469	0.0165949992036949	14	2	5	7	0.458333333333333
Group_339_2	5115	dysf	dysferlin%2C transcript variant X1	chr1	7984480	8096182	0.26530612244898	0.477224351780532	35	72	15	42	0.0639449090014756
Group_4734_0	5116	tkfc	triokinase and FMN cyclase	chr1	8562457	8571153	-2.31428571428571	0.104680639556793	10	29	8	7	-0.276923076923077
Group_3900_0	15033	epoa	erythropoietin a [Source:ZFIN%3BAcc:ZDB-GENE-061218-3]	chr1	8782180	8789512	-20	0.0242424242424243	1	7	3	0	-0.875
Group_248_11	15047	si:dkey-85k7.10	si:dkey-85k7.10 [Source:ZFIN%3BAcc:ZDB-GENE-160728-49]	chr1	8796038	8797229	-0.416666666666667	0.685346538889364	6	17	3	6	-0.072463768115942
Group_2093_0	15035	gigyf1	GRB10 interacting GYF protein 1%2C transcript variant X1	chr1	8828637	8841817	0.688888888888889	0.405700189418968	15	28	1	6	0.205980066445183
Group_4563_0	15036	wrap53	WD repeat containing%2C antisense to TP53	chr1	8851629	8863103	0.318181818181818	0.596905562436436	22	18	10	12	0.0954545454545455
Group_923_2	15037	efnb3a	ephrin-B3a [Source:ZFIN%3BAcc:ZDB-GENE-100316-1]	chr1	8903454	9014288	-0.266666666666667	1	5	19	1	3	-0.0416666666666667
Group_106_1	15040	cabp4	calcium binding protein 4 [Source:HGNC Symbol%3BAcc:HGNC:1386]	chr1	9917159	9920881	-0.875	0.63844169246646	4	10	3	4	-0.142857142857143
Group_2151_1	15050	tdrd7	tudor domain containing 7 [Source:HGNC Symbol%3BAcc:HGNC:30831]	chr1	9923651	9956098	0.256198347107438	0.786450505361352	33	45	6	11	0.0701357466063348
Group_1941_0	15041	dctn1a	dynactin 1a [Source:ZFIN%3BAcc:ZDB-GENE-070117-2205]	chr1	9962813	9979669	0.60427807486631	0.0605226859913059	34	74	6	33	0.160968660968661
Group_2543_1	1484	rpgrip1	retinitis pigmentosa GTPase regulator interacting protein 1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-394]	chr1	9987603	10007177	0.25	0.465462104082236	48	36	23	23	0.0714285714285714
Group_5_44	15052	ct573322.1	unknown	chr1	10017841	10024791	-0.217948717948718	0.803595004408089	18	19	15	13	-0.0492277992277992
Group_5_19	15043	zgc:92594	zgc:92594 [Source:ZFIN%3BAcc:ZDB-GENE-040718-482]	chr1	10295543	10308284	0.866666666666667	0.00171917311425517	45	26	3	13	0.446302816901408
Group_6173_0	15044	mrpl48	mitochondrial ribosomal protein L48	chr1	10309942	10321394	-0.2	1	20	16	3	2	-0.0444444444444444
Group_6702_0	15058	gnpnat1	glucosamine-phosphate N-acetyltransferase 1	chr1	10477720	10483508	-1.14285714285714	1	7	15	1	1	-0.181818181818182
Group_4566_0	15059	amfr	autocrine motility factor receptor%2C E3 ubiquitin protein ligase%2C transcript variant X2	chr1	10489201	10515278	0.1	1	15	27	3	6	0.0238095238095238
Group_47_25	20334	sema4f	ssemaphorin 4F [Source:HGNC Symbol%3BAcc:HGNC:10734]	chr1	10567130	10683017	-0.107692307692308	1	30	36	12	13	-0.0254545454545455
Group_1217_0	20335	dok1b	docking protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2063]	chr1	10843404	10870951	0.104	1	25	32	7	10	0.0268317853457172
Group_507_2	20332	si:cabz01007807.1	si:cabz01007807.1 [Source:ZFIN%3BAcc:ZDB-GENE-160728-149]	chr1	10876802	10932734	0.653061224489796	0.00181478536428883	98	64	17	32	0.257999496094734
Group_105_8	26678	arhgef40	Rho guanine nucleotide exchange factor (GEF) 40 [Source:ZFIN%3BAcc:ZDB-GENE-110623-2]	chr1	11136239	11163058	-0.0361496427070198	1	61	85	29	39	-0.0086623690572119
Group_5_30	26683	si:dkey-46i9.6	si:dkey-46i9.6 [Source:ZFIN%3BAcc:ZDB-GENE-160114-63]	chr1	11325158	11329765	-0.892045454545455	0.275026130963436	11	37	9	16	-0.130833333333333
Group_1040_3	26692	arfip1	ADP ribosylation factor interacting protein 1%2C transcript variant X1	chr1	11417092	11436273	0.493506493506494	0.489830184613759	22	26	3	7	0.158333333333333
Group_5584_0	26686	fam193a	family with sequence similarity 193 member A%2C transcript variant X1	chr1	11442090	11463760	0.521551724137931	0.11225367177629	58	74	9	24	0.166666666666667
Group_5_45	5987	loc107395471		chr1	11858950	11900653	0.583333333333333	1	6	5	1	2	0.212121212121212
Group_3398_0	6000	ripk3	receptor-interacting serine-threonine kinase 3 [Source:ZFIN%3BAcc:ZDB-GENE-071115-4]	chr1	11903221	11917168	0.333333333333333	0.737690138279318	25	20	5	6	0.101010101010101
Group_393_1	5988	khnyn	KH and NYN domain containing [Source:HGNC Symbol%3BAcc:HGNC:20166]	chr1	11922072	11953440	0.237244897959184	0.664940059707858	56	46	13	14	0.0675381263616558
Group_151_5	5989	loc107376988		chr1	11960348	12008577	0.368131868131868	0.260260060286272	39	46	15	28	0.109986320109439
Group_148_3	5992	slc12a6	solute carrier family 12 member 6	chr1	12041296	12070665	0.552941176470588	0.197642528803067	15	57	4	34	0.103070175438597
Group_614_3	5993	tox4b	TOX high mobility group box family member 4 b [Source:ZFIN%3BAcc:ZDB-GENE-080220-49]	chr1	12076433	12086997	0.154545454545455	1	10	31	3	11	0.029616724738676
Group_4594_0	5994	supt16h	SPT16 homolog%2C facilitates chromatin remodeling subunit%2C transcript variant X1	chr1	12089284	12107467	0.617647058823529	0.675980709822114	8	52	1	17	0.0777777777777778
Group_10_77	6002	cysltr1	cysteinyl leukotriene receptor 1 [Source:ZFIN%3BAcc:ZDB-GENE-050522-250]	chr1	12152841	12153884	0.294117647058823	0.718587938100133	17	15	4	5	0.0868055555555556
Group_10_16	821	gpr174	G protein-coupled receptor 174	chr1	12296773	12321769	-0.993939393939394	0.149390067951631	45	47	21	11	-0.167119565217391
Group_1766_1	30003	zgc:92287	zgc:92287 [Source:ZFIN%3BAcc:ZDB-GENE-040718-350]	chr1	12358504	12364113	0.2	1	25	10	4	2	0.0476190476190477
Group_6327_0	30004	pm20d1.2	peptidase M20 domain containing 1%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-061013-637]	chr1	12367131	12378316	-1.79365079365079	0.0963503464651278	14	32	11	9	-0.245652173913044
Group_23_39	3743	nfasc	neurofascin [Source:HGNC Symbol%3BAcc:HGNC:29866]	chr1	12448560	12459898	-0.0372807017543859	1	19	43	11	24	-0.00783410138248847
Group_1751_0	3749	arl6ip5b	ADP-ribosylation factor-like 6 interacting protein 5b [Source:ZFIN%3BAcc:ZDB-GENE-040718-223]	chr1	12638512	12642513	0.466666666666667	1	5	8	1	3	0.134615384615385
Group_1312_0	30002	frmd4bb	FERM domain containing 4Bb [Source:ZFIN%3BAcc:ZDB-GENE-100921-74]	chr1	12658286	12674550	0.472527472527473	0.303907545623196	35	40	6	13	0.150877192982456
Group_145_5	3747	gpr185b	G protein-coupled receptor 185 b [Source:ZFIN%3BAcc:ZDB-GENE-081104-390]	chr1	12905484	12907967	0.457142857142857	1	7	19	1	5	0.102564102564103
Group_584_4	3738	loc107376887		chr1	12921933	12967461	-0.875	0.468559075245688	8	21	5	7	-0.140804597701149
Group_24_8	3737	htr2cl1	5-hydroxytryptamine (serotonin) receptor 2C%2C G protein-coupled-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-081104-48]	chr1	12979779	13044325	0.424242424242424	0.538225357409637	15	19	5	11	0.128676470588235
Group_407_4	3745	dnd1	DND microRNA-mediated repression inhibitor 1 [Source:ZFIN%3BAcc:ZDB-GENE-030828-4]	chr1	13445010	13508390	0.0476190476190477	1	28	20	4	3	0.011904761904762
Group_352_9	6166	rasal2	RAS protein activator like 2 [Source:ZFIN%3BAcc:ZDB-GENE-070912-180]	chr1	13634947	13667261	0.328947368421053	0.502934882630075	38	51	9	18	0.0936329588014981
Group_4960_0	6168	smg7	SMG7 nonsense mediated mRNA decay factor%2C transcript variant X1	chr1	13673635	13685513	0.432773109243697	0.274205365291361	34	45	9	21	0.130379746835443
Group_386_2	6188	ccnb3	cyclin B3%2C transcript variant X2	chr1	14026601	14034302	0.818181818181818	0.262125902992776	11	3	2	3	0.385714285714286
Group_8159_0	6172	si:dkey-171c9.3	si:dkey-171c9.3 [Source:ZFIN%3BAcc:ZDB-GENE-141216-372]	chr1	14051505	14052299	-0.673913043478261	0.532016842631081	23	11	14	4	-0.101307189542484
Group_5962_0	6173	tnfsf10l	tumor necrosis factor (ligand) superfamily%2C member 10 like [Source:ZFIN%3BAcc:ZDB-GENE-010801-1]	chr1	14063423	14150560	0.35	1	4	13	1	5	0.0686274509803922
Group_225_9	6189	clcn5a	chloride channel%2C voltage-sensitive 5a [Source:ZFIN%3BAcc:ZDB-GENE-091113-15]	chr1	14169450	14221106	0.333333333333333	1	6	34	2	17	0.0447368421052632
Group_679_1	6190	shroom4	shroom family member 4%2C transcript variant X1	chr1	14227025	14335635	-0.191619380183326	0.56102193327264	79	70	39	29	-0.0433280694828266
Group_7763_0	6174	bmp15	bone morphogenetic protein 15	chr1	14343262	14345901	0.36231884057971	1	23	22	2	3	0.111111111111111
Group_8168_0	249	zgc:194626	zgc:194626 [Source:ZFIN%3BAcc:ZDB-GENE-081022-131]	chr1	14352037	14353952	-0.285714285714286	1	7	6	3	2	-0.0615384615384615
Group_1313_0	6191	hdac8	histone deacetylase 8 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2772]	chr1	14371025	14410146	0.520833333333333	0.37426818767596	16	46	3	18	0.115207373271889
Group_3968_0	6178	nhsl2	NHS-like 2 [Source:ZFIN%3BAcc:ZDB-GENE-130530-951]	chr1	14636865	14740524	0.405140758873929	0.28292505213906	43	54	9	19	0.121870397643593
Group_1486_1	6179	arhgap6	Rho GTPase activating protein 6 [Source:ZFIN%3BAcc:ZDB-GENE-060616-298]	chr1	14826119	14860697	-0.75	0.371809265077404	12	30	7	10	-0.126050420168067
Group_8_13	6181	col4a6	collagen%2C type IV%2C alpha 6 [Source:ZFIN%3BAcc:ZDB-GENE-101001-2]	chr1	15210928	15275708	0.281818181818182	0.469218286933486	55	79	14	28	0.0771144278606966
Group_5035_0	6182	ankrd46b	ankyrin repeat domain 46b [Source:ZFIN%3BAcc:ZDB-GENE-050114-7]	chr1	15280357	15283739	0.5	1	3	6	1	4	0.133333333333333
Group_2352_0	23146	atf6b	activating transcription factor 6 beta%2C transcript variant X1	chr1	15337501	15354907	0.642857142857143	0.10951750548831	29	29	5	14	0.236842105263158
Group_4555_0	23143	loc107394437		chr1	15403000	15416720	-0.4	0.717564971180099	5	14	5	10	-0.0701754385964912
Group_5943_0	23114	vps52	vacuolar protein sorting 52 homolog (S. cerevisiae) [Source:ZFIN%3BAcc:ZDB-GENE-010430-2]	chr1	15439331	15448345	0.433333333333333	1	6	34	1	10	0.0590909090909091
Group_3029_0	23113	ring1	ring finger protein 1	chr1	15455390	15458382	0	1	7	14	4	8	0
Group_5945_0	23139	sf3b2	splicing factor 3b subunit 2	chr1	15659461	15668679	0.385964912280702	0.552927721618618	12	35	4	19	0.0814061054579093
Group_1173_1	23138	pacs1a	phosphofurin acidic cluster sorting protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-050208-244]	chr1	15677684	15791352	0.705263157894737	0.0854146279275002	15	28	3	19	0.212473572938689
Group_932_4	23137	klc2	kinesin light chain 2	chr1	15804233	15812300	-1.53333333333333	0.568818155025052	5	19	2	3	-0.191666666666667
Group_2544_1	23105	ccs	copper chaperone for superoxide dismutase%2C transcript variant X1	chr1	15892643	15905662	-1.13333333333333	0.417448595801355	6	16	4	5	-0.171717171717172
Group_610_2	23134	si:ch211-168d1.3	si:ch211-168d1.3 [Source:ZFIN%3BAcc:ZDB-GENE-160113-13]	chr1	16134302	16192060	-0.12280701754386	0.817277386460034	19	32	12	18	-0.0274509803921569
Group_2517_1	23133	nit1	nitrilase 1	chr1	16242864	16250803	-0.350649350649351	0.747527282566215	11	13	8	7	-0.075
Group_225_8	23131	clcn3	chloride voltage-gated channel 3%2C transcript variant X1	chr1	16267043	16291516	0.458333333333333	1	6	39	1	12	0.0564102564102564
Group_6057_0	23099	aadat	aminoadipate aminotransferase%2C transcript variant X1	chr1	16325172	16331891	0.272727272727273	0.744205273126296	9	12	6	11	0.0756302521008403
Group_6059_0	23128	ino80b	INO80 complex subunit B%2C transcript variant X1	chr1	16332978	16339271	-0.0178571428571428	1	8	19	3	7	-0.00370370370370371
Group_4153_0	23098	intu	inturned planar cell polarity protein%2C transcript variant X1	chr1	16338013	16360640	0.271724137931034	0.533757106644473	29	44	12	25	0.0729359496482784
Group_3716_0	23127	wdr19	WD repeat domain 19	chr1	16368409	16386247	0.166666666666667	0.824577196092192	20	50	10	30	0.0357142857142857
Group_8157_0	23096	loc107377113		chr1	16418376	16419806	0.82051282051282	0.102585557693917	26	2	7	3	0.228571428571429
Group_8157_1	23095	loc107377054		chr1	16435845	16437668	-1.22222222222222	0.619269619269619	3	5	4	3	-0.196428571428571
Group_298_2	23124	loc107377055		chr1	16439805	16446598	-3.33333333333333	0.0945961793535952	27	26	9	2	-0.308747855917667
Group_18_24	23121	si:dkey-185m8.2	si:dkey-185m8.2 [Source:ZFIN%3BAcc:ZDB-GENE-160114-60]	chr1	16526947	16534964	0.0554245283018868	0.824329996929388	144	89	81	53	0.013548139132663
Group_2743_1	23093	cant1a	calcium activated nucleotidase 1a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2441]	chr1	16568319	16569714	0.784615384615385	0.083217981582005	13	14	2	10	0.314814814814815
Group_8387_0	23120	ankrd53	ankyrin repeat domain 53	chr1	16588831	16591942	0.05	1	34	19	17	10	0.0118798043326345
Group_2246_1	23117	ical1	islet cell autoantigen 1-like [Source:ZFIN%3BAcc:ZDB-GENE-030910-4]	chr1	16789430	16798196	0.652892561983471	0.287150429795337	11	21	2	11	0.189903846153846
Group_129_4	23087	bmpr2	bone morphogenetic protein receptor type II	chr1	16812526	16836675	-0.396825396825397	0.593493410323409	21	44	8	12	-0.0769230769230769
Group_289_6	23116	dock9b	dedicator of cytokinesis 9b [Source:ZFIN%3BAcc:ZDB-GENE-090916-2]	chr1	16873575	16939669	0.0159313725490197	1	24	73	11	34	0.00297823596792671
Group_1175_2	23086	ddit4l	DNA damage inducible transcript 4 like	chr1	17067216	17069983	-3	0.333333333333333	1	4	1	0	-0.8
Group_8964_0	23085	loc107377100		chr1	17088718	17094374	-1.8695652173913	0.292052505932154	23	12	11	2	-0.189010989010989
Group_2773_0	23079	unknown		chr1	17318186	17353833	-0.938461538461538	0.39360904165893	26	18	14	5	-0.145933014354067
Group_373_6	23075	egfra	epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog%2C avian) [Source:ZFIN%3BAcc:ZDB-GENE-030918-1]	chr1	17537206	17580782	0.781818181818182	0.0355075021538049	22	60	2	25	0.194218608852755
Group_2414_1	23074	npc1	Niemann-Pick disease%2C type C1	chr1	17586032	17607300	0.704166666666667	0.0675634635656762	48	71	3	15	0.236694677871148
Group_1453_0	23065	cables1	Cdk5 and Abl enzyme substrate 1	chr1	17614781	17649803	0	1	10	16	5	8	0
Group_361_5	23064	gata6	GATA binding protein 6%2C transcript variant X1	chr1	17691519	17694232	-0.4	1	5	14	3	6	-0.0701754385964912
Group_2551_1	23062	greb1l	growth regulation by estrogen in breast cancer-like%2C transcript variant X2	chr1	17807565	17839588	0.639130434782609	0.100547289463603	40	83	4	23	0.177055103884372
Group_4174_0	23071	usp14	ubiquitin specific peptidase 14	chr1	17930601	17938698	-0.457142857142857	0.72580146935936	10	51	4	14	-0.058287795992714
Group_6300_0	23061	thoc1	THO complex 1	chr1	17934534	17939242	-0.8	0.664484384447571	10	30	3	5	-0.125
Group_2271_1	23058	kctd7	potassium channel tetramerization domain containing 7	chr1	18106494	18118707	0.203125	1	16	17	3	4	0.0562770562770563
Group_4_69	23068	rab24	RAB24%2C member RAS oncogene family	chr1	18152259	18157861	0.555555555555556	1	3	8	1	6	0.12987012987013
Group_26_49	23053	fgfr4	fibroblast growth factor receptor 4	chr1	18280602	18294755	0.340277777777778	0.582343630115801	16	38	5	18	0.0789049919484702
Group_1180_2	23044	znf346	zinc finger protein 346%2C transcript variant X1	chr1	18362280	18373389	0.416666666666667	0.672228401928068	12	14	2	4	0.128205128205128
Group_2178_1	23052	larp1	La ribonucleoprotein domain family member 1%2C transcript variant X1	chr1	18402056	18448573	0.292517006802721	0.770018974538712	14	52	4	21	0.0521212121212121
Group_7492_0	23042	faxdc2	fatty acid hydroxylase domain containing 2	chr1	18450883	18457840	0	1	7	21	2	6	0
Group_2933_1	23041	pcbd2	pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol%3BAcc:HGNC:24474]	chr1	18614599	18639073	-0.333333333333333	1	3	8	1	2	-0.0606060606060606
Group_2328_0	23048	rnf14	ring finger protein 14	chr1	18651450	18659663	-0.458333333333333	0.725918975879103	9	21	5	8	-0.0846153846153846
Group_1330_3	23040	spry4	sprouty RTK signaling antagonist 4	chr1	18751119	18752249	-0.375	1	6	11	3	4	-0.0756302521008403
Group_638_2	1911	arhgap26	Rho GTPase activating protein 26%2C transcript variant X1	chr1	18814952	18929184	0.263392857142857	0.772240752732441	14	33	5	16	0.0597771023302938
Group_2896_1	23036	yipf5	Yip1 domain family member 5	chr1	19069561	19075247	0.857142857142857	0.157688338493292	7	6	1	6	0.395604395604396
Group_4233_0	23027	larsb	leucyl-tRNA synthetase b [Source:ZFIN%3BAcc:ZDB-GENE-030114-7]	chr1	19525859	19554973	0.0652173913043478	1	23	43	6	12	0.0151515151515152
Group_2213_0	1909	rbm27	RNA binding motif protein 27%2C transcript variant X1	chr1	19554975	19573756	0.565610859728507	0.138306243111126	26	32	6	17	0.187406296851574
Group_24_29	23030	drd1b	dopamine receptor D1b [Source:ZFIN%3BAcc:ZDB-GENE-070524-2]	chr1	19707011	19708405	-0.666666666666667	0.693874198397628	8	20	4	6	-0.114285714285714
Group_397_6	23029	adad2	adenosine deaminase domain containing 2%2C transcript variant X3	chr1	20128386	20139654	0.454545454545455	0.284280898610435	44	27	8	9	0.149130074565037
Group_59_12	23021	adgrg4b	adhesion G protein-coupled receptor G4b [Source:ZFIN%3BAcc:ZDB-GENE-091204-201]	chr1	20142305	20149954	0.484126984126984	0.39360904165893	18	26	5	14	0.145933014354067
Group_202_10	23019	slc9a6b	solute carrier family 9%2C subfamily A (NHE6%2C cation proton antiporter 6)%2C member 6b [Source:ZFIN%3BAcc:ZDB-GENE-080226-2]	chr1	20177634	20192317	0.25	1	10	35	3	14	0.0457516339869281
Group_4_50	22995	rab39b	RAB39B%2C member RAS oncogene family [Source:HGNC Symbol%3BAcc:HGNC:16499]	chr1	20238569	20239975	-3	0.134538375973304	7	7	16	4	-0.3
Group_592_3	22994	rbm14a	RNA binding motif protein 14a [Source:ZFIN%3BAcc:ZDB-GENE-050522-496]	chr1	20293366	20297258	-0.1	1	10	33	1	3	-0.0174418604651163
Group_610_1	23007	rin1a	Ras and Rab interactor 1a [Source:ZFIN%3BAcc:ZDB-GENE-091204-129]	chr1	20297892	20301652	-0.938461538461538	0.485079764149532	13	21	6	5	-0.163101604278075
Group_4373_0	22993	dpp3	dipeptidyl peptidase 3%2C transcript variant X2	chr1	20301800	20308708	0.46031746031746	0.709850094664422	14	34	2	9	0.109848484848485
Group_92_22	22992	cd248	CD248 molecule	chr1	20320003	20323376	0.333333333333333	0.605867753451711	30	30	8	12	0.1
Group_1384_0	22991	loc107386744		chr1	20356791	20390685	0.0729533192587379	0.740372807557654	174	104	76	49	0.0178992805755396
Group_105_10	23006	mcf2b	MCF.2 cell line derived transforming sequence b [Source:ZFIN%3BAcc:ZDB-GENE-091118-4]	chr1	20419961	20445453	0.18796992481203	0.78761423312326	19	36	6	14	0.0454545454545455
Group_442_5	22987	ablim3	actin binding LIM protein family member 3 [Source:HGNC Symbol%3BAcc:HGNC:29132]	chr1	20527754	20606199	0.208791208791209	0.781874495157615	14	12	12	13	0.0584615384615385
