OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	alpha.x	p.x	DoS.x	alpha.y	p.y	DoS.y	alpha.x.1	p.x.1	DoS.x.1	alpha.y.1	p.y.1	DoS.y.1	avgalpha	lowestp	multipliedp	avgDoS
Group_0_65	31138	loc107379935		chr7	36086828	36095698	-0.0810810810810811	1	-0.0194805194805195	-0.5	0.595462682119588	-0.100430416068867	-1	1	-0.166666666666667	-0.560975609756098	0.702489828404885	-0.110754414125201	-0.535514172709295	0.595462682119588	0.418306477383702	-0.0993330040853136
Group_0_70	30252	si:ch211-216l23.1	si:ch211-216l23.1 [Source:ZFIN%3BAcc:ZDB-GENE-060503-121]	chr4	8411393	8519594	-1.158357771261	0.0650354476730841	-0.147443075774543	-1.03076923076923	0.220224128304712	-0.130604288499025	-1.53636363636364	0.204744708981332	-0.183695652173913	-3.20833333333333	0.037379600778012	-0.308	-1.7334559929318	0.037379600778012	0.000109613079708229	-0.19243575411187
Group_0_76	31067	loc107394451		chr12	5319773	5321117	-1.31818181818182	0.444775771682593	-0.185897435897436	-0.833333333333333	0.530831881602049	-0.133333333333333	NA	NA	NA	-0.727272727272727	0.71305638620571	-0.130081300813008	-0.95959595959596	0.444775771682593	0.168353439766908	-0.149770690014592
Group_0_84	685	zbtb45	zinc finger and BTB domain containing 45 [Source:HGNC Symbol%3BAcc:HGNC:23715]	chr10	48776072	48796476	-3.0625	0.101663227375978	-0.320261437908497	-9	0.0592739648326715	-0.519230769230769	-2.44444444444444	0.423925667828107	-0.275	-0.0714285714285714	1	-0.0108108108108108	-3.64459325396825	0.0592739648326715	0.00255456868287428	-0.281325754487519
Group_0_91	23317	loc107385273		chr2	17103695	17109108	0.384615384615385	0.4425866734747	0.119047619047619	0.201970443349754	0.766011435153338	0.0563186813186813	NA	NA	NA	0.0645161290322581	1	0.0166666666666667	0.217033985665799	0.4425866734747	0.339026452928097	0.064010989010989
Group_0_96	13295	si:ch1073-224n8.1	si:ch1073-224n8.1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-5649]	chr15	14109030	14113132	0.383928571428571	0.723021332049645	0.105651105651106	0.625	0.635332336410045	0.2	NA	NA	NA	0.5	0.691837270407563	0.15	0.50297619047619	0.635332336410045	0.317801560582919	0.151883701883702
Group_1_6	30510	nod1	nucleotide binding oligomerization domain containing 1%2C transcript variant X1	chr3	54634601	54640696	0.264492753623188	0.620850566272505	0.0738866396761134	0.0588235294117647	1	0.0150150150150151	NA	NA	NA	0.125925925925926	1	0.0326923076923077	0.14974740298696	0.620850566272505	0.620850566272505	0.0405313207944787
Group_10_10	21927	p2ry12	purinergic receptor P2Y%2C G-protein coupled%2C 12 [Source:ZFIN%3BAcc:ZDB-GENE-110208-4]	chr7	32877219	32881160	-0.1375	1	-0.0318840579710145	-0.078125	1	-0.018773466833542	-0.642857142857143	0.499274310595065	-0.450980392156863	-0.0416666666666667	1	-0.0102040816326531	-0.225037202380952	0.499274310595065	0.499274310595065	-0.127960499648518
Group_10_16	821	gpr174	G protein-coupled receptor 174	chr1	12296773	12321769	-0.993939393939394	0.149390067951631	-0.167119565217391	-2	0.617619493908154	-0.25	NA	NA	NA	-0.429787234042553	0.760799200635249	-0.0885964912280702	-1.14124220932732	0.149390067951631	0.0701960650241933	-0.168572018815154
Group_10_23	16132	lpar6a	lysophosphatidic acid receptor 6a [Source:ZFIN%3BAcc:ZDB-GENE-061013-343]	chr7	25418390	25419448	0.45	1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	1	1	0.1
Group_10_29	29313	gpr31	G protein-coupled receptor 31 [Source:ZFIN%3BAcc:ZDB-GENE-070705-34]	chr1	54642589	54650153	0.666666666666667	1	-0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	1	1	-0.25
Group_10_32	23170	loc107387242		chr16	37920765	37922010	0.507692307692308	0.44335832083958	0.174603174603175	0.357142857142857	1	0.108695652173913	NA	NA	NA	0.821428571428571	0.168582375478927	0.383333333333333	0.562087912087912	0.168582375478927	0.0747423989154846	0.222210720036807
Group_10_43	25330	p2ry2	purinergic receptor P2Y2	chr7	16969882	16972502	0.628571428571429	0.405399939326524	0.232804232804233	0.833333333333333	0.198679608358664	0.357142857142857	NA	NA	NA	0.615384615384615	0.612819799777531	0.214285714285714	0.692429792429792	0.198679608358664	0.049359387646604	0.268077601410935
Group_10_46	6610	loc107387222		chr15	39977817	39992512	-0.285714285714286	1	-0.0568181818181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.285714285714286	1	1	-0.0568181818181818
Group_10_55	3718	gpr4	G protein-coupled receptor 4 [Source:ZFIN%3BAcc:ZDB-GENE-101202-1]	chr7	39668773	39732200	-2.80952380952381	0.205512677904224	-0.258771929824561	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.80952380952381	0.205512677904224	0.205512677904224	-0.258771929824561
Group_10_62	9809	loc107379318		chr3	43612453	43613451	0.611111111111111	0.612917350848385	0.211538461538462	0.611111111111111	0.612917350848385	0.211538461538462	0.375	1	0.111111111111111	NA	NA	NA	0.532407407407407	0.612917350848385	0.375667678971002	0.178062678062678
Group_10_77	6002	cysltr1	cysteinyl leukotriene receptor 1 [Source:ZFIN%3BAcc:ZDB-GENE-050522-250]	chr1	12152841	12153884	0.294117647058823	0.718587938100133	0.0868055555555556	NA	NA	NA	NA	NA	NA	0.294117647058823	1	0.0857142857142857	0.294117647058823	0.718587938100133	0.718587938100133	0.0862599206349206
Group_10_9	21928	p2ry13	purinergic receptor P2Y%2C G-protein coupled%2C 13 [Source:ZFIN%3BAcc:ZDB-GENE-110208-5]	chr7	32898173	32906478	-0.166666666666667	1	-0.0363636363636364	-0.2	1	-0.0439560439560439	-0.636363636363636	0.4	-0.620689655172414	-1.5	0.622079070354932	-0.225	-0.625757575757576	0.4	0.248831628141973	-0.231502333873024
Group_100_0	11933	slc2a1b	solute carrier family 2 (facilitated glucose transporter)%2C member 1b [Source:ZFIN%3BAcc:ZDB-GENE-090915-1]	chr14	38137840	38167420	0.915625	0.000526732802247164	0.536630036630037	NA	NA	NA	NA	NA	NA	0.761538461538461	0.256960516165229	0.34375	0.83858173076923	0.000526732802247164	0.000135349532746589	0.440190018315019
Group_100_1	30150	slc2a3a	solute carrier family 2 (facilitated glucose transporter)%2C member 3a [Source:ZFIN%3BAcc:ZDB-GENE-040718-390]	chr12	13223442	13229348	0.166666666666667	1	0.0454545454545455	0.49	0.459095073956106	0.165540540540541	0.478260869565217	0.647639182522903	0.160975609756098	0.763636363636364	0.357534419603385	0.291666666666667	0.474640974967062	0.357534419603385	0.106304979037411	0.165909340604463
Group_100_17	25408	slc2a9l1	solute carrier family 2 (facilitated glucose transporter)%2C member 9-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-090915-3]	chr14	19871321	19877997	0.677777777777778	0.6128024980484	0.258474576271186	0.726190476190476	0.334553077949304	0.299019607843137	NA	NA	NA	0.72	0.0729769970478087	0.286472148541114	0.707989417989418	0.0729769970478087	0.0149613762691223	0.281322110885146
Group_100_26	11277	slc2a1a	solute carrier family 2 (facilitated glucose transporter)%2C member 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-3158]	chr13	46266538	46267445	0.666666666666667	0.58041958041958	0.208333333333333	0.333333333333333	1	0.0952380952380952	NA	NA	NA	NA	NA	NA	0.5	0.58041958041958	0.58041958041958	0.151785714285714
Group_100_7	8026	slc2a6	solute carrier family 2 (facilitated glucose transporter)%2C member 6 [Source:ZFIN%3BAcc:ZDB-GENE-081104-301]	chr6	55021831	55030104	0.28125	1	0.037037037037037	0.0714285714285714	1	0.00833333333333333	NA	NA	NA	0.107142857142857	1	0.0129310344827586	0.153273809523809	1	1	0.0194338016177096
Group_1003_3	6210	lonrf3	LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol%3BAcc:HGNC:21152]	chr2	77286455	77304825	0.608391608391608	0.107656943776789	0.23015873015873	0.484126984126984	0.337879902814387	0.163101604278075	0.693181818181818	0.557108478341355	0.286384976525822	0.357142857142857	0.534587958135046	0.108695652173913	0.535710816960817	0.107656943776789	0.0108333642807267	0.197085240784135
Group_1005_0	29640	fbxl20	F-box and leucine-rich repeat protein 20 [Source:ZFIN%3BAcc:ZDB-GENE-081031-27]	chr3	11115653	11150458	0.416666666666667	1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416666666666667	1	1	0.1
Group_1006_0	27956	card11	caspase recruitment domain family member 11%2C transcript variant X1	chr6	56508986	56545507	0.209195402298851	0.806630578428376	0.0549516908212561	0.634340222575517	0.0865832699564131	0.218510405257393	0.3	0.751034174394158	0.0858018386108274	0.303977272727273	0.587078857249598	0.0825617283950617	0.36187822440041	0.0865832699564131	0.0307939077639116	0.110456415771135
Group_1008_3	7256	eya2	EYA transcriptional coactivator and phosphatase 2%2C transcript variant X2	chr14	21600780	21631825	-1	0.648847303103666	-0.133333333333333	-0.466666666666667	1	-0.0648148148148148	NA	NA	NA	NA	NA	NA	-0.733333333333334	0.648847303103666	0.648847303103666	-0.0990740740740739
Group_101_11	22135	si:ch211-233f16.1	si:ch211-233f16.1 [Source:ZFIN%3BAcc:ZDB-GENE-120214-1]	chr2	21206214	21652608	-0.207827260458839	0.673584552230578	-0.0176767676767677	-0.869565217391304	0.161748794603175	-0.0820512820512821	-0.669642857142857	0.433285442231048	-0.0627265124059102	-1.99490662139219	0.0230288543741649	-0.136627906976744	-0.935485489096297	0.0230288543741649	0.00108712529915509	-0.074770617277676
Group_1013_3	6660	mapre2	microtubule associated protein RP/EB family member 2%2C transcript variant X1	chr5	31908361	31912694	-0.1	1	-0.0128205128205128	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.1	1	1	-0.0128205128205128
Group_1014_0	24970	tpd52l2b	tumor protein D52-like 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-822]	chr6	59033532	59059861	-2.25	0.325592885375494	-0.284210526315789	-2	0.552042160737813	-0.25	-1.5	0.525691699604743	-0.214285714285714	NA	NA	NA	-1.91666666666667	0.325592885375494	0.094488351759493	-0.249498746867168
Group_1014_1	28249	tpd52l2a	tumor protein D52-like 2a [Source:ZFIN%3BAcc:ZDB-GENE-030131-7047]	chr13	35032968	35035121	0.428571428571429	0.66992140985949	0.136363636363636	0	1	0	NA	NA	NA	0.583333333333333	0.607843137254902	0.215384615384615	0.337301587301587	0.607843137254902	0.407207131483219	0.117249417249417
Group_1016_0	31950	dio3	deiodinase%2C iodothyronine type III [Source:HGNC Symbol%3BAcc:HGNC:2885]	chr1	66894677	66895378	0.444444444444444	1	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.444444444444444	1	1	0.125
Group_1019_2	23699	hs6st1b	heparan sulfate 6-O-sulfotransferase 1b [Source:ZFIN%3BAcc:ZDB-GENE-070103-2]	chr18	19849469	19915476	-2.6	0.536764705882353	-0.185714285714286	-15	0.127272727272727	-0.555555555555556	NA	NA	NA	NA	NA	NA	-8.8	0.127272727272727	0.0683155080213902	-0.370634920634921
Group_102_0-Group_102_1	25882	sptbn1	spectrin beta%2C non-erythrocytic 1%2C transcript variant X2	chr6	34226493	34302226	-0.857142857142857	0.187988329901965	-0.0935064935064935	-1.04444444444444	0.16336133977494	-0.10981308411215	-2.54285714285714	0.0268174426445354	-0.216984965461195	-1.97058823529412	0.0831720686815071	-0.189265536723164	-1.60375816993464	0.0268174426445354	6.8497550325116e-05	-0.152392519950751
Group_102_4	9257	sptb	spectrin%2C beta%2C erythrocytic [Source:ZFIN%3BAcc:ZDB-GENE-000906-1]	chr18	19390859	19433188	-0.148648648648649	0.848819140896623	-0.0291005291005291	-0.158260869565217	0.817461710305365	-0.0287247474747475	-0.2	1	-0.0357142857142857	-2.13636363636364	0.0293809774544411	-0.258241758241758	-0.660818288644376	0.0293809774544411	0.0203867888020896	-0.0879453301328301
Group_1021_0	16427	axin2	axin 2%2C transcript variant X3	chr4	46146399	46162526	0.833333333333333	0.0837101872356551	0.3	0.763157894736842	0.233329449495884	0.270186335403727	NA	NA	NA	0.4	0.695012406035246	0.114285714285714	0.665497076023392	0.0837101872356551	0.0135750183892248	0.22815734989648
Group_1022_0	15237	tiam1b	T-cell lymphoma invasion and metastasis 1b [Source:ZFIN%3BAcc:ZDB-GENE-120221-1]	chr7	24530856	24572319	0.508928571428571	0.118163001217425	0.155950752393981	0.403508771929825	0.550680075075816	0.119273984442524	0.210526315789474	1	0.054421768707483	0.195906432748538	0.778136152044206	0.0514592933947773	0.329717522974102	0.118163001217425	0.0506333274918111	0.0952764497346913
Group_1024_1	17664	fscn1b	fascin actin-bundling protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-120507-1]	chr4	44631122	44639142	0.900452488687783	0.0196293043205381	0.364468864468865	0.607843137254902	0.312779273918358	0.209459459459459	NA	NA	NA	NA	NA	NA	0.754147812971343	0.0196293043205381	0.0061396395529004	0.286964161964162
Group_1024_2	11664	fscn2b	fascin actin-bundling protein 2b%2C retinal [Source:ZFIN%3BAcc:ZDB-GENE-040426-1740]	chr16	14216506	14233191	-0.214285714285714	1	-0.0264705882352941	-1.71428571428571	0.563218390804598	-0.230769230769231	-1	0.597052280311457	-0.15	-22.75	0.00548187444739168	-0.659420289855073	-6.41964285714286	0.00548187444739168	0.00184339444046689	-0.266665027214899
Group_1025_4	17097	zgc:101731	zgc:101731 [Source:ZFIN%3BAcc:ZDB-GENE-040912-57]	chr7	37878122	37889640	-1.5	0.516483516483516	-0.166666666666667	-3.5	0.25	-0.818181818181818	NA	NA	NA	NA	NA	NA	-2.5	0.25	0.129120879120879	-0.492424242424242
Group_1029_2	11462	igsf9b	immunoglobulin superfamily%2C member 9b [Source:ZFIN%3BAcc:ZDB-GENE-060810-28]	chr19	12924103	12960936	0.169927536231884	0.560261123635599	0.0459263611437525	0.417808219178082	0.162290986821565	0.128691983122363	0.267532467532468	0.615006142276252	0.0738880918220947	0.1	0.758015652721306	0.0262803234501348	0.238817055735608	0.162290986821565	0.042387960009763	0.0686966898845862
Group_103_12-Group_103_13	1179	hcn4	hyperpolarization activated cyclic nucleotide gated potassium channel 4	chr11	1039510	1125066	0.39047619047619	0.296497347990992	0.112844036697248	0.163398692810457	0.789790477888358	0.0434782608695652	0.124183006535948	1	0.0322033898305085	0.0235849056603774	1	0.00585480093676816	0.175410698870743	0.296497347990992	0.234170782162436	0.0485951220835225
Group_103_14	14752	loc107388618		chr4	28094004	28110973	0.4	0.366329482711291	0.123870967741936	0.0564102564102564	1	0.0145054945054945	0.76530612244898	0.0939395024764927	0.315789473684211	0.458333333333333	0.376570560674616	0.146666666666667	0.420012428048142	0.0939395024764927	0.0129588509107042	0.150208150649577
Group_103_27	28852	kcnh7	potassium voltage-gated channel subfamily H member 7	chr9	17501114	17554572	0.544117647058824	0.193268676636823	0.154166666666667	0.575	0.472384937448636	0.17037037037037	0.284210526315789	1	0.0727762803234501	0.818181818181818	0.137371041720322	0.296296296296296	0.555377497889108	0.137371041720322	0.0125415930806683	0.173402403414196
Group_103_4	13569	kcnh8	potassium voltage-gated channel subfamily H member 8	chr5	8550553	8655044	0.398706896551724	0.344720649369165	0.123333333333333	0.0555555555555556	1	0.0142857142857142	0.815789473684211	0.200723327305606	0.353881278538813	0.849137931034483	0.0722944125399192	0.342013888888889	0.529797464206493	0.0722944125399192	0.0050023016796638	0.208378553761687
Group_1031_2	24111	march7	membrane-associated ring finger (C3HC4) 7 [Source:ZFIN%3BAcc:ZDB-GENE-080204-121]	chr14	53160721	53197649	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0
Group_1034_1	3650	dnajb12b	DnaJ (Hsp40) homolog%2C subfamily B%2C member 12b [Source:ZFIN%3BAcc:ZDB-GENE-070410-128]	chr2	9603576	9609996	-1.35714285714286	0.617522066034652	-0.211111111111111	-0.375	1	-0.0789473684210527	NA	NA	NA	NA	NA	NA	-0.86607142857143	0.617522066034652	0.617522066034652	-0.145029239766082
Group_1035_0	26830	nr5a2	nuclear receptor subfamily 5 group A member 2	chr17	17188622	17263062	-1.625	0.459401709401709	-0.11304347826087	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.625	0.459401709401709	0.459401709401709	-0.11304347826087
Group_1035_2	12937	nr5a1a	nuclear receptor subfamily 5%2C group A%2C member 1a [Source:ZFIN%3BAcc:ZDB-GENE-010504-1]	chr16	16146858	16171579	0.314285714285714	1	0.0591397849462366	0.375	1	0.0757575757575758	NA	NA	NA	NA	NA	NA	0.344642857142857	1	1	0.0674486803519062
Group_1036_1	32214	zgc:154006	zgc:154006 [Source:ZFIN%3BAcc:ZDB-GENE-061013-134]	chr8	25724291	25737277	0.636363636363636	0.605128205128205	0.228260869565217	0	1	0	NA	NA	NA	0.454545454545455	1	0.144927536231884	0.363636363636364	0.605128205128205	0.605128205128205	0.1243961352657
Group_1036_3	23757	oclna	occludin a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2685]	chr8	49942961	49954199	0.58974358974359	0.4623355269199	0.16953316953317	0.75	0.25012259924032	0.222222222222222	NA	NA	NA	0.357142857142857	1	0.0914634146341464	0.565628815628816	0.25012259924032	0.115640563714348	0.161072935463179
Group_1037_2	650	zmiz2	zinc finger MIZ-type containing 2%2C transcript variant X2	chr8	48852314	48899682	-0.37037037037037	0.722785976576734	-0.0727272727272728	-0.269230769230769	0.792293474945073	-0.0561497326203209	-0.947368421052632	0.350877192982456	-0.660714285714286	-0.333333333333333	1	-0.0666666666666667	-0.480075723496776	0.350877192982456	0.200932846674929	-0.214064489432137
Group_1037_3	25066	zmiz1a	zinc finger%2C MIZ-type containing 1a [Source:ZFIN%3BAcc:ZDB-GENE-080220-27]	chr6	27091767	27223265	-0.2	0.772166297274034	-0.0357142857142857	-0.944444444444444	0.315230251068477	-0.134920634920635	-0.733333333333333	0.465956472832403	-0.103610675039246	-1.46666666666667	0.24278167646073	-0.199546485260771	-0.836111111111112	0.24278167646073	0.0275359449695146	-0.118448020233734
Group_1038_0	4123	slain2	SLAIN motif family member 2%2C transcript variant X1	chr14	6672529	6685410	0.5	1	0.133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	1	1	0.133333333333333
Group_104_11	15462	loc107390940		chr13	21058953	21068785	-5.28571428571429	0.106793313069909	-0.368770764119601	NA	NA	NA	-1	1	-0.166666666666667	-1.64	0.617310924369748	-0.218085106382979	-2.64190476190476	0.106793313069909	0.0659246788076934	-0.251174179056416
Group_1040_1	1222	arfip2a	ADP-ribosylation factor interacting protein 2a [Source:ZFIN%3BAcc:ZDB-GENE-041010-221]	chr7	24218146	24225406	-0.133333333333333	1	-0.0166666666666667	-2	0.436758893280632	-0.19047619047619	NA	NA	NA	NA	NA	NA	-1.06666666666667	0.436758893280632	0.436758893280632	-0.103571428571428
Group_1042_2	27536	si:dkey-103i16.6	si:dkey-103i16.6 [Source:ZFIN%3BAcc:ZDB-GENE-061207-46]	chr4	19421105	19422927	0.5	0.342574214167269	0.17156862745098	0.568965517241379	0.302017705609347	0.203703703703704	0.402298850574713	0.665848944394886	0.127272727272727	0.876344086021505	0.0461348247984887	0.431216931216931	0.586902113459399	0.0461348247984887	0.00317827641668834	0.233440497411085
Group_1042_3	21589	sirt3	sirtuin 3%2C transcript variant X1	chr9	36262174	36266309	-0.133333333333333	1	-0.03125	NA	NA	NA	-0.0555555555555556	1	-0.513513513513513	-3.72222222222222	0.0874568003263886	-0.319047619047619	-1.3037037037037	0.0874568003263886	0.0874568003263886	-0.287937044187044
Group_1044_0	13646	khdrbs1b	KH domain containing%2C RNA binding%2C signal transduction associated 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2344]	chr5	398046	406435	-2.125	0.382635617175932	-0.26984126984127	NA	NA	NA	-1	1	-0.166666666666667	NA	NA	NA	-1.5625	0.382635617175932	0.382635617175932	-0.218253968253968
