OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	alpha	p	dN	dS	pN	pS	DoS
Group_317_3	10983	abcg2a	ATP-binding cassette%2C sub-family G (WHITE)%2C member 2a [Source:ZFIN%3BAcc:ZDB-GENE-050517-35]	chr1	5761153	5782276	0.874125874125874	0.0666864348671235	13	18	1	11	0.336021505376344
Group_12_47	10985	tec	tec protein tyrosine kinase	chr1	5863471	5900813	0.4	0.704106877783276	21	21	3	5	0.125
Group_67_27	1593	fbxw7	F-box and WD repeat domain containing 7 [Source:HGNC Symbol%3BAcc:HGNC:16712]	chr1	6104196	6113074	-1.25	0.2831140358932	6	27	5	10	-0.151515151515151
Group_377_5	30462	ednrab	endothelin receptor type Ab [Source:ZFIN%3BAcc:ZDB-GENE-040426-2364]	chr1	6265968	6271593	-0.777777777777778	0.689282311373593	9	20	4	5	-0.134099616858238
Group_2107_0	11010	ifitm5	interferon induced transmembrane protein 5 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8970]	chr1	6571273	6574867	-1	1	2	4	1	1	-0.166666666666667
Group_2384_1	30466	glg1	golgi glycoprotein 1	chr1	6758866	6792012	0.612068965517241	0.644395577773326	29	45	1	4	0.191891891891892
Group_4268_0	30465	rfwd3	ring finger and WD repeat domain 3	chr1	6801480	6829760	0.307692307692308	1	26	36	2	4	0.0860215053763441
Group_306_3	5762	trpc5a	transient receptor potential cation channel%2C subfamily C%2C member 5a [Source:ZFIN%3BAcc:ZDB-GENE-040812-1]	chr1	7007555	7128529	0.272727272727273	1	14	56	2	11	0.0461538461538462
Group_1659_1	4099	tmem55bb	transmembrane protein 55Bb [Source:ZFIN%3BAcc:ZDB-GENE-121214-195]	chr1	7655020	7670015	0.803030303030303	0.0772943164980069	11	13	2	12	0.31547619047619
Group_1329_1	5113	loc107376899		chr1	7797211	7810493	-0.114864864864865	0.862260530494504	148	77	30	14	-0.024040404040404
Group_6995_0	5114	pih1d1	PIH1 domain containing 1	chr1	7900472	7901426	0.142857142857143	1	14	6	2	1	0.0333333333333333
Group_339_2	5115	dysf	dysferlin%2C transcript variant X1	chr1	7984480	8096182	-0.584429824561403	0.252881144678153	38	85	17	24	-0.105691056910569
Group_4734_0	5116	tkfc	triokinase and FMN cyclase	chr1	8562457	8571153	-1.10909090909091	0.236672585992509	11	29	8	10	-0.169444444444444
Group_248_11	15047	si:dkey-85k7.10	si:dkey-85k7.10 [Source:ZFIN%3BAcc:ZDB-GENE-160728-49]	chr1	8796038	8797229	-3.44444444444444	0.160525583982202	6	20	4	3	-0.340659340659341
Group_2093_0	15035	gigyf1	GRB10 interacting GYF protein 1%2C transcript variant X1	chr1	8828637	8841817	-2.0952380952381	0.235824407683461	14	26	5	3	-0.275
Group_4563_0	15036	wrap53	WD repeat containing%2C antisense to TP53	chr1	8851629	8863103	0.523809523809524	0.329013018294431	24	20	4	7	0.181818181818182
Group_923_2	15037	efnb3a	ephrin-B3a [Source:ZFIN%3BAcc:ZDB-GENE-100316-1]	chr1	8903454	9014288	-1.66666666666667	0.565035858139306	5	20	2	3	-0.2
Group_2151_1	15050	tdrd7	tudor domain containing 7 [Source:HGNC Symbol%3BAcc:HGNC:30831]	chr1	9923651	9956098	0.392712550607287	0.444443092777044	38	50	6	13	0.116028708133971
Group_1941_0	15041	dctn1a	dynactin 1a [Source:ZFIN%3BAcc:ZDB-GENE-070117-2205]	chr1	9962813	9979669	0.0204081632653061	1	35	80	6	14	0.00434782608695655
Group_2543_1	1484	rpgrip1	retinitis pigmentosa GTPase regulator interacting protein 1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-394]	chr1	9987603	10007177	0.617647058823529	0.0879227421795036	51	39	7	14	0.233333333333333
Group_5_44	15052	ct573322.1	unknown	chr1	10017841	10024791	0.0350877192982456	1	19	22	5	6	0.00886917960088696
Group_5_19	15043	zgc:92594	zgc:92594 [Source:ZFIN%3BAcc:ZDB-GENE-040718-482]	chr1	10295543	10308284	0.8	0.0170982099237984	45	30	3	10	0.369230769230769
Group_6173_0	15044	mrpl48	mitochondrial ribosomal protein L48	chr1	10309942	10321394	0.2	1	20	16	1	1	0.0555555555555556
Group_64_24	15045	styx	serine/threonine/tyrosine interacting protein	chr1	10470985	10477753	-0.333333333333333	1	3	8	1	2	-0.0606060606060606
Group_6702_0	15058	gnpnat1	glucosamine-phosphate N-acetyltransferase 1	chr1	10477720	10483508	-1.14285714285714	0.347826086956522	7	15	1	0	-0.681818181818182
Group_4566_0	15059	amfr	autocrine motility factor receptor%2C E3 ubiquitin protein ligase%2C transcript variant X2	chr1	10489201	10515278	-3.13333333333333	0.120567375886525	15	31	2	0	-0.673913043478261
Group_47_25	20334	sema4f	ssemaphorin 4F [Source:HGNC Symbol%3BAcc:HGNC:10734]	chr1	10567130	10683017	0.295238095238095	0.74748627710489	30	37	4	7	0.0841248303934871
Group_1217_0	20335	dok1b	docking protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2063]	chr1	10843404	10870951	0.455128205128205	0.404067165072101	26	34	5	12	0.13921568627451
Group_507_2	20332	si:cabz01007807.1	si:cabz01007807.1 [Source:ZFIN%3BAcc:ZDB-GENE-160728-149]	chr1	10876802	10932734	0.628294036061026	0.0125465464317554	103	67	12	21	0.242245989304813
Group_105_8	26678	arhgef40	Rho guanine nucleotide exchange factor (GEF) 40 [Source:ZFIN%3BAcc:ZDB-GENE-110623-2]	chr1	11136239	11163058	-0.249414519906323	0.662181263248941	61	97	11	14	-0.0539240506329114
Group_5_27	26682	btr12	bloodthirsty-related gene family%2C member 12 [Source:ZFIN%3BAcc:ZDB-GENE-060929-548]	chr1	11300387	11315313	-0.181818181818182	1	11	13	2	2	-0.0416666666666667
Group_5_30	26683	si:dkey-46i9.6	si:dkey-46i9.6 [Source:ZFIN%3BAcc:ZDB-GENE-160114-63]	chr1	11325158	11329765	-1.46666666666667	0.24278167646073	12	37	4	5	-0.199546485260771
Group_1040_3	26692	arfip1	ADP ribosylation factor interacting protein 1%2C transcript variant X1	chr1	11417092	11436273	0.8	0.200273305434238	25	25	1	5	0.333333333333333
Group_5584_0	26686	fam193a	family with sequence similarity 193 member A%2C transcript variant X1	chr1	11442090	11463760	0.129032258064516	1	62	81	6	9	0.0335664335664335
Group_115_11	26694	sfrp2	secreted frizzled-related protein 2	chr1	11489017	11492349	0.740740740740741	0.582043343653251	9	7	1	3	0.3125
Group_67_19	31448	plrg1	pleiotropic regulator 1	chr1	11597093	11610013	-5.81818181818182	0.0398293029871977	11	25	3	0	-0.694444444444444
Group_32_12	26695	fgg	fibrinogen gamma chain	chr1	11612735	11631456	-1	0.518729255571361	7	28	1	2	-0.133333333333333
Group_4_51	5985	rab39b	RAB39B%2C member RAS oncogene family	chr1	11776952	11822409	-4.7	0.111877394636015	5	19	3	2	-0.391666666666667
Group_5_45	5987	loc107395471		chr1	11858950	11900653	-2	0.230769230769231	5	5	3	0	-0.5
Group_3398_0	6000	ripk3	receptor-interacting serine-threonine kinase 3 [Source:ZFIN%3BAcc:ZDB-GENE-071115-4]	chr1	11903221	11917168	0.607142857142857	0.400567831477932	28	22	2	4	0.226666666666667
Group_393_1	5988	khnyn	KH and NYN domain containing [Source:HGNC Symbol%3BAcc:HGNC:20166]	chr1	11922072	11953440	-0.326210826210826	0.54626230121802	54	49	19	13	-0.0694781553398058
Group_151_5	5989	loc107376988		chr1	11960348	12008577	-0.24390243902439	0.787935510312728	41	51	8	8	-0.0543478260869565
Group_148_3	5992	slc12a6	solute carrier family 12 member 6	chr1	12041296	12070665	0.453703703703704	0.550101100977577	18	59	3	18	0.0909090909090909
Group_614_3	5993	tox4b	TOX high mobility group box family member 4 b [Source:ZFIN%3BAcc:ZDB-GENE-080220-49]	chr1	12076433	12086997	-0.1	1	10	33	3	9	-0.0174418604651163
Group_10_77	6002	cysltr1	cysteinyl leukotriene receptor 1 [Source:ZFIN%3BAcc:ZDB-GENE-050522-250]	chr1	12152841	12153884	0.294117647058823	1	17	18	2	3	0.0857142857142857
Group_10_22	5997	lpar4	lysophosphatidic acid receptor 4 [Source:ZFIN%3BAcc:ZDB-GENE-120201-1]	chr1	12291977	12296769	-6.5	0.298245614035088	2	15	1	1	-0.382352941176471
Group_10_16	821	gpr174	G protein-coupled receptor 174	chr1	12296773	12321769	-0.429787234042553	0.760799200635249	47	48	7	5	-0.0885964912280702
Group_1766_1	30003	zgc:92287	zgc:92287 [Source:ZFIN%3BAcc:ZDB-GENE-040718-350]	chr1	12358504	12364113	0.691428571428572	0.0957658242554895	25	9	6	7	0.273755656108597
Group_6327_0	30004	pm20d1.2	peptidase M20 domain containing 1%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-061013-637]	chr1	12367131	12378316	-0.511111111111111	0.64497661667473	15	34	2	3	-0.0938775510204082
Group_23_39	3743	nfasc	neurofascin [Source:HGNC Symbol%3BAcc:HGNC:29866]	chr1	12448560	12459898	-0.642857142857143	0.507155945518172	20	46	5	7	-0.113636363636364
Group_131_1	3750	slc16a7	solute carrier family 16%2C member 7 (monocarboxylic acid transporter 2) [Source:ZFIN%3BAcc:ZDB-GENE-051113-248]	chr1	12474493	12478096	0.5	1	2	1	1	0	-0.333333333333333
Group_288_2	1255	fam19a1	family with sequence similarity 19 member A1%2C C-C motif chemokine like [Source:HGNC Symbol%3BAcc:HGNC:21587]	chr1	12478100	12589173	-0.5	1	2	3	1	0	-0.6
Group_1780_0	3741	uba3	ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol%3BAcc:HGNC:12470]	chr1	12631177	12637856	-3.66666666666667	0.321524064171123	3	28	1	2	-0.236559139784946
Group_1751_0	3749	arl6ip5b	ADP-ribosylation factor-like 6 interacting protein 5b [Source:ZFIN%3BAcc:ZDB-GENE-040718-223]	chr1	12638512	12642513	-0.8	1	5	9	1	1	-0.142857142857143
Group_1312_0	30002	frmd4bb	FERM domain containing 4Bb [Source:ZFIN%3BAcc:ZDB-GENE-100921-74]	chr1	12658286	12674550	-1.35102040816327	0.127464697845432	35	48	12	7	-0.209892200380469
Group_544_0	3748	mitf	melanogenesis associated transcription factor [Source:HGNC Symbol%3BAcc:HGNC:7105]	chr1	12714678	12749667	0.604166666666667	0.304316868007868	18	19	3	8	0.213759213759214
Group_584_4	3738	loc107376887		chr1	12921933	12967461	0.625	0.654137172463836	8	24	1	8	0.138888888888889
Group_24_8	3737	htr2cl1	5-hydroxytryptamine (serotonin) receptor 2C%2C G protein-coupled-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-081104-48]	chr1	12979779	13044325	0.457142857142857	0.488925591561648	15	19	3	7	0.141176470588235
Group_407_4	3745	dnd1	DND microRNA-mediated repression inhibitor 1 [Source:ZFIN%3BAcc:ZDB-GENE-030828-4]	chr1	13445010	13508390	-0.428571428571429	1	28	20	2	1	-0.0833333333333333
Group_4960_0	6168	smg7	SMG7 nonsense mediated mRNA decay factor%2C transcript variant X1	chr1	13673635	13685513	0.694444444444444	0.202350654032116	36	55	2	10	0.228937728937729
Group_8159_0	6172	si:dkey-171c9.3	si:dkey-171c9.3 [Source:ZFIN%3BAcc:ZDB-GENE-141216-372]	chr1	14051505	14052299	-0.625	0.70522556633608	28	13	7	2	-0.0948509485094851
Group_225_9	6189	clcn5a	chloride channel%2C voltage-sensitive 5a [Source:ZFIN%3BAcc:ZDB-GENE-091113-15]	chr1	14169450	14221106	-2.8	0.130279464237129	6	38	3	5	-0.238636363636364
Group_679_1	6190	shroom4	shroom family member 4%2C transcript variant X1	chr1	14227025	14335635	-1.20689655172414	0.0802965732620189	87	72	24	9	-0.180102915951973
Group_7763_0	6174	bmp15	bone morphogenetic protein 15	chr1	14343262	14345901	0.708333333333333	0.250073373387894	24	21	2	6	0.283333333333333
Group_1313_0	6191	hdac8	histone deacetylase 8 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2772]	chr1	14371025	14410146	0.697530864197531	0.435615994633351	18	49	1	9	0.16865671641791
Group_3968_0	6178	nhsl2	NHS-like 2 [Source:ZFIN%3BAcc:ZDB-GENE-130530-951]	chr1	14636865	14740524	0.0793650793650794	1	42	58	4	6	0.02
Group_1486_1	6179	arhgap6	Rho GTPase activating protein 6 [Source:ZFIN%3BAcc:ZDB-GENE-060616-298]	chr1	14826119	14860697	0.17948717948718	1	13	32	1	3	0.0388888888888889
Group_8_13	6181	col4a6	collagen%2C type IV%2C alpha 6 [Source:ZFIN%3BAcc:ZDB-GENE-101001-2]	chr1	15210928	15275708	0.577294685990338	0.0645115949111896	54	75	7	23	0.185271317829457
Group_2352_0	23146	atf6b	activating transcription factor 6 beta%2C transcript variant X1	chr1	15337501	15354907	0.0666666666666667	1	25	30	7	9	0.0170454545454545
Group_3029_0	23113	ring1	ring finger protein 1	chr1	15455390	15458382	0	1	7	14	2	4	0
Group_795_0	23140	pnp5a	purine nucleoside phosphorylase 5a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2553]	chr1	15603838	15609230	0.392857142857143	1	7	17	1	4	0.0916666666666667
Group_5945_0	23139	sf3b2	splicing factor 3b subunit 2	chr1	15659461	15668679	0.444444444444444	1	12	40	1	6	0.0879120879120879
Group_932_4	23137	klc2	kinesin light chain 2	chr1	15804233	15812300	-0.2	1	5	24	1	4	-0.0275862068965517
Group_102_5	23107	actn3a	actinin alpha 3a [Source:ZFIN%3BAcc:ZDB-GENE-000329-9]	chr1	15832639	15872503	0	1	5	25	1	5	0
Group_2544_1	23105	ccs	copper chaperone for superoxide dismutase%2C transcript variant X1	chr1	15892643	15905662	-0.888888888888889	0.37037037037037	9	17	1	0	-0.653846153846154
Group_610_2	23134	si:ch211-168d1.3	si:ch211-168d1.3 [Source:ZFIN%3BAcc:ZDB-GENE-160113-13]	chr1	16134302	16192060	-0.959183673469388	0.375229408240188	21	36	8	7	-0.164912280701754
Group_2517_1	23133	nit1	nitrilase 1	chr1	16242864	16250803	-0.4	1	15	14	3	2	-0.0827586206896551
Group_225_8	23131	clcn3	chloride voltage-gated channel 3%2C transcript variant X1	chr1	16267043	16291516	-1.625	0.347393567468883	6	42	3	8	-0.147727272727273
Group_6057_0	23099	aadat	aminoadipate aminotransferase%2C transcript variant X1	chr1	16325172	16331891	-0.333333333333333	1	9	16	3	4	-0.0685714285714286
Group_6059_0	23128	ino80b	INO80 complex subunit B%2C transcript variant X1	chr1	16332978	16339271	0.148148148148148	1	9	23	1	3	0.03125
Group_4153_0	23098	intu	inturned planar cell polarity protein%2C transcript variant X1	chr1	16338013	16360640	-0.176470588235294	0.795953529995687	34	50	8	10	-0.0396825396825397
Group_3716_0	23127	wdr19	WD repeat domain 19	chr1	16368409	16386247	0.530434782608696	0.29175751588687	23	54	4	20	0.132034632034632
Group_8157_0	23096	loc107377113		chr1	16418376	16419806	0.703703703703704	0.389371657754011	27	4	2	1	0.204301075268817
Group_8157_1	23095	loc107377054		chr1	16435845	16437668	-0.666666666666667	0.444444444444444	3	5	1	0	-0.625
Group_298_2	23124	loc107377055		chr1	16439805	16446598	0.228395061728395	0.749960335997559	27	25	5	6	0.0646853146853147
Group_18_24	23121	si:dkey-185m8.2	si:dkey-185m8.2 [Source:ZFIN%3BAcc:ZDB-GENE-160114-60]	chr1	16526947	16534964	-0.211192538307795	0.647008383059719	158	101	36	19	-0.0445068445068445
Group_2743_1	23093	cant1a	calcium activated nucleotidase 1a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2441]	chr1	16568319	16569714	0.767857142857143	0.338153503893215	14	13	1	4	0.318518518518518
Group_8387_0	23120	ankrd53	ankyrin repeat domain 53	chr1	16588831	16591942	-1.43589743589744	0.655979894355362	39	19	5	1	-0.160919540229885
Group_2246_1	23117	ical1	islet cell autoantigen 1-like [Source:ZFIN%3BAcc:ZDB-GENE-030910-4]	chr1	16789430	16798196	-0.481481481481481	0.704078391784374	9	20	4	6	-0.0896551724137931
Group_129_4	23087	bmpr2	bone morphogenetic protein receptor type II	chr1	16812526	16836675	0.691428571428572	0.42646779784393	25	54	1	7	0.191455696202532
Group_289_6	23116	dock9b	dedicator of cytokinesis 9b [Source:ZFIN%3BAcc:ZDB-GENE-090916-2]	chr1	16873575	16939669	-0.8125	0.466826239443961	24	87	4	8	-0.117117117117117
Group_2773_0	23079	unknown		chr1	17318186	17353833	-0.720430107526882	0.516041556376621	31	20	8	3	-0.119429590017825
Group_85_0	23066	mmp16b	matrix metallopeptidase 16b (membrane-inserted) [Source:ZFIN%3BAcc:ZDB-GENE-061009-22]	chr1	17499509	17525638	0.517857142857143	1	14	27	1	4	0.141463414634146
Group_373_6	23075	egfra	epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog%2C avian) [Source:ZFIN%3BAcc:ZDB-GENE-030918-1]	chr1	17537206	17580782	-0.163636363636364	0.754055444050092	22	64	4	10	-0.0299003322259136
Group_2414_1	23074	npc1	Niemann-Pick disease%2C type C1	chr1	17586032	17607300	-0.583333333333333	0.565936942752777	48	76	7	7	-0.112903225806452
Group_1453_0	23065	cables1	Cdk5 and Abl enzyme substrate 1	chr1	17614781	17649803	0.227272727272727	1	11	17	3	6	0.0595238095238095
Group_2626_1	23073	abhd3	abhydrolase domain containing 3	chr1	17781105	17803236	-1	1	2	12	1	3	-0.107142857142857
Group_4174_0	23071	usp14	ubiquitin specific peptidase 14	chr1	17930601	17938698	-1.12	0.594832717193102	10	53	2	5	-0.126984126984127
Group_6300_0	23061	thoc1	THO complex 1	chr1	17934534	17939242	-0.0666666666666667	1	10	32	1	3	-0.0119047619047619
Group_2271_1	23058	kctd7	potassium channel tetramerization domain containing 7	chr1	18106494	18118707	0.76	0.370334850211011	15	18	1	5	0.287878787878788
Group_2634_1	23056	pgrmc1	progesterone receptor membrane component 1	chr1	18146328	18149619	0.0833333333333334	1	4	11	1	3	0.0166666666666667
Group_26_49	23053	fgfr4	fibroblast growth factor receptor 4	chr1	18280602	18294755	0.722222222222222	0.427432616776391	18	40	1	8	0.199233716475096
Group_1180_2	23044	znf346	zinc finger protein 346%2C transcript variant X1	chr1	18362280	18373389	0.527777777777778	1	12	17	1	3	0.163793103448276
Group_2178_1	23052	larp1	La ribonucleoprotein domain family member 1%2C transcript variant X1	chr1	18402056	18448573	-5.80769230769231	0.0577082030578786	13	59	3	2	-0.419444444444444
Group_7492_0	23042	faxdc2	fatty acid hydroxylase domain containing 2	chr1	18450883	18457840	0	1	7	21	1	3	0
Group_167_4	23051	h2afy	H2A histone family%2C member Y [Source:ZFIN%3BAcc:ZDB-GENE-060421-4796]	chr1	18464609	18479646	-0.666666666666667	1	3	10	1	2	-0.102564102564103
Group_2328_0	23048	rnf14	ring finger protein 14	chr1	18651450	18659663	-1.55555555555556	0.399548154966112	9	23	4	4	-0.21875
Group_1330_3	23040	spry4	sprouty RTK signaling antagonist 4	chr1	18751119	18752249	-1.16666666666667	0.35	6	13	1	0	-0.684210526315789
Group_638_2	1911	arhgap26	Rho GTPase activating protein 26%2C transcript variant X1	chr1	18814952	18929184	-0.546875	0.678599419448476	16	33	3	4	-0.102040816326531
Group_4233_0	23027	larsb	leucyl-tRNA synthetase b [Source:ZFIN%3BAcc:ZDB-GENE-030114-7]	chr1	19525859	19554973	0.53125	0.483586899218102	24	45	2	8	0.147826086956522
Group_2213_0	1909	rbm27	RNA binding motif protein 27%2C transcript variant X1	chr1	19554975	19573756	-1.376	0.233177919947448	25	33	9	5	-0.211822660098522
Group_24_29	23030	drd1b	dopamine receptor D1b [Source:ZFIN%3BAcc:ZDB-GENE-070524-2]	chr1	19707011	19708405	-2.42857142857143	0.431818181818182	7	24	1	1	-0.274193548387097
Group_397_6	23029	adad2	adenosine deaminase domain containing 2%2C transcript variant X3	chr1	20128386	20139654	0.569444444444444	0.30836759886599	48	31	4	6	0.207594936708861
Group_59_12	23021	adgrg4b	adhesion G protein-coupled receptor G4b [Source:ZFIN%3BAcc:ZDB-GENE-091204-201]	chr1	20142305	20149954	0.194444444444444	0.780467881956316	18	29	6	12	0.049645390070922
Group_423_5	23020	fhl1b	four and a half LIM domains 1b [Source:ZFIN%3BAcc:ZDB-GENE-031219-1]	chr1	20161062	20164477	-0.166666666666667	1	6	14	1	2	-0.0333333333333333
Group_202_10	23019	slc9a6b	solute carrier family 9%2C subfamily A (NHE6%2C cation proton antiporter 6)%2C member 6b [Source:ZFIN%3BAcc:ZDB-GENE-080226-2]	chr1	20177634	20192317	-1.5	0.457271036218404	6	30	1	2	-0.166666666666667
Group_4_50	22995	rab39b	RAB39B%2C member RAS oncogene family [Source:HGNC Symbol%3BAcc:HGNC:16499]	chr1	20238569	20239975	-2.33333333333333	0.590062111801242	9	10	3	1	-0.276315789473684
Group_592_3	22994	rbm14a	RNA binding motif protein 14a [Source:ZFIN%3BAcc:ZDB-GENE-050522-496]	chr1	20293366	20297258	-5.4	0.168992248062016	10	32	2	1	-0.428571428571429
Group_610_1	23007	rin1a	Ras and Rab interactor 1a [Source:ZFIN%3BAcc:ZDB-GENE-091204-129]	chr1	20297892	20301652	0.214285714285714	1	14	22	2	4	0.0555555555555556
Group_4373_0	22993	dpp3	dipeptidyl peptidase 3%2C transcript variant X2	chr1	20301800	20308708	-1.13461538461538	0.387750983755423	13	37	3	4	-0.168571428571429
Group_92_22	22992	cd248	CD248 molecule	chr1	20320003	20323376	0.467741935483871	0.489213964236648	31	33	3	6	0.151041666666667
Group_1384_0	22991	loc107386744		chr1	20356791	20390685	0.464736842105263	0.078399839106125	190	113	18	20	0.153378495744311
Group_105_10	23006	mcf2b	MCF.2 cell line derived transforming sequence b [Source:ZFIN%3BAcc:ZDB-GENE-091118-4]	chr1	20419961	20445453	-0.233333333333333	1	20	37	2	3	-0.0491228070175439
Group_442_5	22987	ablim3	actin binding LIM protein family member 3 [Source:HGNC Symbol%3BAcc:HGNC:29132]	chr1	20527754	20606199	0.578947368421053	0.456552630120412	19	16	3	6	0.20952380952381
Group_2429_1	23002	il12bb	interleukin 12B%2C b [Source:ZFIN%3BAcc:ZDB-GENE-030131-7937]	chr1	20678719	20682307	-2.16666666666667	0.606003752345216	18	19	3	1	-0.263513513513513
Group_5055_0	22986	ublcp1	ubiquitin like domain containing CTD phosphatase 1	chr1	20683102	20686890	0.533333333333333	1	6	14	1	5	0.133333333333333
Group_10_78	22998	cysltr3	cysteinyl leukotriene receptor 3 [Source:ZFIN%3BAcc:ZDB-GENE-131127-536]	chr1	20901606	20920562	-0.481481481481481	0.704078391784374	9	20	4	6	-0.0896551724137931
Group_1385_0	30057	etnppl	ethanolamine-phosphate phospho-lyase	chr1	21013251	21025003	0	1	15	21	5	7	0
