OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	alpha	p	dN	dS	pN	pS	DoS
Group_317_3	10983	abcg2a	ATP-binding cassette%2C sub-family G (WHITE)%2C member 2a [Source:ZFIN%3BAcc:ZDB-GENE-050517-35]	chr1	5761153	5782276	-0.266666666666667	1	5	19	1	3	-0.0416666666666667
Group_2757_1	11005	otud4	OTU deubiquitinase 4	chr1	6188106	6207119	0.818181818181818	0.150137074665377	33	18	1	3	0.397058823529412
Group_377_5	30462	ednrab	endothelin receptor type Ab [Source:ZFIN%3BAcc:ZDB-GENE-040426-2364]	chr1	6265968	6271593	0.2	1	15	12	1	1	0.0555555555555556
Group_2384_1	30466	glg1	golgi glycoprotein 1	chr1	6758866	6792012	-0.6875	0.386363636363636	16	27	1	0	-0.627906976744186
Group_306_3	5762	trpc5a	transient receptor potential cation channel%2C subfamily C%2C member 5a [Source:ZFIN%3BAcc:ZDB-GENE-040812-1]	chr1	7007555	7128529	-0.111111111111111	1	9	20	1	2	-0.0229885057471264
Group_1659_1	4099	tmem55bb	transmembrane protein 55Bb [Source:ZFIN%3BAcc:ZDB-GENE-121214-195]	chr1	7655020	7670015	-0.25	1	4	5	1	0	-0.555555555555556
Group_1329_1	5113	loc107376899		chr1	7797211	7810493	0.282608695652174	0.657686388390297	92	33	4	2	0.0693333333333334
Group_339_2	5115	dysf	dysferlin%2C transcript variant X1	chr1	7984480	8096182	-2.92857142857143	0.182522389491554	28	55	4	2	-0.329317269076305
Group_4734_0	5116	tkfc	triokinase and FMN cyclase	chr1	8562457	8571153	-2.14285714285714	0.295161290322581	7	22	2	2	-0.258620689655172
Group_3795_1	5117	si:dkey-9k7.3	si:dkey-9k7.3 [Source:ZFIN%3BAcc:ZDB-GENE-160728-12]	chr1	8571263	8590944	0.428571428571429	1	14	16	1	2	0.133333333333333
Group_5011_0	15046	pop7	POP7 homolog%2C ribonuclease P/MRP subunit	chr1	8790005	8791834	-5	0.25	1	6	1	0	-0.857142857142857
Group_1096_0	30705	kdm6ba	lysine (K)-specific demethylase 6B%2C a [Source:ZFIN%3BAcc:ZDB-GENE-091005-1]	chr1	9890506	9899628	0.657142857142857	0.293869162857954	45	54	2	7	0.232323232323232
Group_2151_1	15050	tdrd7	tudor domain containing 7 [Source:HGNC Symbol%3BAcc:HGNC:30831]	chr1	9923651	9956098	0.289473684210526	1	19	27	2	4	0.0797101449275363
Group_1941_0	15041	dctn1a	dynactin 1a [Source:ZFIN%3BAcc:ZDB-GENE-070117-2205]	chr1	9962813	9979669	-4.66666666666667	0.192629179331307	12	34	2	1	-0.405797101449275
Group_2543_1	1484	rpgrip1	retinitis pigmentosa GTPase regulator interacting protein 1 [Source:ZFIN%3BAcc:ZDB-GENE-091204-394]	chr1	9987603	10007177	0.275862068965517	1	29	21	1	1	0.08
Group_5_44	15052	ct573322.1	unknown	chr1	10017841	10024791	-0.333333333333333	1	15	10	2	1	-0.0666666666666667
Group_6173_0	15044	mrpl48	mitochondrial ribosomal protein L48	chr1	10309942	10321394	0.8125	1	16	3	1	0	-0.157894736842105
Group_4566_0	15059	amfr	autocrine motility factor receptor%2C E3 ubiquitin protein ligase%2C transcript variant X2	chr1	10489201	10515278	-0.916666666666667	0.361111111111111	12	23	1	0	-0.657142857142857
Group_47_25	20334	sema4f	ssemaphorin 4F [Source:HGNC Symbol%3BAcc:HGNC:10734]	chr1	10567130	10683017	0.4	0.633704355769019	25	15	2	2	0.125
Group_1217_0	20335	dok1b	docking protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2063]	chr1	10843404	10870951	0.133333333333333	1	20	13	4	3	0.0346320346320347
Group_507_2	20332	si:cabz01007807.1	si:cabz01007807.1 [Source:ZFIN%3BAcc:ZDB-GENE-160728-149]	chr1	10876802	10932734	0.453125	1	64	35	1	0	-0.353535353535353
Group_105_8	26678	arhgef40	Rho guanine nucleotide exchange factor (GEF) 40 [Source:ZFIN%3BAcc:ZDB-GENE-110623-2]	chr1	11136239	11163058	0.5375	0.610759493670886	40	37	1	2	0.186147186147186
Group_866_1	26679	znf219	zinc finger protein 219 [Source:ZFIN%3BAcc:ZDB-GENE-110623-1]	chr1	11163062	11212531	0.0480769230769231	1	26	33	3	4	0.0121065375302664
Group_5_27	26682	btr12	bloodthirsty-related gene family%2C member 12 [Source:ZFIN%3BAcc:ZDB-GENE-060929-548]	chr1	11300387	11315313	0.875	0.235164835164835	8	3	1	3	0.477272727272727
Group_5584_0	26686	fam193a	family with sequence similarity 193 member A%2C transcript variant X1	chr1	11442090	11463760	0.441176470588235	1	34	76	1	4	0.109090909090909
Group_393_1	5988	khnyn	KH and NYN domain containing [Source:HGNC Symbol%3BAcc:HGNC:20166]	chr1	11922072	11953440	0.603448275862069	0.585477415666095	29	23	1	2	0.224358974358974
Group_1030_1	5991	lpcat4	lysophosphatidylcholine acyltransferase 4	chr1	12018260	12034813	0.887254901960784	0.0610482967886428	68	23	1	3	0.497252747252747
Group_1312_0	30002	frmd4bb	FERM domain containing 4Bb [Source:ZFIN%3BAcc:ZDB-GENE-100921-74]	chr1	12658286	12674550	-0.6875	1	16	27	1	1	-0.127906976744186
Group_407_4	3745	dnd1	DND microRNA-mediated repression inhibitor 1 [Source:ZFIN%3BAcc:ZDB-GENE-030828-4]	chr1	13445010	13508390	0.481481481481482	1	27	7	2	0	-0.205882352941177
Group_4960_0	6168	smg7	SMG7 nonsense mediated mRNA decay factor%2C transcript variant X1	chr1	13673635	13685513	-0.6875	1	8	27	1	2	-0.104761904761905
Group_8159_0	6172	si:dkey-171c9.3	si:dkey-171c9.3 [Source:ZFIN%3BAcc:ZDB-GENE-141216-372]	chr1	14051505	14052299	-2.9	0.22	10	13	3	0	-0.565217391304348
Group_679_1	6190	shroom4	shroom family member 4%2C transcript variant X1	chr1	14227025	14335635	0.321739130434783	0.729594873012653	46	39	4	5	0.0967320261437908
Group_3968_0	6178	nhsl2	NHS-like 2 [Source:ZFIN%3BAcc:ZDB-GENE-130530-951]	chr1	14636865	14740524	0.25	0.761112626507952	25	30	5	8	0.0699300699300699
Group_8_13	6181	col4a6	collagen%2C type IV%2C alpha 6 [Source:ZFIN%3BAcc:ZDB-GENE-101001-2]	chr1	15210928	15275708	0.486842105263158	0.676963832827795	38	39	2	4	0.16017316017316
Group_2352_0	23146	atf6b	activating transcription factor 6 beta%2C transcript variant X1	chr1	15337501	15354907	-1.71428571428571	0.563218390804598	7	19	2	2	-0.230769230769231
Group_4555_0	23143	loc107394437		chr1	15403000	15416720	-1	0.4	3	6	1	0	-0.666666666666667
Group_5943_0	23114	vps52	vacuolar protein sorting 52 homolog (S. cerevisiae) [Source:ZFIN%3BAcc:ZDB-GENE-010430-2]	chr1	15439331	15448345	-0.466666666666667	1	3	22	1	5	-0.0466666666666667
Group_2544_1	23105	ccs	copper chaperone for superoxide dismutase%2C transcript variant X1	chr1	15892643	15905662	-3.8	0.12280701754386	5	12	2	0	-0.705882352941176
Group_610_2	23134	si:ch211-168d1.3	si:ch211-168d1.3 [Source:ZFIN%3BAcc:ZDB-GENE-160113-13]	chr1	16134302	16192060	0.5	1	13	13	1	2	0.166666666666667
Group_4153_0	23098	intu	inturned planar cell polarity protein%2C transcript variant X1	chr1	16338013	16360640	0.233333333333333	1	15	23	1	2	0.0614035087719298
Group_3716_0	23127	wdr19	WD repeat domain 19	chr1	16368409	16386247	-4.09090909090909	0.221951219512195	11	28	2	1	-0.384615384615385
Group_6924_0	23126	trmt10b	tRNA methyltransferase 10B%2C transcript variant X2	chr1	16387368	16399432	-0.25	0.523809523809524	8	5	2	0	-0.384615384615385
Group_8157_0	23096	loc107377113		chr1	16418376	16419806	0.933333333333333	0.215686274509804	15	1	1	1	0.4375
Group_298_2	23124	loc107377055		chr1	16439805	16446598	-0.5	0.428571428571429	8	12	1	0	-0.6
Group_235_2	23094	f13a1b	coagulation factor XIII%2C A1 polypeptide b [Source:ZFIN%3BAcc:ZDB-GENE-030131-9634]	chr1	16506231	16518080	0.547619047619048	0.452713162078487	12	19	2	7	0.164874551971326
Group_18_24	23121	si:dkey-185m8.2	si:dkey-185m8.2 [Source:ZFIN%3BAcc:ZDB-GENE-160114-60]	chr1	16526947	16534964	-0.125	0.839817687354443	76	57	18	12	-0.0285714285714286
Group_2743_1	23093	cant1a	calcium activated nucleotidase 1a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2441]	chr1	16568319	16569714	-0.428571428571429	0.444444444444444	7	10	1	0	-0.588235294117647
Group_8387_0	23120	ankrd53	ankyrin repeat domain 53	chr1	16588831	16591942	0.710526315789474	0.547287390029325	19	11	1	2	0.3
Group_129_4	23087	bmpr2	bone morphogenetic protein receptor type II	chr1	16812526	16836675	0.642857142857143	0.646715309647811	14	25	1	5	0.192307692307692
Group_289_6	23116	dock9b	dedicator of cytokinesis 9b [Source:ZFIN%3BAcc:ZDB-GENE-090916-2]	chr1	16873575	16939669	-1	0.602503084787591	20	40	2	2	-0.166666666666667
Group_8964_0	23085	loc107377100		chr1	17088718	17094374	0.681818181818182	1	22	7	1	0	-0.241379310344828
Group_373_6	23075	egfra	epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog%2C avian) [Source:ZFIN%3BAcc:ZDB-GENE-030918-1]	chr1	17537206	17580782	-0.05	1	8	21	2	5	-0.00985221674876846
Group_2414_1	23074	npc1	Niemann-Pick disease%2C type C1	chr1	17586032	17607300	-0.333333333333333	1	33	22	2	1	-0.0666666666666667
Group_1453_0	23065	cables1	Cdk5 and Abl enzyme substrate 1	chr1	17614781	17649803	-0.125	1	8	9	1	1	-0.0294117647058824
Group_26_49	23053	fgfr4	fibroblast growth factor receptor 4	chr1	18280602	18294755	0.2	1	10	16	1	2	0.0512820512820513
Group_2896_1	23036	yipf5	Yip1 domain family member 5	chr1	19069561	19075247	-0.25	1	4	5	1	1	-0.0555555555555556
Group_4205_0	1910	grxcr2	glutaredoxin and cysteine rich domain containing 2	chr1	19401671	19525857	-2	0.567099567099567	2	3	4	2	-0.266666666666667
Group_2213_0	1909	rbm27	RNA binding motif protein 27%2C transcript variant X1	chr1	19554975	19573756	-7.72727272727273	0.0165955429113324	11	24	4	0	-0.685714285714286
Group_397_6	23029	adad2	adenosine deaminase domain containing 2%2C transcript variant X3	chr1	20128386	20139654	0.52	1	25	6	2	0	-0.193548387096774
Group_59_12	23021	adgrg4b	adhesion G protein-coupled receptor G4b [Source:ZFIN%3BAcc:ZDB-GENE-091204-201]	chr1	20142305	20149954	-1.16666666666667	0.481481481481482	12	13	2	0	-0.52
Group_202_10	23019	slc9a6b	solute carrier family 9%2C subfamily A (NHE6%2C cation proton antiporter 6)%2C member 6b [Source:ZFIN%3BAcc:ZDB-GENE-080226-2]	chr1	20177634	20192317	-1	0.36	8	16	1	0	-0.666666666666667
Group_4_50	22995	rab39b	RAB39B%2C member RAS oncogene family [Source:HGNC Symbol%3BAcc:HGNC:16499]	chr1	20238569	20239975	0.777777777777778	1	18	4	1	0	-0.181818181818182
Group_610_1	23007	rin1a	Ras and Rab interactor 1a [Source:ZFIN%3BAcc:ZDB-GENE-091204-129]	chr1	20297892	20301652	-0.153846153846154	1	13	10	3	2	-0.0347826086956522
Group_1384_0	22991	loc107386744		chr1	20356791	20390685	-0.282296650717703	0.674790750492968	76	67	16	11	-0.0611240611240611
Group_105_10	23006	mcf2b	MCF.2 cell line derived transforming sequence b [Source:ZFIN%3BAcc:ZDB-GENE-091118-4]	chr1	20419961	20445453	-1	0.597052280311457	7	21	2	3	-0.15
Group_2_95	22989	f9b	coagulation factor IXb [Source:ZFIN%3BAcc:ZDB-GENE-060421-7346]	chr1	20448443	20457181	0	1	20	20	1	0	-0.5
Group_2429_1	23002	il12bb	interleukin 12B%2C b [Source:ZFIN%3BAcc:ZDB-GENE-030131-7937]	chr1	20678719	20682307	0	1	8	8	1	0	-0.5
Group_10_78	22998	cysltr3	cysteinyl leukotriene receptor 3 [Source:ZFIN%3BAcc:ZDB-GENE-131127-536]	chr1	20901606	20920562	0.0625	1	16	5	3	1	0.0119047619047619
Group_6650_0	32012	cdca9	cell division cycle associated 9 [Source:ZFIN%3BAcc:ZDB-GENE-090706-4]	chr1	21423028	21434446	0.4	1	15	9	1	0	-0.375
Group_854_3	19347	dennd4c	DENN/MADD domain containing 4C [Source:ZFIN%3BAcc:ZDB-GENE-120727-13]	chr1	21442494	21465722	-0.02	1	20	51	2	5	-0.00402414486921526
Group_654_1	19345	nfib	nuclear factor I/B%2C transcript variant X1	chr1	21590134	21658353	-4.5	0.371428571428571	2	11	1	1	-0.346153846153846
Group_997_3	22372	usp53	ubiquitin specific peptidase 53 [Source:HGNC Symbol%3BAcc:HGNC:29255]	chr1	21755712	21810633	0.578947368421053	0.626103775965016	19	24	1	3	0.191860465116279
Group_612_2	22370	sec24d	SEC24 homolog D%2C COPII coat complex component%2C transcript variant X1	chr1	21895147	21909010	-0.815126050420168	0.373773962289048	17	27	8	7	-0.146969696969697
Group_999_1	22375	adgra3	adhesion G protein-coupled receptor A3	chr1	22256931	22329798	0.351851851851852	1	18	35	1	3	0.0896226415094339
Group_2293_1	22376	ppargc1a	PPARG coactivator 1 alpha%2C transcript variant X1	chr1	22583589	22623874	0	1	24	24	1	1	0
Group_182_3	2869	loc107377411		chr1	22986852	23302404	0.419354838709677	0.71495959704015	31	63	2	7	0.107565011820331
Group_18_33	296	loc107377160		chr1	24262201	24266421	0.1	1	20	9	2	0	-0.310344827586207
Group_394_8	30500	si:dkeyp-67a8.2	si:dkeyp-67a8.2 [Source:ZFIN%3BAcc:ZDB-GENE-070912-664]	chr1	24293080	24293934	0.788461538461538	0.329501915708812	13	11	1	4	0.341666666666667
Group_215_4	11737	arhgef11	Rho guanine nucleotide exchange factor 11%2C transcript variant X1	chr1	24317814	24353667	0.496710526315789	0.517656714496082	38	51	3	8	0.154239019407559
Group_1104_3	11738	vangl2	VANGL planar cell polarity protein 2 [Source:HGNC Symbol%3BAcc:HGNC:15511]	chr1	24378576	24388745	0.363636363636364	1	11	14	1	2	0.106666666666667
Group_3483_0	16906	si:cabz01080528.1	si:cabz01080528.1 [Source:ZFIN%3BAcc:ZDB-GENE-160728-36]	chr1	25019701	25028270	-1.91666666666667	0.270833333333333	12	35	1	0	-0.74468085106383
Group_3081_1	16908	dctn6	dynactin subunit 6 [Source:HGNC Symbol%3BAcc:HGNC:16964]	chr1	25222186	25224917	0.375	1	8	5	1	0	-0.384615384615385
Group_3012_1	27178	ect2l	epithelial cell transforming 2 like%2C transcript variant X1	chr1	25706340	25718389	0.395833333333333	1	24	29	1	2	0.119496855345912
Group_782_1	27174	loc107377203		chr1	26007825	26065400	-1.30769230769231	0.482758620689655	13	15	2	0	-0.535714285714286
Group_84_19	27175	obsl1a	obscurin-like 1a [Source:ZFIN%3BAcc:ZDB-GENE-060503-649]	chr1	26284878	26317461	-1.125	0.462643860760708	40	51	5	3	-0.18543956043956
Group_4074_0	27196	stk11ip	serine/threonine kinase 11 interacting protein	chr1	26461955	26505402	-0.216216216216216	1	37	45	1	1	-0.048780487804878
Group_430_1	27198	tns1a	tensin 1a [Source:ZFIN%3BAcc:ZDB-GENE-120215-32]	chr1	26628100	26679395	0.737588652482269	0.326005943676588	47	37	1	3	0.30952380952381
Group_373_0	1540	erbb4	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol%3BAcc:HGNC:3432]	chr1	27117625	27643574	-0.5625	1	16	50	1	2	-0.0909090909090909
Group_1038_1	2630	slain1	SLAIN motif family member 1 [Source:HGNC Symbol%3BAcc:HGNC:26387]	chr1	29581111	29599536	0.235294117647059	1	17	13	1	1	0.0666666666666667
Group_8676_0	2627	ccdc122	coiled-coil domain containing 122%2C transcript variant X1	chr1	29660206	29663687	0.538461538461538	1	13	6	1	0	-0.315789473684211
Group_2357_0	2617	tsc22d1	TSC22 domain family member 1%2C transcript variant X1	chr1	29697999	29723352	0.142857142857143	1	21	18	1	1	0.0384615384615384
Group_6042_0	2621	gba2	glucosylceramidase beta 2%2C transcript variant X2	chr1	29877935	29904799	-1.33333333333333	0.32258064516129	9	21	1	0	-0.7
Group_454_1	4305	tm4sf5	transmembrane 4 L six family member 5	chr1	30285447	30294494	-1.25	1	4	9	1	1	-0.192307692307692
Group_2258_1	4313	dnajc3b	DnaJ (Hsp40) homolog%2C subfamily C%2C member 3b [Source:ZFIN%3BAcc:ZDB-GENE-000831-4]	chr1	30346015	30355931	-1.375	0.321428571428571	8	19	1	0	-0.703703703703704
Group_43_34	4312	chd3	chromodomain helicase DNA binding protein 3 [Source:ZFIN%3BAcc:ZDB-GENE-121031-4]	chr1	30359686	30419669	-2.16666666666667	0.379528190250792	9	57	1	2	-0.196969696969697
Group_4668_0	1118	poln	DNA polymerase nu [Source:HGNC Symbol%3BAcc:HGNC:18870]	chr1	31069083	31164047	0	1	13	13	1	1	0
Group_101_9	24697	svep1	sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain containing 1%2C transcript variant X1	chr1	31196859	31341048	0.314814814814815	0.753823624418742	54	111	3	9	0.0772727272727273
Group_1894_0	24699	cideb	cell death-inducing DFFA-like effector b [Source:ZFIN%3BAcc:ZDB-GENE-080514-2]	chr1	31434883	31446773	0.541666666666667	0.388449600935765	48	22	3	3	0.185714285714286
Group_6896_0	24683	efs	embryonal Fyn-associated substrate [Source:HGNC Symbol%3BAcc:HGNC:16898]	chr1	31461928	31468999	0.282608695652174	1	23	33	1	2	0.0773809523809524
Group_1553_1	24686	lrp10	LDL receptor related protein 10	chr1	31607660	31615128	0	1	22	22	1	1	0
Group_986_2	31285	per1b	period circadian clock 1b [Source:ZFIN%3BAcc:ZDB-GENE-040419-1]	chr1	32020645	32045117	0.369047619047619	1	28	53	1	3	0.095679012345679
Group_1241_4	23993	il4i1	interleukin 4 induced 1 [Source:HGNC Symbol%3BAcc:HGNC:19094]	chr1	33007734	33014475	-0.357142857142857	0.730016642504494	7	19	5	10	-0.0641025641025641
Group_2671_1	23985	metap2a	methionyl aminopeptidase 2a [Source:ZFIN%3BAcc:ZDB-GENE-061013-5]	chr1	33121769	33139525	0.357142857142857	0.718937755179807	14	21	3	7	0.1
Group_8013_0	29882	si:ch73-335l21.4	si:ch73-335l21.4 [Source:ZFIN%3BAcc:ZDB-GENE-160728-105]	chr1	33702343	33705482	0	1	1	1	1	0	-0.5
Group_1786_2	29892	zgc:114045	zgc:114045 [Source:ZFIN%3BAcc:ZDB-GENE-050913-119]	chr1	33798829	33833261	-2.42857142857143	0.544155844155844	7	12	2	1	-0.298245614035088
Group_0_131	29894	bcl6b	B-cell CLL/lymphoma 6%2C member B%2C transcript variant X1	chr1	33917626	33921778	-0.75	1	16	14	2	1	-0.133333333333333
Group_385_7	29885	trip6	thyroid hormone receptor interactor 6 [Source:ZFIN%3BAcc:ZDB-GENE-140106-91]	chr1	33930832	33939858	-0.9	0.366666666666667	10	19	1	0	-0.655172413793103
Group_767_3	15	loc107397291		chr1	33939862	33959031	-0.088235294117647	1	34	37	1	1	-0.0211267605633803
Group_440_4	29895	si:dkey-38p12.3	si:dkey-38p12.3 [Source:ZFIN%3BAcc:ZDB-GENE-060810-103]	chr1	33967812	33999757	-0.393939393939394	0.425	33	46	1	0	-0.582278481012658
Group_4868_0	30005	shbg	sex hormone-binding globulin	chr1	34160270	34165653	-0.0769230769230769	1	13	14	1	1	-0.0185185185185185
Group_2611_0	3861	zbtb4	zinc finger and BTB domain containing 4 [Source:ZFIN%3BAcc:ZDB-GENE-100318-5]	chr1	34170880	34176339	0.583333333333333	0.647518108657258	27	45	1	4	0.175
Group_5_46	3853	si:dkey-219e21.2	si:dkey-219e21.2 [Source:ZFIN%3BAcc:ZDB-GENE-141215-26]	chr1	34246761	34259450	0.117647058823529	1	17	15	1	0	-0.46875
Group_6910_0	30010	elp5	elongator acetyltransferase complex subunit 5	chr1	34392248	34401931	0.5	1	8	4	1	1	0.166666666666667
Group_119_7	25367	loc107377403		chr1	35382002	35382929	0	1	7	7	1	1	0
Group_2_2	3768	hgfac	HGF activator	chr1	35581942	35612579	-1.5	0.57174638487208	8	20	2	2	-0.214285714285714
Group_847_3	16539	si:ch73-217b7.1	si:ch73-217b7.1 [Source:ZFIN%3BAcc:ZDB-GENE-050208-210]	chr1	35985324	36037347	-0.785714285714286	0.494949494949495	28	25	2	0	-0.471698113207547
Group_133_7	30813	loc107377458		chr1	36547055	36611144	0.15625	1	32	27	2	2	0.0423728813559322
Group_4900_0	2185	snx17	sorting nexin 17	chr1	37493860	37534403	-1	0.539243365330322	4	16	1	2	-0.133333333333333
Group_5071_0	2182	atraid	all-trans retinoic acid induced differentiation factor	chr1	37533770	37540569	-1	0.384615384615385	4	8	1	0	-0.666666666666667
Group_3970_0	11339	bmf2	Bcl2 modifying factor 2 [Source:ZFIN%3BAcc:ZDB-GENE-041210-319]	chr1	37812889	37818170	0.285714285714286	1	7	5	1	0	-0.416666666666667
Group_6534_0	11340	zc3h14	zinc finger CCCH-type containing 14%2C transcript variant X1	chr1	37868103	37872457	0	1	19	19	1	0	-0.5
Group_1049_4	11342	flvcr2b	feline leukemia virus subgroup C cellular receptor family%2C member 2b [Source:ZFIN%3BAcc:ZDB-GENE-041210-312]	chr1	37885636	37923483	0.722222222222222	0.54349276974416	18	10	1	2	0.30952380952381
Group_14_18	11343	esrrb	estrogen-related receptor beta [Source:ZFIN%3BAcc:ZDB-GENE-040616-2]	chr1	38063930	38101448	-1	1	5	10	1	1	-0.166666666666667
Group_4587_0	910	ylpm1	YLP motif containing 1%2C transcript variant X1	chr1	38136163	38172782	0.328571428571429	0.556268985477779	50	47	5	7	0.0987972508591065
Group_4345_0	11345	tmed10	transmembrane p24 trafficking protein 10	chr1	38239477	38243644	-2	0.4	1	3	1	0	-0.75
Group_290_10	4741	slc7a2	solute carrier family 7 member 2%2C transcript variant X2	chr1	38367991	38392018	-0.75	0.62458929517753	12	21	2	2	-0.136363636363636
Group_879_2	4752	mtus1a	microtubule associated tumor suppressor 1a [Source:ZFIN%3BAcc:ZDB-GENE-061103-409]	chr1	38415847	38431112	-0.428571428571429	1	7	10	1	1	-0.0882352941176471
Group_447_3	4743	clint1a	clathrin interactor 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-2590]	chr1	38693861	38714238	-0.263157894736842	0.454545454545455	19	24	1	0	-0.558139534883721
Group_169_11	4745	adam19b	ADAM metallopeptidase domain 19b [Source:ZFIN%3BAcc:ZDB-GENE-070705-541]	chr1	38736904	38751862	-3.3448275862069	0.306594265498375	29	42	3	1	-0.341549295774648
Group_4347_0	30066	gpr151	G protein-coupled receptor 151	chr1	38772134	38773453	-0.0833333333333333	1	12	13	1	1	-0.02
Group_6542_0	28984	armc2	armadillo repeat containing 2%2C transcript variant X1	chr1	39441268	39463843	0.1	1	20	18	1	0	-0.473684210526316
Group_2546_0	28983	cep57l1	centrosomal protein 57kDa-like 1%2C transcript variant X1	chr1	39531831	39536652	0.5	1	12	6	1	0	-0.333333333333333
Group_7762_0	28982	gen1	GEN1%2C Holliday junction 5' flap endonuclease	chr1	39559569	39568105	0.517241379310345	1	29	14	1	0	-0.325581395348837
Group_367_4	28979	syne1a	spectrin repeat containing%2C nuclear envelope 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-4172]	chr1	39644304	39782035	-0.348235294117647	0.468520832917106	170	191	18	15	-0.0745404180307227
Group_5218_0	28967	armt1	acidic residue methyltransferase 1%2C transcript variant X1	chr1	39796214	39800317	-0.857142857142857	0.380952380952381	7	13	1	0	-0.65
Group_6935_0	28966	akap12b	A kinase (PRKA) anchor protein 12b [Source:ZFIN%3BAcc:ZDB-GENE-030131-9753]	chr1	39813930	39858478	-0.322033898305085	0.519393939393939	59	39	2	0	-0.397959183673469
Group_719_1	28965	mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like%2C transcript variant X1	chr1	39866590	39894718	-2.9375	0.0980769230769231	16	21	3	0	-0.567567567567568
Group_1284_2	10334	rp1l1	retinitis pigmentosa 1-like 1	chr1	40126802	40142184	0.285513361462729	0.699521077645523	237	127	4	3	0.0796703296703297
Group_621_0	1988	sash1a	SAM and SH3 domain containing 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-9960]	chr1	40245287	40504930	0.28	1	25	24	3	4	0.0816326530612245
Group_11_22	25644	grm1a	glutamate receptor%2C metabotropic 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-7893]	chr1	41429015	41483079	-0.45	1	10	29	1	2	-0.0769230769230769
Group_354_4	25643	unknown		chr1	41495735	41507646	0	1	16	16	1	1	0
Group_5615_0	25657	epm2a	epilepsy%2C progressive myoclonus type 2A%2C Lafora disease (laforin)	chr1	41510273	41515626	-2	0.194805194805195	8	12	2	0	-0.6
