OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	p.x	dN.x	dS.x	pN.x	pS.x	DoS.x	p.y	dN.y	dS.y	pN.y	pS.y	DoS.y	diffDosP	diffDosQ	dNdSP	pNpSP	diffDoS	diffDoSQuantile
Group_1004_1	16794	znf281a	zinc finger protein 281a [Source:ZFIN%3BAcc:ZDB-GENE-131126-34]	chr16	1210695	1226886	1	13	12	1	2	0.186666666666667	0.597701149425287	13	12	1	3	0.27	0.980361777754122	1	1	1	-0.083333333333333	0.219777503090235
Group_1006_0	27956	card11	caspase recruitment domain family member 11%2C transcript variant X1	chr6	56508986	56545507	0.257370598325093	24	23	2	6	0.26063829787234	0.424934549065632	26	25	2	5	0.224089635854342	0.981563389432776	1	1	1	0.036548662017998	0.39283065512979
Group_1009_1	13412	ccnt2b	cyclin T2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-183]	chr11	26014693	26030022	0.547783251231527	10	17	2	1	-0.296296296296296	0.387096774193548	11	19	1	0	-0.633333333333333	0.687805028600134	1	1	1	0.337037037037037	0.738689740420272
Group_1009_2	8072	ccnk	cyclin K%2C transcript variant X1	chr1	62786855	62794921	0.538405400474366	3	22	1	4	-0.08	0.2	5	24	1	0	-0.827586206896552	0.204663876897884	0.746026659890882	0.875643943328105	0.698535358303339	0.747586206896552	0.955995055624227
Group_1009_3	30400	ccnt2a	cyclin T2a [Source:ZFIN%3BAcc:ZDB-GENE-030131-5779]	chr9	10711113	10722732	1	8	15	1	4	0.147826086956522	1	8	18	1	1	-0.192307692307692	0.557449895593545	1	0.999999999999999	1	0.340133779264214	0.741161928306551
Group_101_12	27232	csmd2	CUB and Sushi multiple domains 2	chr5	15856594	16237878	0.02674485732703	33	96	2	28	0.189147286821705	0.123344311146387	34	106	1	15	0.180357142857143	0.191418131582816	0.729945614141305	0.91686589227451	0.999999999999999	0.00879014396456201	0.345859085290482
Group_101_13	13432	csmd1	CUB and Sushi multiple domains 1%2C transcript variant X1	chr11	23547133	24266974	0.213474199012645	28	71	4	23	0.134680134680135	0.48378598280827	28	80	4	7	-0.104377104377104	0.0309716852316255	0.315635525148477	0.822214036508002	0.298799263158946	0.239057239057239	0.644004944375773
Group_101_14	3584	cubn	cubilin (intrinsic factor-cobalamin receptor) [Source:ZFIN%3BAcc:ZDB-GENE-060228-6]	chr10	27237286	27317492	0.796935454420855	56	148	6	14	-0.0254901960784313	0.690685222412477	60	154	3	5	-0.0946261682242991	0.13795618911845	0.644734026696428	0.980396756969275	1	0.0691359721458678	0.436588380716935
Group_101_3	3264	bmp1	bone morphogenetic protein 1 [Source:HGNC Symbol%3BAcc:HGNC:1067]	chr6	39380161	39392877	0.640015157256537	4	16	1	9	0.1	0.401709401709402	5	20	1	1	-0.3	0.0779808229527412	0.520023047864086	1	0.729034489538804	0.4	0.787391841779975
Group_101_9	24697	svep1	sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain containing 1%2C transcript variant X1	chr1	31196859	31341048	0.163172399268759	55	93	8	26	0.136327503974563	0.753823624418742	54	111	3	9	0.0772727272727273	0.00718048924497437	0.153865600194059	0.481792312932154	1	0.0590547767018357	0.42398022249691
Group_102_0-Group_102_1	25882	sptbn1	spectrin beta%2C non-erythrocytic 1%2C transcript variant X2	chr6	34226493	34302226	1	12	52	3	13	0	1	11	50	3	13	-0.00717213114754098	0.998932887135867	1	0.999999999999999	1	0.00717213114754098	0.343634116192831
Group_102_11	14059	clmn	calmin [Source:ZFIN%3BAcc:ZDB-GENE-131127-546]	chr18	35492696	35507128	0.669373447910182	62	36	3	3	0.13265306122449	1	64	43	2	1	-0.0685358255451713	0.640251573207147	1	0.716102527379855	1	0.201188886769661	0.603461063040791
Group_102_13	3272	smtna	smoothelin a [Source:ZFIN%3BAcc:ZDB-GENE-091204-245]	chr6	39622928	39626835	0.490909090909091	5	4	3	0	-0.444444444444444	0.559440559440559	6	4	1	3	0.35	0.265761364621491	0.812732908461479	1	0.225269011985089	-0.794444444444444	0.00123609394313968
Group_102_16	2747	smtnl1	smoothelin-like 1%2C transcript variant X1	chr2	60664683	60667728	0.505494505494505	7	5	2	0	-0.416666666666667	0.244505494505495	7	5	5	0	-0.416666666666667	NA	NA	1	NA	0	0.333745364647713
Group_102_3	16996	si:ch73-262h23.4	si:ch73-262h23.4 [Source:ZFIN%3BAcc:ZDB-GENE-081031-8]	chr7	40432110	40518374	0.288069554167504	35	80	5	5	-0.195652173913043	0.637167887581271	36	85	2	3	-0.102479338842975	0.583403729156392	1	1	1	-0.093172835070068	0.208652657601978
Group_102_4	9257	sptb	spectrin%2C beta%2C erythrocytic [Source:ZFIN%3BAcc:ZDB-GENE-000906-1]	chr18	19390859	19433188	0.253201022754272	16	30	1	9	0.247826086956522	1	16	36	1	2	-0.0256410256410256	0.172428249052066	0.694889413622872	0.836005017190786	0.944056006774391	0.273467112597548	0.678615574783684
Group_102_7	30044	actn4	actinin alpha 4%2C transcript variant X6	chr7	27961309	28026162	1	10	18	3	6	0.0238095238095238	0.728383240831239	11	22	5	7	-0.0833333333333334	0.969772475268542	1	0.999999999999999	1	0.107142857142857	0.487762669962917
Group_1022_0	15237	tiam1b	T-cell lymphoma invasion and metastasis 1b [Source:ZFIN%3BAcc:ZDB-GENE-120221-1]	chr7	24530856	24572319	0.644637429439861	17	29	1	4	0.169565217391304	0.616190936945654	18	33	2	2	-0.147058823529412	0.768075281990691	1	1	0.812524269315369	0.316624040920716	0.720395550061805
Group_1022_2	26	tiam2a	T-cell lymphoma invasion and metastasis 2a [Source:ZFIN%3BAcc:ZDB-GENE-030219-98]	chr18	32015978	32058339	0.301701012213374	42	36	7	11	0.14957264957265	0.0277590611952919	45	39	2	10	0.369047619047619	0.384155362453725	0.910235438851095	1	0.371014285116492	-0.219474969474969	0.102595797280593
Group_1022_3	5692	tiam2	T-cell lymphoma invasion and metastasis 2 [Source:HGNC Symbol%3BAcc:HGNC:11806]	chr14	34714325	34737131	0.575949705610062	40	43	8	6	-0.0895008605851979	1	41	46	1	2	0.137931034482759	0.0627550289404758	0.466231541345939	1	0.910453192277426	-0.227431895067957	0.0988875154511743
Group_1023_1	690	sox6	SRY-box 6 [Source:HGNC Symbol%3BAcc:HGNC:16421]	chr4	37510617	37617225	1	11	18	3	4	-0.0492610837438424	1	13	24	1	3	0.101351351351351	0.604160232166874	1	0.999999999999999	1	-0.150612435095193	0.156489493201483
Group_1023_3	80	sox5	SRY (sex determining region Y)-box 5 [Source:ZFIN%3BAcc:ZDB-GENE-000607-13]	chr2	26625645	26902817	1	3	10	1	5	0.0641025641025641	0.476190476190476	3	10	1	1	-0.269230769230769	0.526669249226138	0.996226018417576	1	1	0.333333333333333	0.735228677379481
Group_1024_2	11664	fscn2b	fascin actin-bundling protein 2b%2C retinal [Source:ZFIN%3BAcc:ZDB-GENE-040426-1740]	chr16	14216506	14233191	1	5	5	2	1	-0.166666666666667	1	4	6	2	3	0	0.785627203171292	1	1	1	-0.166666666666667	0.142645241038319
Group_1025_3	9254	snap23.1	synaptosomal-associated protein 23.1 [Source:ZFIN%3BAcc:ZDB-GENE-040426-883]	chr18	19374945	19389387	1	10	7	1	1	0.0882352941176471	1	9	8	2	1	-0.137254901960784	0.934552980771428	1	1	1	0.225490196078431	0.629419035846724
Group_1029_3	20244	igsf9a	immunoglobulin superfamily%2C member 9a [Source:ZFIN%3BAcc:ZDB-GENE-060503-288]	chr8	47324933	47416697	0.802171886512673	43	36	12	8	-0.0556962025316455	0.60806227411732	51	56	2	1	-0.190031152647975	0.000679062954334562	0.0377656011603493	0.444830181155937	1	0.134334950116329	0.522620519159456
Group_103_12-Group_103_13	1179	hcn4	hyperpolarization activated cyclic nucleotide gated potassium channel 4	chr11	1039510	1125066	0.752425666902032	26	36	6	6	-0.0806451612903226	1	26	35	1	1	-0.0737704918032787	0.0972750086578356	0.564616099228803	1	1	-0.00687466948704391	0.311001236093943
Group_103_14	14752	loc107388618		chr4	28094004	28110973	0.464215550385548	16	26	2	7	0.158730158730159	0.639301874595992	20	28	1	3	0.166666666666667	0.485795583585341	0.984419751396012	0.897051202372998	1	-0.00793650793650799	0.309517923362176
Group_103_17	28746	hcn2	hyperpolarization activated cyclic nucleotide gated potassium channel 2 [Source:HGNC Symbol%3BAcc:HGNC:4846]	chr5	39483795	39522085	1	9	24	2	4	-0.0606060606060606	1	11	25	1	2	-0.0277777777777777	0.74811386755779	1	0.972364393483979	1	-0.0328282828282829	0.279110012360939
Group_103_21	25654	kcnh5a	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 5a [Source:ZFIN%3BAcc:ZDB-GENE-061106-2]	chr1	41862284	41881981	1	9	30	1	4	0.0307692307692308	0.227272727272727	9	34	1	0	-0.790697674418605	0.235703369926533	0.78380306310464	0.999999999999999	0.698535358303339	0.821466905187836	0.981211372064277
Group_103_26	18679	kcnh6a	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 6a [Source:ZFIN%3BAcc:ZDB-GENE-040702-5]	chr3	9672302	9710134	0.204417515950765	20	21	1	5	0.321138211382114	1	22	25	1	2	0.134751773049645	0.650903342227927	1	1	1	0.186386438332469	0.588875154511743
Group_103_4	13569	kcnh8	potassium voltage-gated channel subfamily H member 8	chr5	8550553	8655044	0.764483511804504	17	19	8	7	-0.0611111111111111	0.348837209302326	21	20	1	4	0.31219512195122	0.0909020805245513	0.553578303103711	0.90319399717553	0.436274928840529	-0.373306233062331	0.0440049443757726
Group_103_7	5026	kcnh3	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 3 [Source:ZFIN%3BAcc:ZDB-GENE-070912-23]	chr9	50354986	50404148	0.548899965406813	15	21	5	11	0.104166666666667	0.15009250693802	17	27	4	1	-0.413636363636364	0.0262825097309382	0.292787265619179	0.963411083671231	0.160000776581304	0.517803030303031	0.856613102595797
Group_103_8	21606	kcnh3	potassium voltage-gated channel subfamily H member 3 [Source:HGNC Symbol%3BAcc:HGNC:6252]	chr9	37020611	37243427	1	28	47	4	7	0.0096969696969697	1	35	50	2	4	0.0784313725490196	0.528816475979332	0.996570171250246	0.738088527260599	1	-0.0687344028520499	0.236341161928307
