OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	p.x	dN.x	dS.x	pN.x	pS.x	DoS.x	p.y	dN.y	dS.y	pN.y	pS.y	DoS.y	deltaDoSP	deltaDoSQ	dNdSP	pNpSP	deltaDoS	deltaDoSQuantile
Group_4110_0	20295	otulin	OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol%3BAcc:HGNC:25118]	chr10	17714593	17731902	0.333512247427438	16	9	7	9	0.2025	1	12	12	1	0	-0.5	0.0102833935089811	0.685458749681986	0.483169333936787	0.951567005999389	0.7025	0.981484160277738
Group_2520_1	6586	arid4b	AT-rich interaction domain 4B%2C transcript variant X1	chr6	1380014	1415981	0.577554344807747	28	41	5	11	0.0932971014492754	0.0135038179675088	30	45	5	0	-0.6	0.0111266673846969	0.701910501344167	0.999999999999999	0.0297168726429376	0.693297101449275	0.980471575292926
Group_7945_0	27624	tmem72	transmembrane protein 72	chr6	14321685	14327524	0.328671328671329	3	3	2	7	0.277777777777778	0.131221719457014	4	4	8	1	-0.388888888888889	0.0403269468935883	1	1	0.0177060658073666	0.666666666666667	0.976565890351512
Group_4454_0	18022	larp7	La ribonucleoprotein domain family member 7	chr2	43242114	43255571	0.718205413422321	12	13	4	7	0.116363636363636	0.227272727272727	14	17	2	0	-0.548387096774194	0.0413223595019024	1	1	0.373678307949895	0.66475073313783	0.974396065384059
Group_3332_1	31706	znf644	zinc finger protein 644%2C transcript variant X2	chr11	39911939	39941635	0.361560011863951	34	35	4	8	0.159420289855073	0.493839493839494	38	38	2	0	-0.5	0.0298442212847301	0.953618397105276	1	0.321121070762364	0.659420289855073	0.973962100390569
Group_5548_0	30973	ktn1	kinectin 1%2C transcript variant X2	chr16	49180535	49192329	0.780009642963452	19	30	6	13	0.0719656283566058	0.00791970663894092	24	34	6	0	-0.586206896551724	0.00330783601977151	0.432499559585125	0.939558731948528	0.014056343885156	0.65817252490833	0.973817445392738
Group_5832_0	8221	nudt12	nudix hydrolase 12	chr15	3542662	3544605	1	7	9	4	6	0.0375	0.409090909090909	8	13	1	0	-0.619047619047619	0.0398703608383024	1	0.992712504814352	0.923724918398048	0.656547619047619	0.973383480399248
Group_9_47	30818	si:zfos-588f8.1	si:zfos-588f8.1 [Source:ZFIN%3BAcc:ZDB-GENE-110411-111]	chr17	11855196	11883261	0.182893964759228	15	26	2	12	0.222996515679443	0.126669561441598	15	31	3	1	-0.423913043478261	0.0210038570827232	0.887225688774027	0.87004071186514	0.0787428956322421	0.646909559157704	0.971792275423116
Group_6_39	17423	sgk494b	uncharacterized serine/threonine-protein kinase SgK494b [Source:ZFIN%3BAcc:ZDB-GENE-120215-252]	chr15	31276031	31287586	0.705491990846682	9	9	4	6	0.1	0.48	11	13	1	0	-0.541666666666667	0.0353495389295512	1	1	0.923724918398048	0.641666666666667	0.971069000433965
Group_1377_2	13584	asb4	ankyrin repeat and SOCS box containing 4%2C transcript variant X1	chr5	9181768	9183825	0.0743034055727555	7	6	1	8	0.427350427350427	0.612971823498139	10	7	4	1	-0.211764705882353	0.0491984462022556	1	1	0.0459828605200297	0.63911513323278	0.970779690438305
Group_4872_0	15079	btbd7	BTB domain containing 7	chr18	28055582	28079836	1	17	29	4	8	0.036231884057971	0.415094339622641	21	31	1	0	-0.596153846153846	0.0178740074970315	0.882205626522977	0.888748863015139	0.805020272634401	0.632385730211817	0.969043830464343
Group_2462_1	12133	synpo2la	synaptopodin 2-like a [Source:ZFIN%3BAcc:ZDB-GENE-090828-4]	chr3	51542081	51553021	0.572231300449338	25	22	7	10	0.120150187734668	0.0567043878491754	32	32	5	0	-0.5	0.00491473343186343	0.465657729369774	0.888477668764637	0.0701037986725239	0.620150187734668	0.967741935483871
Group_824_3	27851	mtss1	metastasis suppressor 1%2C transcript variant X1	chr12	3368380	3481416	0.110701305693902	8	5	3	10	0.384615384615385	0.582043343653251	7	9	2	1	-0.229166666666667	0.0486708417673064	1	0.562083719772222	0.436981599954067	0.613782051282052	0.96672935049906
Group_2326_0	18859	wwc3	WWC family member 3	chr16	50959879	51016637	0.499818738982859	26	56	2	10	0.150406504065041	0.0848825331971399	25	62	3	1	-0.46264367816092	0.0493981866399118	1	0.800295054366518	0.119470986771701	0.613050182225961	0.966440040503399
Group_8043_0	1103	csgr13h15orf39	chromosome sgr13 open reading frame%2C human C15orf39	chr4	24932196	24939182	0.00287032307736042	44	28	5	17	0.383838383838384	0.11397567531553	43	32	15	4	-0.216140350877193	0.00398252802877004	0.455555541376344	0.765692278888147	0.00104552413704058	0.599978734715577	0.964993490525098
Group_9_54	22487	si:dkey-110c1.10	si:dkey-110c1.10 [Source:ZFIN%3BAcc:ZDB-GENE-050208-429]	chr17	6278578	6308612	0.344690695043512	32	29	4	8	0.191256830601093	0.0113140488284553	36	33	11	1	-0.394927536231884	0.031888106390558	0.976734401113779	1	0.0114120363860017	0.586184366832977	0.962534355561985
Group_77_12	28887	abcb11a	ATP-binding cassette%2C sub-family B (MDR/TAP)%2C member 11a [Source:ZFIN%3BAcc:ZDB-GENE-050517-13]	chr9	18101761	18111296	1	10	31	4	15	0.0333761232349166	0.00173611206044823	14	41	8	2	-0.545454545454546	0.00432096577228241	0.458756297471694	1	0.00765474545034069	0.578830668689463	0.960653840590192
Group_35_24	31357	nefh	neurofilament%2C heavy polypeptide	chr19	19654280	19657537	0.467408231368187	15	9	5	6	0.170454545454545	0.51417004048583	22	15	2	0	-0.405405405405405	0.0192337577689958	0.887034799026675	1	0.514158251091148	0.57585995085995	0.959930565601042
Group_2389_0	12355	patl1	protein associated with topoisomerase II homolog 1 (yeast) [Source:ZFIN%3BAcc:ZDB-GENE-070209-83]	chr8	63386641	63394158	1	16	23	5	6	-0.0442890442890443	0.404761904761905	16	25	1	0	-0.609756097560976	0.0436798053533644	1	1	1	0.565467053271932	0.95862867062057
Group_11_50	30040	v2rx4	vomeronasal 2 receptor%2C x4 [Source:ZFIN%3BAcc:ZDB-GENE-050419-263]	chr7	31875037	31882142	0.693384401507517	7	22	2	12	0.0985221674876847	0.00110927614159328	4	25	14	10	-0.445402298850575	0.0261428969089581	0.925566599187008	0.502932609377244	0.0207622242776099	0.54392446633826	0.955446260668306
Group_2920_0	12898	fbxo34	F-box protein 34	chr11	46372133	46389045	0.116366108343048	29	20	4	9	0.28414442700157	0.614236509758898	32	32	3	1	-0.25	0.0267185733057377	0.93021070008006	0.43524180911682	0.321721105536582	0.53414442700157	0.952987125705193
Group_2488_0	27503	unc45a	unc-45 myosin chaperone A	chr4	18510277	18516261	0.314774714919155	10	19	3	15	0.17816091954023	0.10215810593325	12	30	5	3	-0.339285714285714	0.0113585041127289	0.708499719838935	0.788388346404108	0.0605561426868197	0.517446633825944	0.946911615796326
Group_805_0	17428	hephl1b	hephaestin-like 1b [Source:ZFIN%3BAcc:ZDB-GENE-091204-388]	chr15	31048587	31057672	0.00511489254674001	99	15	6	6	0.368421052631579	1	99	17	1	0	-0.146551724137931	0.0246882553726909	0.915154446546407	0.890623003152034	1	0.51497277676951	0.946043685809345
Group_5886_0	10302	sepn1	selenoprotein N%2C 1%2C transcript variant X1	chr18	26196498	26202201	0.00968213372305444	9	4	1	9	0.592307692307692	1	11	8	1	1	0.0789473684210527	0.0490248766676794	1	0.78039369878639	0.729034489538804	0.513360323886639	0.945031100824533
Group_5818_0	23809	tmem201	transmembrane protein 201%2C transcript variant X1	chr13	15946427	15958784	0.191302322235111	28	11	7	7	0.217948717948718	0.553488372093023	30	12	3	0	-0.285714285714286	0.0437243171067756	1	0.999999999999999	0.34184859759802	0.503663003663004	0.942861275857081
Group_1668_0	26496	sh3bp4	SH3-domain binding protein 4 [Source:ZFIN%3BAcc:ZDB-GENE-081104-509]	chr9	40461378	40529335	1	24	24	8	8	0	0.491264849755416	26	26	2	0	-0.5	0.0117720277228651	0.727618331706905	1	0.557225303182526	0.5	0.941414725878779
Group_242_9	13139	si:dkey-22i16.2	si:dkey-22i16.2 [Source:ZFIN%3BAcc:ZDB-GENE-090312-66]	chr8	3377909	3385484	0.0304765247259304	12	12	4	20	0.333333333333333	0.611056376573618	9	17	2	2	-0.153846153846154	0.00415386782849244	0.455555541376344	0.415410850566785	0.397489088831997	0.487179487179487	0.936207145956893
Group_1291_0	30639	clip2	CAP-Gly domain containing linker protein 2%2C transcript variant X3	chr11	44841769	44875774	0.194535449529312	12	18	3	13	0.2125	0.558823529411765	13	20	2	1	-0.272727272727273	0.0227684853419471	0.909094088277289	1	0.310022397449818	0.485227272727273	0.935049905974251
Group_188_2	28753	loc107384113		chr5	39672621	39697499	0.00520846807081581	34	32	5	21	0.322843822843823	0.694506697840041	34	45	4	3	-0.141048824593128	0.00135573083936851	0.263360399339042	0.394460680294605	0.128238314684721	0.463892647436951	0.928395776074063
Group_832_2	13253	arhgap31	Rho GTPase activating protein 31	chr15	12919119	12931649	0.0860322550583796	24	25	7	19	0.220565149136578	0.284692802151804	28	38	6	3	-0.242424242424242	0.00208836795994452	0.330204971154948	0.610737709990389	0.0842407463366015	0.46298939156082	0.928106466078403
Group_8234_0	25718	mansc1	MANSC domain containing 1%2C transcript variant X1	chr2	2555347	2573573	0.415868238285303	19	7	5	4	0.175213675213675	1	25	10	1	0	-0.285714285714286	0.0459752822115261	1	0.999999999999999	1	0.460927960927961	0.927383191089252
Group_7833_1	9808	si:dkeyp-97a10.3	si:dkeyp-97a10.3 [Source:ZFIN%3BAcc:ZDB-GENE-131127-642]	chr3	43655760	43660465	0.346834176695278	22	9	9	7	0.147177419354839	1	27	12	1	0	-0.307692307692308	0.0030943295461065	0.41449285635145	1	1	0.454869727047147	0.923911471141328
Group_610_2	23134	si:ch211-168d1.3	si:ch211-168d1.3 [Source:ZFIN%3BAcc:ZDB-GENE-160113-13]	chr1	16134302	16192060	0.116733908547034	14	10	5	11	0.270833333333333	1	14	15	2	1	-0.183908045977011	0.0198689512638674	0.887034799026675	0.65004117779041	0.606660257600766	0.454741379310344	0.923622161145668
Group_79_11	21114	egf	epidermal growth factor	chr2	32380026	32419243	0.0546028894505463	27	17	6	12	0.28030303030303	0.455022677769955	30	25	5	2	-0.168831168831169	0.0304361218078901	0.953618397105276	0.633040208233426	0.202576823915844	0.449134199134199	0.921307681180385
Group_9436_0	13141	loc107375241		chr8	3346323	3348521	0.694584286803966	10	4	8	5	0.0989010989010989	0.525691699604743	13	7	3	0	-0.35	0.0417751134209069	1	0.982521445841089	0.545466789429334	0.448901098901099	0.921018371184724
Group_6225_0	24439	ankzf1	ankyrin repeat and zinc finger domain containing 1%2C transcript variant X2	chr9	14741540	14746043	1	12	13	7	9	0.0425	0.161833898676004	14	20	4	1	-0.388235294117647	0.0318921954768729	0.976734401113779	0.797687684779749	0.366137107988523	0.430735294117647	0.914219586286706
Group_537_2	11581	kank4	KN motif and ankyrin repeat domains 4	chr4	35174779	35265369	0.027990953781093	44	24	12	18	0.247058823529412	0.660053856265941	58	31	5	1	-0.181647940074906	0.000112361757911321	0.0509298394692715	0.999999999999999	0.135432526173783	0.428706763604318	0.913351656299725
Group_5407_0	24953	tcf20	transcription factor 20 (AR1)%2C transcript variant X1	chr6	58014632	58030519	0.0667687484807106	82	131	6	23	0.178079974097458	0.0118967467510588	79	141	20	13	-0.246969696969697	0.0147573158595312	0.790039295503565	0.64713632820862	0.00349833447101132	0.425049671067155	0.911760451323593
Group_1562_2	28657	amot	angiomotin [Source:ZFIN%3BAcc:ZDB-GENE-030131-7487]	chr15	10981878	11009229	0.228249896755839	10	19	1	9	0.244827586206897	1	13	26	1	1	-0.166666666666667	0.0495457240410938	1	1	0.729034489538804	0.411494252873564	0.906118906408216
Group_8248_0	23270	palm3	paralemmin 3 [Source:ZFIN%3BAcc:ZDB-GENE-061215-74]	chr10	38997631	39006614	0.705480593036815	12	5	8	5	0.0904977375565611	1	15	7	1	0	-0.318181818181818	0.015687685659818	0.814202861077119	1	0.999999999999999	0.408679555738379	0.905250976421235
Group_43_19	5205	atrx	alpha thalassemia/mental retardation syndrome X-linked%2C transcript variant X1	chr8	53271333	53343220	0.00831400177664403	36	39	6	25	0.286451612903226	0.702019093890755	40	47	4	3	-0.111658456486043	0.000442957520581435	0.14112420139351	0.920821587857226	0.115136846741491	0.398110069389269	0.900043396499349
Group_6263_0	13586	casd1	CAS1 domain containing 1%2C transcript variant X1	chr5	9275820	9285691	0.455860779287775	8	12	3	10	0.169230769230769	0.583333333333333	11	14	2	1	-0.226666666666667	0.0495707405480586	1	1	0.436981599954067	0.395897435897436	0.899175466512368
Group_7_31	12235	celsr2	cadherin EGF LAG seven-pass G-type receptor 2%2C transcript variant X1	chr14	11199152	11300237	0.194987212334179	23	50	4	21	0.155068493150685	0.0617697335898262	25	61	10	9	-0.23561811505508	0.0399605900839401	1	0.872685568383745	0.0239863513212349	0.390686608205765	0.895703746564444
Group_5668_0	3316	cramp1	cramped chromatin regulator homolog 1%2C transcript variant X1	chr6	41598486	41609146	1	18	35	6	13	0.0238331678252234	0.0902064901735665	19	44	4	2	-0.365079365079365	0.0237665437697762	0.911164866681946	0.811975213816682	0.293034159750885	0.388912532904588	0.894980471575293
Group_619_0	30390	flnca	filamin C%2C gamma a (actin binding protein 280) [Source:ZFIN%3BAcc:ZDB-GENE-070503-1]	chr4	15423996	15445055	0.0694690652297331	21	71	1	21	0.182806324110672	0.0966818167404721	21	86	6	9	-0.203738317757009	0.022864404926521	0.909094088277289	0.705933413841909	0.02284656872764	0.386544641867681	0.894112541588312
Group_3126_1	26104	dync2li1	dynein cytoplasmic 2 light intermediate chain 1	chr6	17467730	17473310	0.638009049773755	2	6	4	6	-0.15	0.470588235294118	7	8	2	0	-0.533333333333333	0.0212038398505957	0.887225688774027	0.571712991559893	0.438578026081	0.383333333333333	0.89281064660784
Group_223_9	27025	frem3	FRAS1 related extracellular matrix 3	chr4	43449669	43526664	1	34	75	8	19	0.0156303092082909	0.00473393548648757	35	89	11	6	-0.364800759013283	0.0392037433429574	1	0.72547763986486	0.0483089850030237	0.380431068221574	0.890930131636048
Group_148_12	20975	slc12a3	solute carrier family 12 member 3	chr4	4107439	4120406	0.596656817233243	16	32	9	13	-0.0757575757575758	0.017886864756643	18	43	6	2	-0.454918032786885	0.0155189001520797	0.81163847795377	0.826106613021473	0.215499509069327	0.379160457029309	0.890351511644727
Group_66_26	9269	unknown		chr14	48431327	48742165	0.277714668304837	36	47	9	20	0.123390112172829	0.100958734231987	39	51	11	5	-0.254166666666667	0.0252656213971012	0.915154446546407	1	0.033679306787256	0.377556778839496	0.889338926659916
Group_504_5	30272	ppp2r5a	protein phosphatase 2 regulatory subunit B'%2C alpha%2C transcript variant X2	chr10	36333336	36370089	0.460744466476439	10	9	4	8	0.192982456140351	0.627177850612386	17	13	3	1	-0.183333333333333	0.0458469466810194	1	1	0.382733088885226	0.376315789473684	0.888760306668595
Group_6624_0	30327	manba	mannosidase beta	chr18	14512677	14521480	0.194791117027774	16	14	4	10	0.247619047619048	1	21	18	2	1	-0.128205128205128	0.027182809752012	0.938151895959035	1	0.556975806531174	0.375824175824176	0.888615651670765
Group_571_5	21293	sall3b	spalt-like transcription factor 3b [Source:ZFIN%3BAcc:ZDB-GENE-030131-9140]	chr12	17853706	17860387	0.153689824646096	47	33	9	13	0.178409090909091	0.46035576562489	51	41	6	2	-0.195652173913043	0.0215314367771311	0.887225688774027	0.776693273159974	0.215499509069327	0.374061264822134	0.887024446694633
Group_6317_0	9079	smg6	SMG6 nonsense mediated mRNA decay factor%2C transcript variant X1	chr15	26301412	26311561	0.0649656870700502	40	39	7	18	0.226329113924051	0.370902655584272	41	53	7	5	-0.147163120567376	0.0236266030537325	0.911164866681946	0.442342489952521	0.15592958538015	0.373492234491427	0.886879791696803
Group_1616_1	31042	emilin2b	elastin microfibril interfacer 2b [Source:ZFIN%3BAcc:ZDB-GENE-080416-1]	chr10	17155232	17175923	0.337416022812183	27	14	17	15	0.127286585365854	0.406089427881494	35	22	6	1	-0.243107769423559	0.000185389399591721	0.0741448545778887	0.811573836800099	0.244548724074908	0.370394354789413	0.88456531173152
Group_470_1	120	zfr2	zinc finger RNA binding protein 2 [Source:ZFIN%3BAcc:ZDB-GENE-070705-184]	chr17	11537966	11590749	0.198820381860403	10	22	3	19	0.176136363636364	0.585479296653432	12	27	2	2	-0.192307692307692	0.00353442564032486	0.445010369047569	0.999999999999999	0.313517130548344	0.368444055944056	0.883697381744539
Group_3069_0	28441	si:dkeyp-80c12.4	si:dkeyp-80c12.4 [Source:ZFIN%3BAcc:ZDB-GENE-090313-403]	chr8	55701404	55703275	0.134329749448475	29	18	10	14	0.200354609929078	0.354729086870795	38	24	10	3	-0.156327543424318	0.0282334631892231	0.953618397105276	0.999999999999999	0.0874778212363746	0.356682153353396	0.877621871835672
Group_448_1	30725	nsd1a	nuclear receptor binding SET domain protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-080519-3]	chr2	66936128	66952547	0.0105612529011473	65	51	10	24	0.266227180527383	0.617017088734418	70	63	11	7	-0.084795321637427	0.0127674813933349	0.741932529857126	0.681706062780372	0.0549453244386618	0.35102250216481	0.875018081874729
Group_127_8	23534	atp10a	ATPase%2C class V%2C type 10A [Source:ZFIN%3BAcc:ZDB-GENE-101102-1]	chr16	48606568	48677558	0.087572337090247	24	38	5	21	0.194789081885856	0.364232579468811	27	43	7	6	-0.152747252747253	0.0291147567181836	0.953618397105276	1	0.0657755518371782	0.347536334633109	0.871835671922465
Group_4669_0	20726	nisch	nischarin%2C transcript variant X1	chr14	45329754	45426536	0.432402414842628	24	26	7	12	0.111578947368421	0.427477994642174	29	31	5	2	-0.230952380952381	0.0391487564128193	1	1	0.260295282438198	0.342531328320802	0.868797916968031
Group_684_1	8012	tnrc6a	trinucleotide repeat containing 6A%2C transcript variant X2	chr6	55139563	55158880	0.573584846700559	29	40	5	11	0.107789855072464	0.580287081339713	32	42	2	1	-0.234234234234234	0.0239418697628549	0.911164866681946	1	0.606660257600766	0.342024089306698	0.868508606972371
Group_5062_0	28717	yeats2	YEATS domain containing 2%2C transcript variant X2	chr5	38609686	38628432	0.407039263788465	13	29	9	12	-0.119047619047619	0.0613211704565486	20	39	4	1	-0.461016949152542	0.00267109168306886	0.398043918739852	0.923606567409725	0.319626017230608	0.341969330104923	0.868363951974541
Group_74_3	25538	oatx	organic anion transporter X [Source:ZFIN%3BAcc:ZDB-GENE-070115-1]	NORv12scf34012	42782	187613	0.00667497145851037	38	31	3	14	0.374254049445865	1	42	36	2	2	0.0384615384615384	0.0214583843221577	0.887225688774027	0.999999999999999	0.474912152971794	0.335792510984327	0.864458267033126
Group_4422_0	15897	dlec1	deleted in lung and esophageal cancer 1%2C transcript variant X1	chr10	14760313	14788669	0.0964122211842172	44	27	15	19	0.17854183927092	0.394096653319941	45	30	12	4	-0.15	0.0251795316950317	0.915154446546407	0.940697392826036	0.0819107056381038	0.32854183927092	0.856936207145957
Group_5213_0	17758	tbl3	transducin (beta)-like 3	chr6	44949737	44971349	0.150001040808384	16	23	4	17	0.21978021978022	1	17	26	2	2	-0.104651162790698	0.0101612049990076	0.685458749681986	1	0.490331442747949	0.324431382570918	0.854477072182844
Group_105_4	29200	si:dkey-65j6.2	si:dkey-65j6.2 [Source:ZFIN%3BAcc:ZDB-GENE-090313-319]	chr13	12235625	12248273	0.127304640996729	43	32	18	25	0.154728682170543	0.290303344642802	53	45	12	5	-0.165066026410564	0.000499022846332425	0.147515492704964	0.785526001584372	0.0856199141069229	0.319794708581107	0.85129466223058
Group_8398_0	8470	akap12a	A kinase (PRKA) anchor protein 12a [Source:ZFIN%3BAcc:ZDB-GENE-110310-3]	chr18	15936214	15945580	0.691667329265301	93	67	56	36	-0.027445652173913	0.00366264063695232	128	86	16	1	-0.34304562946674	1.77120093919383e-13	1.20423951855789e-09	0.824134386455855	0.0172687817729418	0.315599977292827	0.848546217271807
Group_4408_0	15085	lrrc9	leucine rich repeat containing 9 [Source:HGNC Symbol%3BAcc:HGNC:19848]	chr18	27812705	27827485	0.166969228302417	35	28	10	17	0.185185185185185	0.546593471399294	45	35	9	4	-0.129807692307692	0.01788543856122	0.882205626522977	0.999999999999999	0.116017383846129	0.314992877492877	0.847967597280486
Group_47_17	24824	sema4ga	sema domain%2C immunoglobulin domain (Ig)%2C transmembrane domain (TM) and short cytoplasmic domain%2C (semaphorin) 4Ga [Source:ZFIN%3BAcc:ZDB-GENE-060503-381]	chr6	12478085	12521610	0.170658348784484	15	13	8	16	0.202380952380952	0.549680486194351	20	23	8	6	-0.106312292358804	0.0497786990296271	1	0.734882354403299	0.274216453052274	0.308693244739756	0.84290467235643
Group_244_7	7398	pcsk5	proprotein convertase subtilisin/kexin type 5%2C transcript variant X1	chr19	21578115	21673889	0.81447462951536	31	45	9	16	0.0478947368421053	0.116928257387545	33	54	7	4	-0.25705329153605	0.0404319443235004	1	0.832071842437684	0.240752594747587	0.304948028378155	0.840011572399826
Group_589_1	30586	prex2	phosphatidylinositol-3%2C4%2C5-trisphosphate-dependent Rac exchange factor 2	chr10	12488317	12629231	0.395181284389569	17	26	5	14	0.13219094247246	0.655297532656023	17	33	3	3	-0.16	0.0427377266057197	1	0.736371310575458	0.560392312997686	0.29219094247246	0.828583827571243
Group_5457_0	21416	znf438	zinc finger protein 438	chr11	48301720	48304164	0.771162066087439	20	17	8	9	0.0699523052464229	0.586609620721554	20	25	2	1	-0.222222222222222	0.0106445609054501	0.694731641337092	0.519377071697343	1	0.292174527468645	0.828439172573412
Group_6_82	22156	cdc42bpab	CDC42 binding protein kinase alpha (DMPK-like) b [Source:ZFIN%3BAcc:ZDB-GENE-080219-17]	chr1	71902214	72008167	0.580857215520505	31	67	4	13	0.0810324129651861	0.582420473570916	32	77	2	2	-0.206422018348624	0.0241226174441462	0.911164866681946	0.838444725580811	0.660419259375959	0.28745443131381	0.823665557645017
Group_8_40	27684	col21a1	collagen type XXI alpha 1%2C transcript variant X1	chr6	15035814	15066087	1	15	21	9	14	0.0253623188405797	0.161364587084547	16	31	6	4	-0.259574468085106	0.0444107261069127	1	0.629318943186671	0.467751552988039	0.284936786925686	0.821929697671055
Group_2757_1	11005	otud4	OTU deubiquitinase 4	chr1	6188106	6207119	0.0182754510221637	29	17	4	12	0.380434782608696	1	34	23	2	2	0.0964912280701754	0.0280054612649316	0.953618397105276	0.882296621902736	0.714393037634326	0.283943554538521	0.820627802690583
Group_1105_1	809	si:ch211-285f17.1	si:ch211-285f17.1 [Source:ZFIN%3BAcc:ZDB-GENE-000607-77]	chr10	15565762	15682971	1	24	36	11	15	-0.0230769230769231	0.0917066453747281	26	40	7	3	-0.306060606060606	0.0351914655997331	1	1	0.264288345226028	0.282983682983683	0.819470562707942
Group_1267_0	24483	apobb.1	apolipoprotein Bb%2C tandem duplicate 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9732]	chr1	46650334	46667645	1	45	46	17	18	0.00879120879120882	0.0595781244028149	48	52	12	4	-0.27	0.0199867556027793	0.887034799026675	0.955827460207823	0.143308410874275	0.278791208791209	0.816577462751338
Group_1421_2	9516	prr12	proline rich 12 [Source:HGNC Symbol%3BAcc:HGNC:29217]	chr8	48935211	48974441	0.388323621952634	48	61	18	32	0.0803669724770643	0.320781374419876	58	86	6	4	-0.197222222222222	3.37865718820341e-07	0.000382858170376583	0.637344013569906	0.288844366346485	0.277589194699286	0.814841602777376
