OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	alpha.x	p.x	DoS.x	alpha.y	p.y	DoS.y	alpha.x.1	p.x.1	DoS.x.1	alpha.y.1	p.y.1	DoS.y.1	avgalpha	lowestp	multipliedp	avgDoS
Group_0_145	28180	fezf2	FEZ family zinc finger 2	NORv12scf33741	5482	9474	-0.6	1	-0.0952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.6	1	1	-0.0952380952380952
Group_0_155	2748	loc107376917		chr2	60641747	60653694	0.55	0.659442724458205	0.181818181818182	0.625	0.2723034767446	0.238095238095238	NA	NA	NA	0.933333333333333	0.0237358101135191	0.571428571428571	0.702777777777778	0.0237358101135191	0.00426220492407607	0.33044733044733
Group_0_17	19888	loc107395477		NORv12scf34063	175117	190214	-3.2	0.131657397107898	-0.323232323232323	-0.857142857142857	1	-0.148148148148148	0.133333333333333	1	-0.464285714285714	-0.454545454545455	1	-0.093167701863354	-1.09458874458874	0.131657397107898	0.131657397107898	-0.257208471882385
Group_0_22	7295	zxda	zinc finger%2C X-linked%2C duplicated A [Source:HGNC Symbol%3BAcc:HGNC:13198]	chr14	1492647	1541611	0.49	0.491820869083127	0.161716171617162	0.290566037735849	0.734120994404781	0.0855555555555556	0.189655172413793	1	0.0523809523809524	0.16734693877551	1	0.0455555555555556	0.284392037231288	0.491820869083127	0.361056025480329	0.0863020587773064
Group_0_24	14042	gtf3aa	general transcription factor IIIAa [Source:ZFIN%3BAcc:ZDB-GENE-041006-1]	chr8	66522856	66523923	0.277777777777778	1	0.0806451612903226	0.65625	0.564532019704434	0.259259259259259	NA	NA	NA	0.631578947368421	0.574229691876751	0.242424242424242	0.521868908382066	0.564532019704434	0.324171047729437	0.194109554324608
Group_0_28	1817	loc107386735		chr12	10779062	10786998	0.407407407407407	0.533649369761717	0.120879120879121	0.555555555555556	0.333688348398008	0.178571428571429	NA	NA	NA	0.428571428571429	0.70152186631993	0.118421052631579	0.463844797178131	0.333688348398008	0.124921806430762	0.139290534027376
Group_0_33	3509	znf574	zinc finger protein 574 [Source:ZFIN%3BAcc:ZDB-GENE-100922-259]	chr14	24805650	24832140	0.173333333333333	1	0.0403726708074534	0.858024691358025	0.0694882679335295	0.339024390243902	0.473684210526316	1	0.137755102040816	0.625	0.221769269694565	0.175438596491228	0.532510558804418	0.0694882679335295	0.0154103624319591	0.17314768989585
Group_0_36	19395	znf341	zinc finger protein 341 [Source:ZFIN%3BAcc:ZDB-GENE-080204-99]	chr13	38788687	38796747	-0.651785714285714	0.500582810819616	-0.124786324786325	-0.2	1	-0.0454545454545454	-0.09375	1	-0.0223880597014925	-1.19230769230769	0.312708368798973	-0.19375	-0.534460851648351	0.312708368798973	0.156536434220207	-0.0965947324855907
Group_0_38	20101	znf407	zinc finger protein 407	chr3	29346397	29565892	-2.46666666666667	0.0348476324602315	-0.293650793650794	-0.215277777777778	0.781798908169862	-0.048062015503876	-0.0457317073170731	1	-0.0111111111111111	-0.32258064516129	0.781731149588338	-0.0694444444444444	-0.762564199230703	0.0348476324602315	0.0212973591517253	-0.105567091177556
Group_0_42	15812	loc107379469		chr18	40054374	40057519	0.142857142857143	1	0.0333333333333333	0.555555555555556	1	0.192307692307692	NA	NA	NA	NA	NA	NA	0.34920634920635	1	1	0.112820512820513
Group_0_44	7076	si:dkey-89b17.4	si:dkey-89b17.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8215]	chr3	12508955	12516720	0.116666666666667	1	0.017948717948718	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.116666666666667	1	1	0.017948717948718
Group_0_59	1656	si:ch211-79k12.2	si:ch211-79k12.2 [Source:ZFIN%3BAcc:ZDB-GENE-131121-535]	chr9	53927035	53933002	0.1	1	0.025	0.0833333333333334	1	0.0210526315789473	NA	NA	NA	NA	NA	NA	0.0916666666666667	1	1	0.0230263157894737
Group_0_63	22770	si:ch211-269m15.3	si:ch211-269m15.3 [Source:ZFIN%3BAcc:ZDB-GENE-141211-7]	chr13	26264907	26271149	0.689075630252101	0.09617006612422	0.212068965517241	NA	NA	NA	NA	NA	NA	0.389204545454545	0.43291295088365	0.1003663003663	0.539140087853323	0.09617006612422	0.0416332671125118	0.15621763294177
Group_0_64	26151	loc107374395		chr10	19920050	19940867	0.2	1	0.0476190476190476	NA	NA	NA	0.476190476190476	1	0.138888888888889	NA	NA	NA	0.338095238095238	1	1	0.0932539682539683
Group_0_68	13237	zfx	zinc finger protein%2C X-linked [Source:HGNC Symbol%3BAcc:HGNC:12869]	chr15	12825994	12841813	0.458333333333333	1	0.11578947368421	NA	NA	NA	0.238095238095238	1	0.0543478260869565	NA	NA	NA	0.348214285714285	1	1	0.0850686498855832
Group_0_73	8341	znf366	zinc finger protein 366 [Source:ZFIN%3BAcc:ZDB-GENE-110408-46]	chr19	30447182	30455900	0.452380952380952	0.299711815430363	0.149019607843137	0.111111111111111	1	0.0294117647058824	0.482758620689655	1	0.15819209039548	0.298387096774194	0.709046193998482	0.0880952380952382	0.336159445238978	0.299711815430363	0.212509522027274	0.106179675259934
Group_0_84	685	zbtb45	zinc finger and BTB domain containing 45 [Source:HGNC Symbol%3BAcc:HGNC:23715]	chr10	48776072	48796476	-9	0.166666666666667	-0.909090909090909	-21.5	0.0275689223057644	-0.632352941176471	-6.5	0.166666666666667	-0.882352941176471	NA	NA	NA	-12.3333333333333	0.0275689223057644	0.000765803397382347	-0.807932263814617
Group_1_19	1880	nlrc3l	NLR family%2C CARD domain containing 3-like [Source:ZFIN%3BAcc:ZDB-GENE-121214-346]	chr7	15323619	15329701	-0.941176470588235	0.376382851515906	-0.161344537815126	-2.43137254901961	0.157214790913892	-0.295238095238095	-0.388888888888889	0.431818181818182	-0.581395348837209	-0.455882352941176	0.570241086431688	-0.0935143288084465	-1.05433006535948	0.157214790913892	0.0145707752897114	-0.282873077674719
Group_10_23	16132	lpar6a	lysophosphatidic acid receptor 6a [Source:ZFIN%3BAcc:ZDB-GENE-061013-343]	chr7	25418390	25419448	-0.25	1	-0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.25	1	1	-0.0555555555555556
Group_10_27	32176	lpar5b	lysophosphatidic acid receptor 5b [Source:ZFIN%3BAcc:ZDB-GENE-081022-116]	chr16	11416459	11432254	-2	0.177156212890756	-0.25668449197861	-0.111111111111111	1	-0.0263157894736842	-2.88235294117647	0.0993031358885017	-0.564102564102564	-1.26190476190476	0.436418266958464	-0.189285714285714	-1.56384220354809	0.0993031358885017	0.00767754324461738	-0.259097139960143
Group_10_42	31600	p2ry4	pyrimidinergic receptor P2Y4	chr2	54309636	54310625	-0.666666666666667	1	-0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.666666666666667	1	1	-0.125
Group_10_46	6610	loc107387222		chr15	39977817	39992512	0.466666666666667	1	0.155555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466666666666667	1	1	0.155555555555556
Group_10_55	3718	gpr4	G protein-coupled receptor 4 [Source:ZFIN%3BAcc:ZDB-GENE-101202-1]	chr7	39668773	39732200	-17	0.0441176470588235	-0.523076923076923	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17	0.0441176470588235	0.0441176470588235	-0.523076923076923
Group_10_57	23663	gpr65	G protein-coupled receptor 65 [Source:ZFIN%3BAcc:ZDB-GENE-120709-81]	chr18	22681132	22682082	0.755102040816326	0.198380566801619	0.336363636363636	0.333333333333333	1	0.1	NA	NA	NA	0.489795918367347	0.684272652909078	0.166666666666667	0.526077097505669	0.198380566801619	0.13574639673095	0.201010101010101
Group_10_58	31859	gpr20	G protein-coupled receptor 20 [Source:HGNC Symbol%3BAcc:HGNC:4475]	chr3	53874107	53879449	-1.25	1	-0.196078431372549	NA	NA	NA	-0.5	0.4375	-0.6	NA	NA	NA	-0.875	0.4375	0.4375	-0.398039215686274
Group_10_71	31984	p2ry8	purinergic receptor P2Y%2C G-protein coupled%2C 8 [Source:ZFIN%3BAcc:ZDB-GENE-070912-447]	chr9	27838633	27839705	-0.333333333333333	1	-0.0714285714285715	NA	NA	NA	NA	NA	NA	-0.142857142857143	1	-0.0333333333333333	-0.238095238095238	1	1	-0.0523809523809524
Group_10_76	22320	cabz01054884.1	unknown	chr13	2254452	2255471	-1.4	0.593043478260869	-0.212121212121212	-0.571428571428571	0.421052631578948	-0.611111111111111	NA	NA	NA	-0.222222222222222	1	-0.05	-0.731216931216931	0.421052631578948	0.249702517162472	-0.291077441077441
Group_10_78	22998	cysltr3	cysteinyl leukotriene receptor 3 [Source:ZFIN%3BAcc:ZDB-GENE-131127-536]	chr1	20901606	20920562	0.982142857142857	0.000397497239602503	0.763888888888889	0.666666666666667	0.327833519137867	0.228571428571429	0.0625	1	0.0119047619047619	0.775	0.103998769845846	0.352272727272727	0.621577380952381	0.000397497239602503	1.3552383261295e-05	0.339159451659452
Group_100_0	11933	slc2a1b	solute carrier family 2 (facilitated glucose transporter)%2C member 1b [Source:ZFIN%3BAcc:ZDB-GENE-090915-1]	chr14	38137840	38167420	0.880952380952381	0.0256461474658235	0.474358974358974	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.880952380952381	0.0256461474658235	0.0256461474658235	0.474358974358974
Group_100_12	16535	slc2a12	solute carrier family 2 member 12	chr1	36345282	36355845	0.763888888888889	0.345114345114345	0.314285714285714	NA	NA	NA	NA	NA	NA	0.0555555555555556	1	0.0142857142857142	0.409722222222222	0.345114345114345	0.345114345114345	0.164285714285714
Group_100_13	25405	slc2a9	solute carrier family 2 member 9%2C transcript variant X2	chr14	19433600	19641176	-3.33333333333333	0.167048054919908	-0.3125	-0.25	1	-0.0476190476190476	-1.5	0.36734569778048	-0.214285714285714	-7	0.15527950310559	-0.466666666666667	-3.02083333333333	0.15527950310559	0.00952863110208471	-0.260267857142857
Group_100_14	15135	slc2a15a	solute carrier family 2 (facilitated glucose transporter)%2C member 15a [Source:ZFIN%3BAcc:ZDB-GENE-060531-109]	chr18	26921581	26938578	0.4	1	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	1	1	0.0833333333333333
Group_100_20	9599	slc2a11a	solute carrier family 2 (facilitated glucose transporter)%2C member 11a [Source:ZFIN%3BAcc:ZDB-GENE-080723-20]	chr14	29793714	29800387	-1.5	0.516483516483516	-0.166666666666667	-0.2	1	-0.0444444444444444	NA	NA	NA	-4	0.514705882352941	-0.380952380952381	-1.9	0.514705882352941	0.265837104072398	-0.197354497354497
Group_100_23	25571	slc2a11b	solute carrier family 2 (facilitated glucose transporter)%2C member 11b [Source:ZFIN%3BAcc:ZDB-GENE-070705-96]	chr19	19849084	19856668	0.285714285714286	1	0.0784313725490196	NA	NA	NA	NA	NA	NA	0.770833333333333	0.357421708726057	0.278195488721804	0.52827380952381	0.357421708726057	0.357421708726057	0.178313430635412
Group_100_26	11277	slc2a1a	solute carrier family 2 (facilitated glucose transporter)%2C member 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-3158]	chr13	46266538	46267445	-0.333333333333333	1	-0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.333333333333333	1	1	-0.05
Group_100_7	8026	slc2a6	solute carrier family 2 (facilitated glucose transporter)%2C member 6 [Source:ZFIN%3BAcc:ZDB-GENE-081104-301]	chr6	55021831	55030104	-1.5	0.516483516483516	-0.166666666666667	-1.5	0.516483516483516	-0.166666666666667	NA	NA	NA	NA	NA	NA	-1.5	0.516483516483516	0.266755222799178	-0.166666666666667
Group_100_8	78	loc107397313		chr2	26320689	26364702	-0.333333333333333	1	-0.0714285714285715	NA	NA	NA	NA	NA	NA	0.2	1	-0.444444444444444	-0.0666666666666665	1	1	-0.257936507936508
Group_1001_1	28854	grb14	growth factor receptor bound protein 14%2C transcript variant X1	chr9	17733466	17760075	-0.2	1	-0.0392156862745098	NA	NA	NA	NA	NA	NA	-2.2	0.462450592885375	-0.261904761904762	-1.2	0.462450592885375	0.462450592885375	-0.150560224089636
Group_1001_2	12471	si:ch211-253b1.3	si:ch211-253b1.3 [Source:ZFIN%3BAcc:ZDB-GENE-091118-23]	chr16	41864325	41886702	-0.125	1	-0.0285714285714285	-3.0625	0.197705314009662	-0.333333333333333	NA	NA	NA	NA	NA	NA	-1.59375	0.197705314009662	0.197705314009662	-0.180952380952381
Group_1004_1	16794	znf281a	zinc finger protein 281a [Source:ZFIN%3BAcc:ZDB-GENE-131126-34]	chr16	1210695	1226886	0.770833333333333	0.131176054201638	0.321739130434783	0.538461538461538	1	0.186666666666667	0.692307692307692	0.597701149425287	0.27	0.134615384615385	1	0.0357142857142858	0.534054487179487	0.131176054201638	0.0784040783733928	0.203530020703934
Group_1006_1	2793	card9	caspase recruitment domain family%2C member 9 [Source:ZFIN%3BAcc:ZDB-GENE-060531-94]	chr15	5333808	5341132	0.777777777777778	0.344861660079051	0.307017543859649	0.5	0.646174259177355	0.166666666666667	NA	NA	NA	0.82	0.180434782608696	0.359649122807018	0.699259259259259	0.180434782608696	0.0402082182625676	0.277777777777778
Group_1006_3	16429	card14	caspase recruitment domain family member 14	chr4	46348246	46388826	0.478070175438597	0.394701839070255	0.159356725146199	0.906593406593407	0.0193170033971035	0.479651162790698	NA	NA	NA	0.8	0.19856452896758	0.333333333333333	0.728221194010668	0.0193170033971035	0.00151394666640686	0.32411374042341
Group_1008_1	5772	eya3	EYA transcriptional coactivator and phosphatase 3 [Source:ZFIN%3BAcc:ZDB-GENE-060503-864]	chr12	16663014	16676403	-0.857142857142857	1	-0.15	NA	NA	NA	-4	0.210526315789474	-0.833333333333333	-1.14285714285714	0.417234972257461	-0.181818181818182	-2	0.210526315789474	0.0878389415278867	-0.388383838383838
Group_1009_0	7229	ccnt1	cyclin T1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6397]	chr13	32719894	32727159	0.78125	0.220398298897866	0.28957528957529	0.58974358974359	0.619721407624633	0.198275862068966	NA	NA	NA	0.137254901960784	1	0.0358974358974359	0.502749497234791	0.220398298897866	0.13658554403106	0.174582862513897
Group_101_0	2684	bmp1b	bone morphogenetic protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-060818-2]	chr19	14730703	14767029	-0.6	1	-0.0555555555555556	NA	NA	NA	-0.833333333333333	0.538405400474366	-0.08	-1.71428571428571	0.563218390804598	-0.126984126984127	-1.04920634920635	0.538405400474366	0.303239823255678	-0.0875132275132275
Group_101_11	22135	si:ch211-233f16.1	si:ch211-233f16.1 [Source:ZFIN%3BAcc:ZDB-GENE-120214-1]	chr2	21206214	21652608	0.18	0.807512644598138	0.0294117647058824	0.820454545454545	0.120688083232825	0.158541941150637	NA	NA	NA	0.237749546279492	0.786053730333012	0.0320136852394917	0.412734697244679	0.120688083232825	0.0766065588698747	0.0733224636986704
Group_101_16	16597	pcolce2b	procollagen C-endopeptidase enhancer 2b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1177]	chr1	57177376	57185096	-0.466666666666667	1	-0.0714285714285714	-3.25	0.395256916996047	-0.30952380952381	NA	NA	NA	-2.25	0.467836257309941	-0.264705882352941	-1.98888888888889	0.395256916996047	0.184915516723297	-0.215219421101774
Group_101_17	2926	pcolcea	procollagen C-endopeptidase enhancer a [Source:ZFIN%3BAcc:ZDB-GENE-041014-370]	chr15	19986194	19996702	0.666666666666667	0.58041958041958	0.25	0.833333333333333	0.304298642533937	0.378787878787879	NA	NA	NA	NA	NA	NA	0.75	0.304298642533937	0.176620890421795	0.31439393939394
Group_101_5	31269	cdcp2	CUB domain containing protein 2	chr9	13751870	13758951	-0.333333333333333	1	-0.05	-5	0.35	-0.256410256410256	NA	NA	NA	NA	NA	NA	-2.66666666666667	0.35	0.35	-0.153205128205128
Group_101_9	24697	svep1	sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain containing 1%2C transcript variant X1	chr1	31196859	31341048	0.291404612159329	0.384644086322189	0.0722734953854153	0.47972027972028	0.163172399268759	0.136327503974563	0.314814814814815	0.753823624418742	0.0772727272727273	0.262814538676608	0.495641368976127	0.0646714826281389	0.337188561342758	0.163172399268759	0.0234500110080437	0.0876363023152111
Group_1016_0	31950	dio3	deiodinase%2C iodothyronine type III [Source:HGNC Symbol%3BAcc:HGNC:2885]	chr1	66894677	66895378	-0.666666666666667	1	-0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.666666666666667	1	1	-0.125
Group_1019_0	13405	hs6st3a	heparan sulfate 6-O-sulfotransferase 3a [Source:ZFIN%3BAcc:ZDB-GENE-120215-57]	chr11	25801803	25865060	-0.5	1	-0.0833333333333333	-0.5	1	-0.0833333333333333	NA	NA	NA	NA	NA	NA	-0.5	1	1	-0.0833333333333333
Group_1019_4	29773	hs6st2	heparan sulfate 6-O-sulfotransferase 2 [Source:ZFIN%3BAcc:ZDB-GENE-030909-14]	chr2	55262064	55264768	-0.857142857142857	1	-0.15	NA	NA	NA	NA	NA	NA	-0.857142857142857	1	-0.15	-0.857142857142857	1	1	-0.15
Group_102_14	31343	smtn	smoothelin [Source:HGNC Symbol%3BAcc:HGNC:11126]	chr19	21208998	21233480	-0.315789473684211	1	-0.0681818181818182	-0.980952380952381	0.354521566171114	-0.168576104746318	NA	NA	NA	-0.142857142857143	1	-0.0323450134770889	-0.479866332497912	0.354521566171114	0.354521566171114	-0.0897009788017417
Group_102_3	16996	si:ch73-262h23.4	si:ch73-262h23.4 [Source:ZFIN%3BAcc:ZDB-GENE-081031-8]	chr7	40432110	40518374	-0.359375	0.601258803309174	-0.0608695652173913	-1.28571428571429	0.288069554167504	-0.195652173913043	-0.574074074074074	0.637167887581271	-0.102479338842975	-1.02917771883289	0.192763332237967	-0.154704944178628	-0.812085269655314	0.192763332237967	0.0212734101641654	-0.128426505538009
Group_102_9	1170	spna2	spectrin alpha 2 [Source:ZFIN%3BAcc:ZDB-GENE-051113-60]	chr8	12827476	12855000	-2.42857142857143	0.317933130699088	-0.117647058823529	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.42857142857143	0.317933130699088	0.317933130699088	-0.117647058823529
Group_1022_2	26	tiam2a	T-cell lymphoma invasion and metastasis 2a [Source:ZFIN%3BAcc:ZDB-GENE-030219-98]	chr18	32015978	32058339	0.352380952380952	0.571998336148192	0.107246376811594	0.454545454545455	0.301701012213374	0.14957264957265	0.826666666666667	0.0277590611952919	0.369047619047619	0.321428571428571	0.493732426055783	0.0948366701791359	0.488755411255411	0.0277590611952919	0.00236520047555122	0.18017582890275
Group_1024_0	27960	fscn1a	fascin actin-bundling protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-031009-1]	chr6	56687931	56701511	0.1	1	0.0238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	1	1	0.0238095238095238
Group_1027_0	13150	dhrs7cb	dehydrogenase/reductase (SDR family) member 7Cb [Source:ZFIN%3BAcc:ZDB-GENE-050522-226]	chr2	4793723	4812752	-4.33333333333333	0.352380952380952	-0.191176470588235	-13	0.125	-0.933333333333333	NA	NA	NA	-6	0.313725490196078	-0.266666666666667	-7.77777777777778	0.125	0.0138188608776844	-0.463725490196078
Group_1028_1	889	glsb	glutaminase b [Source:ZFIN%3BAcc:ZDB-GENE-030616-550]	chr10	29014179	29043367	0.685714285714286	0.248714104486218	0.253968253968254	NA	NA	NA	NA	NA	NA	0.1	1	0.025974025974026	0.392857142857143	0.248714104486218	0.248714104486218	0.13997113997114
Group_103_27	28852	kcnh7	potassium voltage-gated channel subfamily H member 7	chr9	17501114	17554572	0.1	1	0.0225806451612903	0.5	1	0.133333333333333	NA	NA	NA	0.79047619047619	0.226492467439418	0.280405405405405	0.463492063492063	0.226492467439418	0.226492467439418	0.145439794633343
Group_103_3	24720	kcnh6b	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 6b [Source:ZFIN%3BAcc:ZDB-GENE-121214-55]	chr2	11776154	11791881	0.5	1	0.15	0.185185185185185	1	0.05	NA	NA	NA	NA	NA	NA	0.342592592592593	1	1	0.1
Group_1030_1	5991	lpcat4	lysophosphatidylcholine acyltransferase 4	chr1	12018260	12034813	0.220338983050847	0.652827047665026	0.0519244734931009	0.681159420289855	0.0828581989199492	0.258241758241758	0.887254901960784	0.0610482967886428	0.497252747252747	0.0833333333333334	0.835876776699547	0.0169133192389006	0.468021659658705	0.0610482967886428	0.00276025649011158	0.206083074556627
Group_1038_0	4123	slain2	SLAIN motif family member 2%2C transcript variant X1	chr14	6672529	6685410	-1	1	-0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	1	1	-0.166666666666667
Group_1038_1	2630	slain1	SLAIN motif family member 1 [Source:HGNC Symbol%3BAcc:HGNC:26387]	chr1	29581111	29599536	0.533333333333333	0.658148303309594	0.183908045977012	0.6	0.622079070354932	0.225	0.235294117647059	1	0.0666666666666667	0	1	0	0.342156862745098	0.622079070354932	0.409420284678508	0.11889367816092
Group_1039_2	21942	frya	furry homolog a (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-060510-4]	chr7	33634267	33699931	0.430316091954023	0.194881289382587	0.130843162953255	0.464285714285714	0.212476277435529	0.144444444444444	0.314814814814815	0.588412846151376	0.0885416666666667	0.262626262626263	0.612278051486596	0.0722556739231126	0.368010720920204	0.194881289382587	0.0149180284263911	0.10902123699687
Group_104_11	15462	loc107390940		chr13	21058953	21068785	-0.333333333333333	1	-0.0666666666666667	NA	NA	NA	NA	NA	NA	-0.714285714285714	1	-0.113636363636364	-0.523809523809524	1	1	-0.0901515151515153
Group_1041_2	11086	crtc3	CREB regulated transcription coactivator 3%2C transcript variant X1	chr16	33523393	33584498	-1.16666666666667	0.35	-0.684210526315789	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.16666666666667	0.35	0.35	-0.684210526315789
Group_1042_0	26531	sirt2	sirtuin 2 (silent mating type information regulation 2%2C homolog) 2 (S. cerevisiae) [Source:ZFIN%3BAcc:ZDB-GENE-030131-1028]	chr16	11540083	11563803	-0.857142857142857	0.614624505928854	-0.15	NA	NA	NA	NA	NA	NA	-0.75	0.391304347826087	-0.636363636363636	-0.803571428571428	0.391304347826087	0.240505241450421	-0.393181818181818
Group_1043_0	28892	tlk1	tousled like kinase 1%2C transcript variant X1	chr9	18457364	18483420	-1.75	0.489285714285714	-0.179487179487179	-5	0.197058823529412	-0.357142857142857	NA	NA	NA	-0.2	1	-0.0238095238095238	-2.31666666666667	0.197058823529412	0.0964180672268908	-0.186813186813187
Group_1044_1	6373	khdrbs3	KH domain containing%2C RNA binding%2C signal transduction associated 3	chr5	715092	871317	0.166666666666667	1	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	1	1	0.0416666666666667
Group_1045_1	2184	si:ch211-278j3.3	si:ch211-278j3.3 [Source:ZFIN%3BAcc:ZDB-GENE-041014-147]	chr1	37439903	37454322	-1.88888888888889	0.564782608695652	-0.257575757575758	-1	1	-0.166666666666667	NA	NA	NA	NA	NA	NA	-1.44444444444445	0.564782608695652	0.564782608695652	-0.212121212121212
Group_1045_3	22091	rnf19a	ring finger protein 19A%2C RBR E3 ubiquitin protein ligase [Source:ZFIN%3BAcc:ZDB-GENE-030131-9414]	chr2	20455358	20475066	0.285714285714286	1	0.0592592592592592	0.04	1	0.00574712643678163	NA	NA	NA	0.56	0.650358009491136	0.145833333333333	0.295238095238095	0.650358009491136	0.650358009491136	0.0702799063431246
Group_1046_1	28066	nt5c1ab	5'-nucleotidase%2C cytosolic IAb [Source:ZFIN%3BAcc:ZDB-GENE-131120-153]	chr18	29942493	29950018	-1	1	-0.107142857142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	1	1	-0.107142857142857
Group_105_10	23006	mcf2b	MCF.2 cell line derived transforming sequence b [Source:ZFIN%3BAcc:ZDB-GENE-091118-4]	chr1	20419961	20445453	-0.416666666666667	0.685622914349277	-0.0824175824175824	-1.57142857142857	0.273815867727403	-0.211538461538462	-1	0.597052280311457	-0.15	-0.333333333333333	1	-0.0666666666666667	-0.830357142857143	0.273815867727403	0.112087271450764	-0.127655677655678
Group_105_11	3879	mcf2la	mcf.2 cell line derived transforming sequence-like a [Source:ZFIN%3BAcc:ZDB-GENE-090312-122]	chr9	51458110	51487414	0.837606837606838	0.124871681316596	0.30625	0.847222222222222	0.126528535685088	0.338888888888889	0.710526315789474	0.369325203501139	0.263414634146341	0.323076923076923	1	0.0857142857142857	0.679608074673864	0.124871681316596	0.0058352757940122	0.248566952187379
